name,type
慎用：糖尿病患者。,
连续应用超过14天者，应检查肝肾功能和听力。应用期间应监测血浆浓度，依个体症状或血浆浓度合理安排剂量和疗程。遇有AST或ALT升高、血浆胆红素升高等异常时应立即停药。,
普萨康唑,
必嗽定,
β-Aescin Na,
溴环扁吡酯,
有呼吸系统疾病和肝、肾功能不全的病人慎用，不宜用于分娩过程。,
表鬼臼毒吡喃葡萄糖甙,
Globecef,
奥施康定,
气雾吸入：成人(包括老年人)及12岁以上儿童，一次2喷，每日4次，必要时可用至最大剂量，即每日12喷。,
过量时可出现M胆碱受体被激动症状。,
静脉造影：病人取仰卧位。自双下肢足背静脉注射氯化钠注射液。在双膝以下部位用压脉带加压＞8Kpa(60mmHg)的压力，以阻断浅静脉的回流。γ照相机以每分钟50cm的速度自足部开始作全身扫描。同时从双下肢静脉滴注管内快速推入99mTc-MAA370MBq(10mCi)/ml，注射后继续静脉注射氯化钠注射液。全身扫描后再作肺部显像。,
氯苯息定,
用药期间如发生变态反应或其他严重反应，应考虑减量或停药。,
甲氮唑胺,
片剂：0.05g，0.1g；,
口服：成人每次0.3g，每天1.5g。,
脑出血,
Brinaldix,
Ro-21-3981,
注射剂：0.5ml(含细菌3亿个)。长效哮喘菌苗：用氢氧化铝吸附后的减毒菌苗，每支0.5ml，含细菌4.5亿个。首剂0.3～0.4ml，每2～4周1次，每次递增0.1ml，维持量每次0.7～1.0ml。,
恒奥,
免疫系统药物,
Benzamin,
M＆B-800,
头孢唑啉,
通常不单独应用，需与β内酰胺类抗生素合用。,
双钠羟羧氧酰胺菌素,
本品无特效拮抗剂，不能用新斯的明拮抗，故使用前应事先备好人工呼吸机和抢救设备。,
Nafcilline,
养阴清肺口服液,
托克拉斯,
氨噻肟唑,
慎用：(1)对青霉素类抗生素过敏者；(2)早产儿和新生儿；(3)严重肾功能不全者；(4)有慢性胃肠道疾病史者，特别是溃疡性结肠炎、局限性肠炎或抗生素相关性肠炎者；(5)高度过敏性体质者；(6)高龄、体弱者。,
复方妥洛特罗片，每片含妥洛特罗1.5mg、溴己新15mg、异丙嗪6mg。,
本品与拟交感神经药或β受体兴奋药同时使用，可能产生协同作用，应谨慎对待。如与利舍平同时使用，会引起心动过速。,
Timentin,
替喹溴铵,
儿童用药安全性尚未研究。,
急性心力衰竭,
口服给药：每次100～200mg，每天3次，可视年龄及症状适当增减。,
慎用：(1)对其他β-内酰胺抗生素药过敏者；(2)孕妇及哺乳期妇女；(3)肾功能不全者；(4)胃肠道疾病患者，尤其是结肠炎患者；(5)患有苯丙酮尿症的患者(头孢丙烯口服混悬液含有苯丙氨酸)。,
本药不能与其他注射剂混合使用。1,
Procadil,
制剂应保存于2～8℃。,
Cosmosin,
Monocid,
迈普新,
司可林,
Zileuton,
老年患者慎用。,
Bactroban,
治疗中应使用最小剂量控制病情。凝血酶原不足者合用阿司匹林与皮质类固醇激素时须慎重。,
Hypnomidate,
药物对妊娠的影响：孕妇用药尚缺乏足够的对照研究资料，应权衡利弊后使用；美国药品和食品管理局(FDA)对本药的妊娠安全性分级为B级。,
头孢吡兰,
RFP,
氨噻肟唑头孢菌素,
Fleroxacin,
己环胺菌素,
关于妊娠中用药的安全性尚未确定。对于孕妇或有妊娠可能性的妇女，要权衡利弊，只有在利大于弊的情况下才能用药。因此孕妇及哺乳期妇女慎用。,
MK-306,
虚喘,
药物对老人的影响：老年人的中枢神经对本药较敏感，静脉注射后可出现呼吸暂停、低血压、心动过缓甚至心脏停搏。,
脱氧核糖核酸酶,
氟羟氢泼尼松,
CI-919,
治疗过敏性及免疫性疾病：如支气管哮喘、痛风、类风湿关节炎等，每次口服20mg，每天1～2次。,
司巴沙星,
气雾吸入,
用药期间应注意监测肝功能。当怀疑病原菌为铜绿假单胞菌时，应做相关细菌学检查。1,
莫昔沙星,
老年人、孕妇、哺乳期妇女慎用；本品不适用儿童，必要时只用在短程治疗。,
SQ-26776,
复方茶碱片：每片含茶碱25mg，盐酸麻黄碱10mg，非那西丁100mg，苯巴比妥10mg，氨基比林100mg，咖啡因15mg，柯柯碱25mg，颠茄浸膏2mg；,
呼吸道及鼻旁窦疾患、哮喘患者、高血压、冠心病动脉硬化、心力衰竭及孕妇忌用。,
蒙鲁司特,
单用利福平治疗结核病或其他细菌性感染时病原菌可迅速产生耐药性，因此本品必须与其他药物合用。,
氨氯青霉素钠,
若出现耳神经系统毒性反应，应停药并进行适当的处理。之前使用过其他铂类制剂、听力低下、肾功能低下的患者应特别注意。,
复方甘草片,
琥珀酸酯红霉素,
孕妇、肝功能不全者慎用。,
Cefditoren,
胶囊剂：每粒含甲氧那明12.5mg、那可丁7mg、氨茶碱25mg、氯苯那敏2mg。,
格雷沙星,
爱通立,
博乐,
比阿培南注射剂：150mg/支；300mg/支。,
如在试验操作中将闪烁液洒到眼睛的敏感部位，请立即用大量清水冲洗。1,
13-顺式维甲酸,
注射剂：1mg（ml），0.5mg（0.5ml）；,
溴化氨酰胆碱,
本药只供经口吸入使用，通过准纳器吸嘴吸入药物，勿经鼻吸入。,
Reversol,
安利醚,
Amikin,
可立斯丁,
溶栓酶,
咪拉地尔,
干糖浆剂：50μg（0.5g）。,
TV-100,
Ambisome,
口服：(1)成人：每次0.1～0.2g，每天3次。(2)小儿：每次3～5mg/kg，每天3次。根据国人每次口服氨茶碱所获药动学参数，目前常规用量（每次0.1g，每天3次）平均血药浓度仅达4～7μg/ml，低于有效血药浓度(10～20μg/ml)。故在患者胃肠道能够耐受的情况下，可适当增加剂量，推荐剂量为每次0.2g，每8小时口服1次。,
过敏反应介质阻释剂,
慎用：(1)对青霉素过敏者；(2)孕妇及哺乳期妇女；(3)患有皮疹、哮喘、变态反应史者。,
有青霉素过敏史者慎用，孕妇、哺乳期妇女慎用，5岁以下儿童不宜用。,
药物对哺乳的影响：哺乳期妇女禁用。,
口服：每次60～90mg，每天180～270mg。,
氯林可霉素,
如果长期持续用量超过推荐剂量，则会导致一定程度的明显的肾上腺功能抑制。,
肝毒性,
泼尼松龙磷酸钠(PrednisoloneSodiumPhosphate)注射剂：20mg/mL，供肌肉注射、静脉注射或滴注。,
Cidomycin,
去甲噻肟头孢,
Pavulon,
多价免疫球蛋白,
磺苯咪唑青霉素,
Bronchitic vaccine,
Compound cefalexin-Xincat,
Telopar,
口服：成人每次300～600mg，每天3次 静注：300～600mg加入葡萄糖注射液稀释后缓慢推注 ,
支气管扩张、肺脓疡、肺心病、肺结核患者应在医师指导下服用。,
支气管肺癌,
甲吡唑头孢霉素,
Acepifylline,
口服给药：每次15mg，每天3次，重症肌无力患者视病情而定。极量：每次30mg，每天100mg。,
Salmeterol,
连松定,
痰饮,
麦考酚酸,
莱欣,
静脉注射：(1)尿路感染：①成人，每天4～8g，每6小时1次，对重症感染，每天200mg/kg持续性或间歇静脉滴注；②儿童：每天50～200mg/kg，每4～6小时1次或持续性静脉滴注，每天最大剂量可达600mg/kg；(2)铜绿假单胞菌系统感染：①成人：每天量为400～500mg/kg，分次滴注或连续滴注；②儿童：每天量为300～500mg/kg，分次滴注成连续滴注。,
艾吹停,
Cefaloridine,
接触性皮炎,
慎用:(1)孕妇、哺乳期妇女；(2)严重肝、肾功能障碍者；(3)高度过敏性体质者。,
注射剂(粉):1.0g，2.0g。,
片剂：硫酸盐，10mg，20mg；,
Tazanolast,
妥佳,
用药期间忌饮食生冷，慎寒凉 孕妇慎用 本药辛温偏燥，对壮热燥咳、咯血、肺痈等有热症表现者不宜使用 ,
庐山霉素,
丙氟哌酸,
本品过量可引起肾功能衰竭，但过量药物不能用腹膜透析除去。,
Meptin,
皮肤潮红,
噻肟单酰胺菌素,
洛美沙星滴眼剂,
交叉过敏：对一种头孢菌素过敏者对其他头孢菌素类药也可能过敏。对青霉素类、青霉素衍生物或青霉胺过敏者也可能对头孢菌素过敏。,
克仑特罗，片剂：每片含盐酸克仑特罗40μg。,
长期使用可引起依赖性，故应按医嘱服用，亦不宜久服。,
逆转非除极神经肌肉阻断药所产生的神经肌肉阻断作用：英国成人常用50～70μg/kg于1min内静脉注射；美国用量较低(0.5～2mg)。可以继续给药直到肌力恢复，但总量不可超过5mg。用药期间，应给予患者良好的通气，直至确认正常的呼吸已经恢复。为了抵消任何毒蕈碱作用，可以静脉给予阿托品0.6～1.2mg，同时或在给予新斯的明之前。如有心动过缓，应在使用新斯的明之前几min先给予阿托品。格隆溴铵(glycopyrroniumbromide)可作为阿托品的替代药。,
迈力欣,
成人：(1)口服给药：①一般感染时每天0.2～0.4g，顿服或分2次服；②阴道念珠菌病：每次400mg，每天2次，连用5天；③肺真菌病：每次0.2g，每天2～3次，疗程1个月；④前列腺癌：每天800～1200mg；⑤晚期前列腺癌：每次400mg，每天3～4次，逐渐调整剂量至每天400～1800mg，维持治疗。(2)外用：①乳膏剂：体癣、股癣、花斑癣、皮肤念珠菌病，每天1～2次；脂溢性皮炎，每天2次；甲沟炎、须癣、头癣和足癣，每天3次；②洗剂：花斑癣，每天1次，洗澡时将洗剂均匀涂于患处，轻擦使起泡沫，保留5～10min后彻底冲洗，连续5天；头皮脂溢性皮炎，每周用本药洗头2次，连续4～6周。(3)肾功能不全时剂量：一般不需减量，因为仅有小量药物以原形自肾排出。,
咪唑硫嘌呤,
静脉滴注，一次静脉注射30mg就能产生较好溶栓效果。症状开始后，尽快地使用本品，于4～5min内静脉注射30U。,
预防移植排斥反应：移植手术当天起10～14天使用，每天2～5mg/kg。,
12岁以下儿童的有效性和安全性尚未建立。,
含服：每次1片或1匙，每天3～5次。,
成人：(1)肌内注射：每天2.0～8.0g，分3～4次深部肌内注射，每天最高剂量为12g。(2)静脉给药：每天2.0～8.0g，分3～4次静脉滴注或静脉注射，每天最高剂量为12g。(3)肾功能不全时剂量：肾功能减退者先予以首剂饱和量(1～2g)，然后可按肌酐清除率调整剂量。肌酐清除率大于每分钟50ml者，每6小时给予1g；清除率为每分钟25～50和10～25ml者，剂量分别为每6小时和12小时0.5g；肌酐清除率低于每分钟10ml者，每24小时0.5g。,
Uticillin,
药物对妊娠的影响：美国FDA认为本药应属妊娠C类。,
Oxypropyltheohylline,
密封贮存。,
Brown's Mixture,
乙氧哌甲氧头孢菌素,
吸入：成人和7岁以上儿童每天2次，每次200μg（每揿1次约100μg），于晚上睡前和早晨各吸1次。严重病例，可酌情递增至每天3次，每次200μg，分早、中、晚临睡前各吸1次。,
慎用:(1)肝功能不全者；(2)严重肾功能不全者；(3)妊娠或哺乳期妇女；(4)肺囊性纤维化患者合并肺部感染；(5)年老、体弱的肺部感染患者。,
如果出现喉喘鸣或面部、舌或声门的血管性水肿，则应停药。,
本药在使用前应充分摇匀。使药液成一均匀悬浮液。,
琥珀酸乙酯红霉素,
平喘：成人气雾吸入每次0.2～0.4mg。镇咳消痰：一般以东莨菪碱氢嗅酸盐为准，成人0.4～0.6mg，每晚睡前服1次。,
必可酮，气雾剂：每瓶含倍氯美松双丙酸盐10mg，每揿50μg；,
大洋扶生,
Protheo,
Brethine,
枸橼酸维静宁,
喉阻塞,
琥胆,
CefuzonamSodium,
迪维,
强壮霉素,
本品具有抑制碳酸酐酶的作用，用药后绝大部分患者排出碱性尿，引起高氯酸血症和呼吸加快，用量多或大面积使用其盐酸盐可产生代谢性酸中毒，可改用醋酸盐或停药以碳酸氢钠静脉滴注。,
新达宝,
成人：(1)口服给药：开始为每次0.75～3mg，每天2～4次；维持量约每0.75mg，视病情而定。(2)静脉注射：①疾病危急状态，如严重休克等的治疗：用地塞米松磷酸钠，每次2～20mg，2～6h重复给药至病情稳定，但大剂量连续给药一般不超过72h。②缓解恶性肿瘤所致的脑水肿：首剂静脉推注10mg，随后每6小时肌内注射4mg，一般12～24h患者可有所好转，于2～4天后逐渐减量，5～7天停药。③不宜手术的脑肿瘤：首剂静脉推注50mg，以后每2小时重复给予8mg，数天后再渐减至每天2mg，分2～3次静脉给予。(3)肌内注射：①一般用法用量：用醋酸地塞米松注射剂，根据病情每次5～15mg，间隔2～3周注射1次。②用于缓解恶性肿瘤所致的脑水肿：参见静脉注射项。③增强治疗或用于过敏性疾病、休克：每次2～6mg；重症可重复给药，每2～6小时1次。④恶性疟所致脑水肿引起的脑昏迷：每次3～10mg，每8小时1次。(4)关节腔内注射：每次0.8～4mg，视关节腔大小而定。鞘内注射：每次5～10mg，间隔1～3周注射1次。(5)吸入给药：用于过敏性鼻炎，用1.7%～2.3%气雾剂喷雾吸入，每天2～4次。(6)经眼给药：①滴眼：外眼炎症可采用0.001%浓度，每天4～5次；内眼炎症以及手术后，药物浓度可增加至0.1%，每天4～5次。②植入微粒：在眼科手术结束并取出黏弹物质后，用精密无齿镊从包装中取出地塞米松缓释微粒1粒放入眼前房或后房，如果放在前房，应将药粒放在虹膜基底12点位置；如果放在后房，应放在虹膜和人工晶体前表面之间的6点位置，然后以常规方式闭合切口。③玻璃体内注射：每次0.4mg。(8)局部给药：用0.05%～0.1%乳膏涂搽患处，每天2～3次。,
泰素,
贮法：于室温、干燥处贮藏。,
二丙酸氯地米松,
患者体重30～39kg者，每次3片，每天1次；,
肾功能减退患者应减少剂量。本品可产生肌无力和呼吸抑制，故治疗期间应持续监测；重症肌无力患者和已使用神经肌肉阻滞剂、全身麻醉剂、其他多黏菌素类或氨基糖苷类药物的患者应用时应特别小心。,
安美汀,
在使用西多福韦治疗前7d应停用其他有潜在肾毒性的药物。,
肝片形吸虫和肺吸虫病：5mg/kg，3次/d；或10mg/kg，2次/d，一日疗法。,
诺科隆：注射(粉针)剂，荷兰欧家农公司生产。每支4mg(附溶剂)。,
伯克纳,
高血压：通常初始剂量是每次5mg，每天1次，对有支气管痉挛的患者初始剂量可为2.5mg。剂量可增加至10mg，如必要可加到20mg。有肝、肾功能不全的患者(肌酐清除率小于每分钟40ml)，使用初始剂量每天2.5mg，在剂量递增时要谨慎，因为本品不可以透析置换。,
治疗期间应注意血气监测。,
右甲吗喃,
醋酸麦迪霉素,
静脉滴注：常用量同口服，以适量注射剂稀释，每200mg静脉滴注时间不得少于30min。,
Cefoxitin,
美地霉素,
Natrecor,
注意用药的适应证，防止用量过大。,
Plicamycin,
Newcefotoxin,
羟哌甲苯二酚,
静脉注射：每次0.3mg，每天1次。可根据年龄、症状的不同适当增减用量。效果不明显时，可以追加相同剂量，但1天用量不能超过0.6mg。,
Mucotab,
Nedocromil,
其他：①支气管扩张、肺脓疡、肺心病、肺结核患者出现咳嗽时应去医院就诊。②本品不宜长期服用。,
若出现过敏性休克症状，应立即停药并进行适当的处理。,
甘油茶碱,
在停用本品时，应逐渐减量，不可突然停药，以防病情反复。,
Decadron,
Novalok,
注射后要留意可能发生呼吸停止。要有复苏装置及急救药物，同时要密切观察呼吸困难、胸痛或忧虑不安，呼吸急促的现象。,
色羟丙钠,
片剂：0.5mg；,
海俄辛,
奥农,
卡比西林,
养阴清肺糖浆,
BMY-28100,
慎用:(1)肝功能不全者；(2)孕妇、哺乳期妇女。,
晕厥,
肾功能不全者(肌酐清除率每分钟＜30ml)：给药间隔延长至24h。,
口服给药：常用量为每天300～400mg，分2～3次服用，如感染较重或感染病原敏感性较差者(如单胞菌属感染)剂量可增至每天600mg，分3次服 (1)呼吸道感染：每次200mg，每天2次；或每次100mg，每天3次 疗程为7～14天；(2)急性单纯性下尿路感染：每次100mg，每天2次，疗程5～7天；(3)复杂性尿路感染：每次200mg，每天2次；或每次100mg，每天3次 疗程10～14天；(4)细菌性前列腺炎：每次200mg，每天2次，疗程6周 ,
苄非西林,
瑞捷,
本药必须每日使用(即使无症状时)，不可突然中断。用药期间应定期评估，使本药保持最佳剂量。如仍需使用短效支气管扩张剂缓解哮喘症状，提示本药对哮喘的控制尚不理想。,
慎用：(1)肾功能受损者；(2)对万古霉素过敏者。,
塞曲司特颗粒(1)40mg。(2)80mg。贮法：室温、遮光，密闭保存。塞曲司特片40mg。贮法：室温，密封保存。,
交叉过敏：(1)对一种磺胺类药过敏者对其他磺胺类药也可能过敏；(2)对呋塞米、砜类、噻嗪类利尿药、磺脲类、碳酸酐酶抑制剂过敏者，对磺胺类药也可能过敏。,
依托泊甙,
麦加乐杏,
奥泽格瑞,
肺通气显像：患者坐位，吸入气溶胶5～8min，气溶胶的雾化需控制氧气流速8～10L/8min，然后患者于大视野γ照相机探头下，常规取前、后、左后、右后、左侧、右侧、后倾位显像，每个体位计数4×105。70kg成人静脉注射740MBq(20mCi)99mTc-DTPA后，辐射吸收量为肾脏4400μGy(0.44rad)全身1500μGy(0.15rad)；膀胱壁：2.4h排尿28000μGy(2.8rads)；4h排尿56000μGy(5.6rads)。,
吸入剂：0.2ml。,
银杏叶注射剂,
慎用：(1)动脉硬化患者；(2)肝肾功能不全者；(3)呼吸功能不良者；(4)脊髓和脑性共济失调者。,
Carboplatinum,
交叉过敏：本药与头孢菌素药有交叉过敏。,
Colistinmethate,
口服：每次9g，每天2次，饭前服。,
芦山霉素,
盐酸片剂：10mg，20mg。,
对青霉素过敏者慎用。患有皮疹、哮喘、肾功能不全者慎用。孕妇及哺乳妇女慎用。用药期间同时饮酒者可出现双硫醒样反应。为预防出血的发生，应同时每周2次给予维生素K口服，每次10mg，每天3次，凡用药超过每天4g，疗程长于3天者应注意发生出血反应的可能，并做出血时间及凝血酶原时间测定。静注速度宜缓慢。本品溶解后在室温保存下不得超过24h，低温下不得超过72h。,
本药可与肾上腺素交替使用，但不能同时应用，交替使用时须待前药作用消失后才可用后药。1,
本品禁用于高度房室传导阻滞、严重心动过缓和心力衰竭、严重哮喘、肾功能不全和有雷诺现象患者。,
罗吉他霉素,
莱利青,
药物对妊娠的影响：美洛西林能通过胎盘，并在脐带血和羊水中有较低的浓度。动物实验未发现美洛西林及舒巴坦有生育力损伤和对胎儿的毒性；但对孕妇尚无充分和严格的临床研究资料，妊娠期使用本药应权衡利弊。,
"口服，一次4g,一天3～4次。",
美酚伪麻片，片剂：含氢溴酸右美沙酚15mg、盐酸伪麻黄碱30mg、愈创甘油醚100mg；,
慎用：(1)肝、肾功能减退者；(2)有中枢神经系统疾患史者；(3)有抽搐或癫痫病史者：(4)老年人；(5)儿童。,
口服：根据不同病人和病情需要，每日5mg～60mg，分次口服。本品半衰期中等，因此可用作隔日用药，即把2天的剂量作为单剂量，于早上8时1次服用，每隔1日用药1次，这样可避免抑制下丘脑-垂体轴分泌而导致肾上腺萎缩。,
Gentamycin/Trimethoprim,
盐酸氯林可霉素,
化合物-E,
沙严隆,
氨苄-邻氯青霉素钠,
硫咪哌隆,
氟莫克西钠,
BMY-28142,
酚间羟异丙肾上腺素,
头孢他啶五水化物,
优福定,
Rosamicin,
本品连续输注不可超过24h。,
Human Immune SerumGlobulin,
本品使水钠潴留和水肿加重，不能降低总死亡率，并使心力衰竭症状加重。,
注射剂。,
斯宝力克,
片剂：100mg；,
注射剂：2mg(2000U)；10mg(10000U)。,
口服，每次80mg，每日3次。必要时，可增至160mg，每日3次。,
纳所康,
慎用：(1)本品能增加心血管血栓栓塞事件的发生率，有明显心血管病史患者慎用。(2)本品生殖毒性分级为C，孕妇慎用。,
吸入：每次0.1～0.2ml。,
得宝松注射液(Diprospan)：1ml(二丙酸倍他米松5mg，倍他米松磷酸二钠2mg)。,
Aclovate,
Cefobutazine,
厌氧菌感染,
药物对哺乳的影响：本药可能引起泌乳的减少。,
纳拉曲坦,
6059-S,
羟甲叔丁肾上腺素,
赛锋,
密封，避光保存。,
苯氧甲基盘尼西林钾,
Acetylspiramycinum,
去氟烷,
成人:(1)口服给药：①衣原体引起的尿道炎或宫颈炎:每天1次，每次1g。②其他感染:第1天，500mg顿服，第2～5天，每天250mg～500mg顿服，连服5天。(2)静脉滴注：每次0.5g，每天1次，连续用药2～3。(3)肾功能不全时剂量：轻度肾功能不全患者(肌酐清除率大于每分钟40ml)不需作剂量调整。,
Alimta,
美舒咳,
Dyphylline,
Hydroprednisone,
将本品倒入杯内，然后倒入半杯(约50ml)80℃左右温开水中溶化，即可饮用。成人：首日每次3包，每日3次，以后每次2包，每日3次。儿童：2～5岁，每次1/4～1/2包，每日4次；8～12岁，每次1包，每日3次。,
氟甲孕松,
Nedocromil Sodium,
儿童：(1)静脉注射：试验剂量：方法同成人；(2)静脉滴注：体外循环心脏直视手术中及术后减少渗血：每次150万～200万KU，在体外循环前全量1次性加入预充液中；(3)静脉泵入：用于止血：患者仰卧(因偶有全身性过敏反应)，每天按2万KU/kg给药。为防止过敏反应，先给小剂量1万kU，观察至少10min，尤其是对那些再次使用或怀疑以前已经接触过抑肽酶的患者，如果给予小剂量后没有过敏反应发生，再给予其余治疗量。,
6-O-Methylerythromycin A,
红丝霉素,
麻疹,
金水宝胶囊,
对合并急性感染者禁用或慎用，慢性感染患者应慎用或注意配合其他药物治疗。,
儿童：(1)口服给药：①治疗细菌感染：2个月以上小儿，体重40kg以下时，每次(SMZ：20～30mg/kg，TMP：4～6mg/kg)，每天2次；体重大于40kg的小儿剂量同成人常用量；②治疗寄生虫感染如卡氏肺孢子虫肺炎：2个月以上小儿，体重小于32kg时，每次(SMZ：18.75mg/kg，TMP：3.75～5mg/kg)，每天4次；体重大于32kg的小儿剂量同成人常用量。(2)静脉滴注：①对2个月以上小儿治疗剂量参照成人常用量按体重计算；②对2个月以下婴儿及新生儿不宜应用本药。(3)肾功能不全时剂量：肾功能损害患儿需根据肌酐清除率调整用药剂量(肌酐清除率每分钟为20～30ml时，使用1/2正常剂量；每分钟小于20ml时，禁用)。,
亚胺培南-西拉司丁钠,
玉屏风丸,
药物对哺乳的影响：本药能分泌入乳汁，应慎用。,
与激素类药一致。,
Gamma Seroglobulin,
口服：每次1～3mg，每日3～4次。,
大剂量使用对呼吸中枢有一定的抑制作用。,
华素片,
使用本品时，注意观察不良反应。,
成人常规剂量：静脉滴注：一次10mg，溶于5%葡萄糖注射液500ml中静脉滴注2h，一日1～2次。根据病情适当增减剂量。,
肌内注射：结核病治疗剂量同口服。,
红霉乙酰琥珀酸酯,
溶液：100ml/瓶。,
Vecuronium Bromide,
用药后如出现间质性肺炎及相关症状(如发热、咳嗽、呼吸困难、胸部X射线异常)，应立即停药，并给予肾上腺皮质激素等对症治疗。,
交叉过敏：对任何一种头孢菌素过敏者对其他头孢菌素类药有可能过敏；对青霉素类、青霉素衍生物或青霉胺过敏者也可能对头孢菌素过敏。,
可文(Corwin),
成人：(1)口服给药：①抗结核：与其他抗结核药合用，每天0.45～0.6g，于早饭前顿服，疗程半年左右。也有使用：体重小于50kg者，每天0.45g；体重大于或等于50kg者，每天0.6g。顿服，疗程视病情而定；②脑膜炎球菌带菌者(无症状)：每天0.6g，顿服，连续4天；③治疗菌痢：每次用本药0.6g加甲氧苄氧嘧啶0.2g。每天2次，服用1～2天。(2)经眼给药：治疗沙眼及结膜炎：用0.1%滴眼剂，每天4～6次。治疗沙眼的疗程为6周。,
重组组织型纤溶酶原激活剂,
苏法抗,
干混悬液:100mg(5ml)，200mg(5ml)；,
Monophylline,
慎用：(1)严重肾功能障碍者；(2)高度过敏性体质、家族有过敏史者；(3)高龄体弱、全身状况差者。,
Q-roxin,
氯米洼库,
氯洁霉素,
尚无儿童患者服用本品的安全性及有效性数据。,
Broncholin,
pholcodine,
注射剂：15mg(1ml)，30mg(2ml)；,
Gelomyrtol,
首次剂量2.5ml/kg(出生体重)(含8%磷脂的混悬液)，气管内给药；12h后视情况需要按1.25ml/kg给药(例如抢救使用气管内插管、接呼吸机和吸氧的婴儿),
用生理盐水稀释成10IU、100IU、1000IU三种稀释液。由10IU稀释液开始注射，如呈阴性，以100IU注射，如仍呈阴性，再以1000IU注射，如仍属阴性，方可判为阴性。注射法：于一侧前臂掌侧皮内注射0.1ml，注射后72小时检查。注射局部有红肿硬块，其纵横直径平均在5mm以上者，即为阳性反应。,
强必林,
BLMA5,
头孢呋辛乙酰氧乙酯,
Cephathiamidine,
头孢氯氨苄,
静脉滴注：成人一般1～2mg加入生理盐水或5%葡萄糖液100ml中，开始滴速为每分钟4～10μg，以后调滴速渐增以达血压理想水平，维持量每分钟2～4μg。对危急病例可用1～2mg稀释到10～20ml，缓慢静脉注射。,
特力士,
依发韦兹,
Ibudilast,
安灭菌,
阿太普酶,
Cefoperazone Sodium,
去甲噻肟头孢菌素,
卫非特,
口服：用于控制口腔、咽喉、食管的白色念珠菌病和曲菌性侵入疾病，每次200mg，每天2次。,
药物对哺乳的影响：尚不知局部使用糖皮质激素是否可以从乳汁中排出。对于哺乳期妇女使用本药仍需考虑停止哺乳或停止用药。,
药物对儿童的影响：(1)由于药物可沉淀在呼吸器上，妨碍安全、有效地通气，因此施行辅助呼吸的婴儿不应采用本药气雾剂。,
卡巴可,
咽喉痛,
Leflox,
洁霉素,
愈酚待因,
在本品输液过程中应准备必要的药物治疗可能发生的严重的输液反应。,
儿童:(1)肌内注射：1月龄以上患儿，每天8～16mg/kg；重症感染，每天15～25mg/kg；极严重感染，可增加至25～40mg/kg。每天分3～4次给药；(2)静脉滴注：剂量同肌内注射。,
Q-35,
其他：本品含有马兜铃科植物细辛，应在医师指导下服用，定期复查肾功能。,
先锋美他唑,
氯哌丁,
肺功能检查及器官血流测定：静脉注射，18.5～37MBq(0.5～1mGi)。,
阿桔胶囊,
玉屏风口服液,
轻微头痛,
无菌头孢三嗪,
t-PA,
两性霉素B脂质复合物,
红霉素11,
Spelear,
Flunisolide,
甲氧桂氨酸,
头孢氨噻三嗪,
Ofloxacin,
Amphocil,
6-甲强的松龙,
银杏达莫,
臭菜注射剂,
盐酸清舒地尔,
BenzathinumBenzylpenicillinum,
6%。间质性肺病包括局限性肺炎、间质性肺炎、闭塞性细支气管炎、肺纤维化、急性呼吸窘迫综合征和肺浸润。在开始埃罗替尼治疗5天到9个月(中位47天)可出现症状。大多数的病例与联合化疗或既往化放疗、存在右肺实质病变、转移性肺病变或肺部感染有关。当出现急性进展且无法解释的一些症状时，如呼吸困难、咳嗽合发热时，应暂停治疗以待诊断性评价。如果确诊为间质性肺病，应停用埃罗替尼并给予必要的处理。当出现以下症状或体征时，患者应就医：严重或持续的腹泻、恶心、呕吐、食欲差；出现难以解释的气促或咳嗽，或以上表现进行性加重；眼部刺激症状。,
舒氨西林,
噻吗氧酰胺菌素,
Heparine Calcium,
慎用：(1)过敏史。(2)充血性心力衰竭。(3)糖尿病。(4)肺气肿或非过敏性支气管炎。(5)肝功能不全。(6)甲状腺功能低下。(7)雷诺综合征或其他周围血管疾病。(8)肾功能减退。(9)妊娠及哺乳期妇女。,
吸入气雾剂，一次喷3～5下，一天3次。或遵医嘱。,
托普霉素,
皮下、肌内注射或静脉注射：每次0.25～0.5g，必要时1～2h重复1次，极量每次1.25g；6个月～1岁小儿每次75mg ,
因本品有免疫抑制作用，用药期中，避免使用活病毒疫苗。,
片剂：6mg，30mg。,
服药期间忌食辛辣燥热食物。咳嗽属寒症者忌服。,
IRC,
静注速度应缓慢，以免导致血管肿胀或疼痛。,
棒酸钾,
注射剂：1.0mg/ml；2.5mg/ml；5.0mg/ml；10.0mg/ml。,
Ticarpen,
麦地霉素,
力朴素,
诊断重症肌无力可给予0.004～0.033mg/kg，如用药后明显的肌无力症状持续存在，应给予拮抗药。严密观察可能出现的呼吸抑制。,
苯甲异恶唑青霉素,
Pummadil,
