graphml_entity,medical_kg_entity,match_type,confidence
卧床休息,卧床休息,exact,1.0
慢性呼吸道疾病,慢性呼吸道疾病,exact,1.0
舒巴坦,舒巴坦,exact,1.0
痤疮,痤疮,exact,1.0
西罗莫司,西罗莫司,exact,1.0
镇痛,镇痛,exact,1.0
mri,mri,exact,1.0
免疫抑制状态,免疫抑制状态,exact,1.0
利福喷丁,利福喷丁,exact,1.0
分子生物学检查,分子生物学检查,exact,1.0
nystatin,nystatin,exact,1.0
头霉素类,头霉素类,exact,1.0
体重增加,体重增加,exact,1.0
睾丸炎,睾丸炎,exact,1.0
西他沙星,西他沙星,exact,1.0
血胆红素升高,血胆红素升高,exact,1.0
家族史,家族史,exact,1.0
头孢硫脒,头孢硫脒,exact,1.0
纤维支气管镜检查,纤维支气管镜检查,exact,1.0
il-8,il-8,exact,1.0
放疗,放疗,exact,1.0
减毒活疫苗,减毒活疫苗,exact,1.0
片剂,片剂,exact,1.0
对氨基水杨酸钠,对氨基水杨酸钠,exact,1.0
慢性肺动脉栓塞,慢性肺动脉栓塞,exact,1.0
副流感病毒,副流感病毒,exact,1.0
克霉唑,克霉唑,exact,1.0
慢性哮喘性支气管炎,慢性哮喘性支气管炎,exact,1.0
昏睡,昏睡,exact,1.0
依氟鸟氨酸,依氟鸟氨酸,exact,1.0
糜烂,糜烂,exact,1.0
米卡芬净,米卡芬净,exact,1.0
肺炎支原体感染,肺炎支原体感染,exact,1.0
喉麻痹,喉麻痹,exact,1.0
弥漫性肺间质纤维化,弥漫性肺间质纤维化,exact,1.0
penicillin,penicillin,exact,1.0
clindamycin,clindamycin,exact,1.0
肺部物理治疗,肺部物理治疗,exact,1.0
respiratory failure,respiratory failure,exact,1.0
lincomycin,lincomycin,exact,1.0
肺炎,肺炎,exact,1.0
急性气管炎,急性气管炎,exact,1.0
cefepime,cefepime,exact,1.0
血清病样反应,血清病样反应,exact,1.0
铜绿假单胞菌感染,铜绿假单胞菌感染,exact,1.0
德拉马尼,德拉马尼,exact,1.0
厌氧菌培养,厌氧菌培养,exact,1.0
支气管哮喘,支气管哮喘,exact,1.0
慢性q热,慢性q热,exact,1.0
诺氟沙星,诺氟沙星,exact,1.0
脑脊液检查,脑脊液检查,exact,1.0
肝功能衰竭,肝功能衰竭,exact,1.0
肾综合征出血热,肾综合征出血热,exact,1.0
宿主因素,宿主因素,exact,1.0
头孢拉定,头孢拉定,exact,1.0
烧灼感,烧灼感,exact,1.0
中耳炎,中耳炎,exact,1.0
遗传,遗传,exact,1.0
300mg,300mg,exact,1.0
ablc,ablc,exact,1.0
氯丙嗪,氯丙嗪,exact,1.0
重度营养不良,重度营养不良,exact,1.0
痰,痰,exact,1.0
闭塞性细支气管炎,闭塞性细支气管炎,exact,1.0
免疫缺陷者,免疫缺陷者,exact,1.0
肾,肾,exact,1.0
mri扫描,mri扫描,exact,1.0
激越,激越,exact,1.0
纵隔囊肿,纵隔囊肿,exact,1.0
血清ige升高,血清ige升高,exact,1.0
东南亚,东南亚,exact,1.0
支架,支架,exact,1.0
乳糖,乳糖,exact,1.0
igg,igg,exact,1.0
西维美林,西维美林,exact,1.0
卡马西平,卡马西平,exact,1.0
肌无力,肌无力,exact,1.0
hiv,hiv,exact,1.0
病毒性感染,病毒性感染,exact,1.0
氨苄西林/舒巴坦,氨苄西林/舒巴坦,exact,1.0
预防性治疗,预防性治疗,exact,1.0
脉细弱,脉细弱,exact,1.0
超声检查,超声检查,exact,1.0
pertussis,pertussis,exact,1.0
破伤风抗毒素,破伤风抗毒素,exact,1.0
b型流感嗜血杆菌,b型流感嗜血杆菌,exact,1.0
白色念珠菌,白色念珠菌,exact,1.0
吡喹酮,吡喹酮,exact,1.0
dna,dna,exact,1.0
西司他丁钠,西司他丁钠,exact,1.0
年长儿,年长儿,exact,1.0
吞咽障碍,吞咽障碍,exact,1.0
变形杆菌,变形杆菌,exact,1.0
细菌感染,细菌感染,exact,1.0
光敏反应,光敏反应,exact,1.0
呼吸道病毒感染,呼吸道病毒感染,exact,1.0
慢性肺荚膜组织胞浆菌病,慢性肺荚膜组织胞浆菌病,exact,1.0
l,l,exact,1.0
飞沫,飞沫,exact,1.0
混合性感染,混合性感染,exact,1.0
急性大面积肺栓塞,急性大面积肺栓塞,exact,1.0
创伤性湿肺,创伤性湿肺,exact,1.0
血气分析,血气分析,exact,1.0
肺血栓栓塞症,肺血栓栓塞症,exact,1.0
新生儿科,新生儿科,exact,1.0
安非他酮,安非他酮,exact,1.0
咽痛,咽痛,exact,1.0
吸入性肺炎,吸入性肺炎,exact,1.0
毛细支气管炎,毛细支气管炎,exact,1.0
红斑疹,红斑疹,exact,1.0
肺隔离症,肺隔离症,exact,1.0
皮下脓肿,皮下脓肿,exact,1.0
头孢唑肟,头孢唑肟,exact,1.0
早期,早期,exact,1.0
石棉肺,石棉肺,exact,1.0
got,got,exact,1.0
麻醉科,麻醉科,exact,1.0
mycobutin,mycobutin,exact,1.0
新生儿湿肺,新生儿湿肺,exact,1.0
肌电图检查,肌电图检查,exact,1.0
肺炭疽,肺炭疽,exact,1.0
耳鼻喉科,耳鼻喉科,exact,1.0
达托霉素,达托霉素,exact,1.0
皮肤紫癜,皮肤紫癜,exact,1.0
急性感染性喉炎,急性感染性喉炎,exact,1.0
黏液溶解剂,黏液溶解剂,exact,1.0
印度,印度,exact,1.0
真菌病,真菌病,exact,1.0
ddi,ddi,exact,1.0
肺部听诊,肺部听诊,exact,1.0
变应性鼻炎,变应性鼻炎,exact,1.0
白细胞计数,白细胞计数,exact,1.0
革兰氏染色,革兰氏染色,exact,1.0
哌喹,哌喹,exact,1.0
湿疹,湿疹,exact,1.0
肺损伤,肺损伤,exact,1.0
淋巴细胞减少,淋巴细胞减少,exact,1.0
浆液性胸膜炎,浆液性胸膜炎,exact,1.0
格帕沙星,格帕沙星,exact,1.0
曲霉菌感染,曲霉菌感染,exact,1.0
替莫西林,替莫西林,exact,1.0
食欲下降,食欲下降,exact,1.0
上腹痛,上腹痛,exact,1.0
猫,猫,exact,1.0
视力模糊,视力模糊,exact,1.0
结核性胸膜炎,结核性胸膜炎,exact,1.0
氨苯砜,氨苯砜,exact,1.0
高烧,高烧,exact,1.0
cefoperazone/sulbactam,cefoperazone/sulbactam,exact,1.0
pulmonary aspergillosis,pulmonary aspergillosis,exact,1.0
alp升高,alp升高,exact,1.0
大叶性肺炎,大叶性肺炎,exact,1.0
诺卡菌病,诺卡菌病,exact,1.0
粟粒性肺结核,粟粒性肺结核,exact,1.0
镰刀菌病,镰刀菌病,exact,1.0
神志改变,神志改变,exact,1.0
胃肠道不适,胃肠道不适,exact,1.0
抗炎治疗,抗炎治疗,exact,1.0
痰液检查,痰液检查,exact,1.0
肺炎衣原体,肺炎衣原体,exact,1.0
青霉素v,青霉素v,exact,1.0
支气管扩张药,支气管扩张药,exact,1.0
病情加重,病情加重,exact,1.0
隐球菌感染,隐球菌感染,exact,1.0
白细胞,白细胞,exact,1.0
膈肌,膈肌,exact,1.0
中毒性肝炎,中毒性肝炎,exact,1.0
100%,100%,exact,1.0
羊水,羊水,exact,1.0
骨髓炎,骨髓炎,exact,1.0
pulmonary cryptococcosis,pulmonary cryptococcosis,exact,1.0
头孢呋辛,头孢呋辛,exact,1.0
脑水肿,脑水肿,exact,1.0
400mg,400mg,exact,1.0
流感,流感,exact,1.0
治疗方案,治疗方案,exact,1.0
影像学检查,影像学检查,exact,1.0
肌炎,肌炎,exact,1.0
抗微生物药,抗微生物药,exact,1.0
冬春季,冬春季,exact,1.0
脑炎,脑炎,exact,1.0
支气管扩张剂,支气管扩张剂,exact,1.0
γ干扰素,γ干扰素,exact,1.0
乙醇,乙醇,exact,1.0
肌肉无力,肌肉无力,exact,1.0
piperacillin,piperacillin,exact,1.0
氟尿嘧啶,氟尿嘧啶,exact,1.0
cefamandole,cefamandole,exact,1.0
hiv检测,hiv检测,exact,1.0
呼吸性细支气管炎伴间质性肺病,呼吸性细支气管炎伴间质性肺病,exact,1.0
产科,产科,exact,1.0
呼吸频率增快,呼吸频率增快,exact,1.0
婴儿,婴儿,exact,1.0
头孢托仑酯,头孢托仑酯,exact,1.0
ca,ca,exact,1.0
四氯乙烯,四氯乙烯,exact,1.0
罗红霉素,罗红霉素,exact,1.0
沙利度胺,沙利度胺,exact,1.0
感觉障碍,感觉障碍,exact,1.0
播散性芽生菌病,播散性芽生菌病,exact,1.0
右美沙芬,右美沙芬,exact,1.0
草绿色链球菌,草绿色链球菌,exact,1.0
发声困难,发声困难,exact,1.0
非变应性哮喘,非变应性哮喘,exact,1.0
fish,fish,exact,1.0
cmv,cmv,exact,1.0
无乳链球菌,无乳链球菌,exact,1.0
血管加压素,血管加压素,exact,1.0
多形红斑,多形红斑,exact,1.0
acute lung injury,acute lung injury,exact,1.0
金刚烷胺,金刚烷胺,exact,1.0
肾内科,肾内科,exact,1.0
急性次大面积肺栓塞,急性次大面积肺栓塞,exact,1.0
头孢替坦,头孢替坦,exact,1.0
氟胞嘧啶片,氟胞嘧啶片,exact,1.0
dna杂交技术,dna杂交技术,exact,1.0
抗结核治疗,抗结核治疗,exact,1.0
淋巴结节,淋巴结节,exact,1.0
肋骨,肋骨,exact,1.0
持续性咳嗽,持续性咳嗽,exact,1.0
cefuroxime,cefuroxime,exact,1.0
sustiva,sustiva,exact,1.0
q热,q热,exact,1.0
地方性斑疹伤寒,地方性斑疹伤寒,exact,1.0
不动杆菌,不动杆菌,exact,1.0
单纯疱疹,单纯疱疹,exact,1.0
氨甲环酸,氨甲环酸,exact,1.0
急性咽炎,急性咽炎,exact,1.0
分子生物学检测,分子生物学检测,exact,1.0
阿巴卡韦,阿巴卡韦,exact,1.0
无创机械通气,无创机械通气,exact,1.0
胸部影像检查,胸部影像检查,exact,1.0
cefotaxime,cefotaxime,exact,1.0
第一代,第一代,exact,1.0
妥布霉素,妥布霉素,exact,1.0
白细胞增多,白细胞增多,exact,1.0
诱因,诱因,exact,1.0
病灶,病灶,exact,1.0
分离,分离,exact,1.0
改善氧合,改善氧合,exact,1.0
良好,良好,exact,1.0
头痛,头痛,exact,1.0
药物,药物,exact,1.0
videx,videx,exact,1.0
ct检查,ct检查,exact,1.0
coccidioidomycosis,coccidioidomycosis,exact,1.0
异尖线虫病,异尖线虫病,exact,1.0
意识障碍,意识障碍,exact,1.0
曲安西龙,曲安西龙,exact,1.0
倍他米松,倍他米松,exact,1.0
普鲁卡因,普鲁卡因,exact,1.0
下降,下降,exact,1.0
头孢曲松,头孢曲松,exact,1.0
心脏超声检查,心脏超声检查,exact,1.0
经皮肺穿刺,经皮肺穿刺,exact,1.0
心肌梗死,心肌梗死,exact,1.0
bronchiolitis,bronchiolitis,exact,1.0
医院内感染,医院内感染,exact,1.0
组织病理学检查,组织病理学检查,exact,1.0
新型隐球菌肺炎,新型隐球菌肺炎,exact,1.0
teicoplanin,teicoplanin,exact,1.0
职业,职业,exact,1.0
阿扎那韦,阿扎那韦,exact,1.0
头孢哌酮-舒巴坦,头孢哌酮-舒巴坦,exact,1.0
美国,美国,exact,1.0
真菌,真菌,exact,1.0
呼吸功能不全,呼吸功能不全,exact,1.0
丙磺舒,丙磺舒,exact,1.0
心电图改变,心电图改变,exact,1.0
绿脓杆菌,绿脓杆菌,exact,1.0
多奈哌齐,多奈哌齐,exact,1.0
红细胞,红细胞,exact,1.0
急性鼻窦炎,急性鼻窦炎,exact,1.0
高危人群,高危人群,exact,1.0
无发热,无发热,exact,1.0
脱屑性间质性肺炎,脱屑性间质性肺炎,exact,1.0
头孢菌素,头孢菌素,exact,1.0
曲霉菌,曲霉菌,exact,1.0
肾小管坏死,肾小管坏死,exact,1.0
纵隔淋巴结肿大,纵隔淋巴结肿大,exact,1.0
第一代头孢菌素,第一代头孢菌素,exact,1.0
左肺,左肺,exact,1.0
amikacin,硫酸小诺霉素,llm,0.7
abcd,abcd,exact,1.0
共济失调,共济失调,exact,1.0
unipen,unipen,exact,1.0
1/10万,1/10万,exact,1.0
链球菌急性支气管炎,链球菌急性支气管炎,exact,1.0
肺炎衣原体肺炎,肺炎衣原体肺炎,exact,1.0
气短,气短,exact,1.0
近平滑念珠菌,近平滑念珠菌,exact,1.0
化脓性链球菌,化脓性链球菌,exact,1.0
去甲肾上腺素,去甲肾上腺素,exact,1.0
吕弗勒综合征,吕弗勒综合征,exact,1.0
mem,mem,exact,1.0
光动力疗法,光动力疗法,exact,1.0
心血管内科,心血管内科,exact,1.0
结节性红斑,结节性红斑,exact,1.0
林可霉素类,林可霉素类,exact,1.0
肺荚膜组织胞浆菌病,肺荚膜组织胞浆菌病,exact,1.0
意识模糊状态,意识模糊状态,exact,1.0
声门,声门,exact,1.0
磺胺嘧啶银,磺胺嘧啶银,exact,1.0
链球菌,链球菌,exact,1.0
面部潮红,面部潮红,exact,1.0
支气管扩张症,支气管扩张症,exact,1.0
热病,热病,exact,1.0
打喷嚏,打喷嚏,exact,1.0
阿托伐醌,阿托伐醌,exact,1.0
类固醇,类固醇,exact,1.0
过氧化氢,过氧化氢,exact,1.0
胸部x线片,胸部x线片,exact,1.0
纵隔淋巴结,纵隔淋巴结,exact,1.0
咯血,咯血,exact,1.0
pa,pa,exact,1.0
布地奈德,布地奈德,exact,1.0
麻疹,麻疹,exact,1.0
胸腔积液,胸腔积液,exact,1.0
反复发热,反复发热,exact,1.0
环孢素,环孢素,exact,1.0
暗色丝孢霉病,暗色丝孢霉病,exact,1.0
肺组织胞浆菌病,肺组织胞浆菌病,exact,1.0
人偏肺病毒,人偏肺病毒,exact,1.0
智力障碍,智力障碍,exact,1.0
恙虫病,恙虫病,exact,1.0
肺水肿,肺水肿,exact,1.0
支气管,支气管,exact,1.0
pet-ct,pet-ct,exact,1.0
氯唑西林,氯唑西林,exact,1.0
ticarcillin,ticarcillin,exact,1.0
肺炎支原体肺炎,肺炎支原体肺炎,exact,1.0
gemifloxacin,gemifloxacin,exact,1.0
卡氏肺囊虫,卡氏肺囊虫,exact,1.0
嗜睡,嗜睡,exact,1.0
肺曲霉病,肺曲霉病,exact,1.0
腺病毒感染,腺病毒感染,exact,1.0
注射部位反应,注射部位反应,exact,1.0
阿奇霉素,阿奇霉素,exact,1.0
接触性皮炎,接触性皮炎,exact,1.0
症状缓解,症状缓解,exact,1.0
肺栓塞未提及急性肺源性心脏病,肺栓塞未提及急性肺源性心脏病,exact,1.0
速尿,速尿,exact,1.0
尿素氮,尿素氮,exact,1.0
aztreonam,aztreonam,exact,1.0
降钙素原,降钙素原,exact,1.0
alt,alt,exact,1.0
法罗培南,法罗培南,exact,1.0
氨溴索,氨溴索,exact,1.0
ige,ige,exact,1.0
传染病科,传染病科,exact,1.0
胸部x线检查,胸部x线检查,exact,1.0
荚膜组织胞浆菌病,荚膜组织胞浆菌病,exact,1.0
细菌培养,细菌培养,exact,1.0
幻视,幻视,exact,1.0
慢性阻塞性肺病,慢性阻塞性肺病,exact,1.0
恢复期,恢复期,exact,1.0
急性化脓性支气管炎,急性化脓性支气管炎,exact,1.0
头孢噻吩,头孢噻吩,exact,1.0
肝损伤,肝损伤,exact,1.0
erythromycin,erythromycin,exact,1.0
tigecycline,tigecycline,exact,1.0
第四代头孢菌素,第四代头孢菌素,exact,1.0
姑息治疗,姑息治疗,exact,1.0
全身酸痛,全身酸痛,exact,1.0
头昏,头昏,exact,1.0
皮炎,皮炎,exact,1.0
发展中国家,发展中国家,exact,1.0
脓性分泌物,脓性分泌物,exact,1.0
qt间期延长,qt间期延长,exact,1.0
先天性,先天性,exact,1.0
老年,老年,exact,1.0
听诊呼吸音减弱,听诊呼吸音减弱,exact,1.0
呼吸急促,呼吸急促,exact,1.0
原虫,原虫,exact,1.0
linezolid,linezolid,exact,1.0
氨苄青霉素,氨苄青霉素,exact,1.0
复方新诺明,复方新诺明,exact,1.0
噻康唑,噻康唑,exact,1.0
头孢羟氨苄,头孢羟氨苄,exact,1.0
扁桃体肥大,扁桃体肥大,exact,1.0
闭锁肺综合征,闭锁肺综合征,exact,1.0
奈韦拉平,奈韦拉平,exact,1.0
化疗,化疗,exact,1.0
空气,空气,exact,1.0
paracoccidioidomycosis,paracoccidioidomycosis,exact,1.0
伊曲康唑注射液,伊曲康唑注射液,exact,1.0
ards,ards,exact,1.0
新生儿肺炎,新生儿肺炎,exact,1.0
心脏,心脏,exact,1.0
可待因,可待因,exact,1.0
病毒感染,病毒感染,exact,1.0
病理科,病理科,exact,1.0
结核分枝杆菌,结核分枝杆菌感染,llm,0.9
全血细胞减少,全血细胞减少,exact,1.0
氟喹诺酮,氟喹诺酮,exact,1.0
灭菌注射用水,灭菌注射用水,exact,1.0
坏死,坏死,exact,1.0
筒箭毒碱,筒箭毒碱,exact,1.0
高钾血症,高钾血症,exact,1.0
亚洲,亚洲,exact,1.0
胃部不适,胃部不适,exact,1.0
金硫葡糖,金硫葡糖,exact,1.0
非处方药,非处方药,exact,1.0
鹦鹉热衣原体,鹦鹉热衣原体,exact,1.0
腹部不适,腹部不适,exact,1.0
病毒性咽炎,病毒性咽炎,exact,1.0
慢性气管炎,慢性气管炎,exact,1.0
肺功能检查,肺功能检查,exact,1.0
cf,cf,exact,1.0
candida pneumonia,candida pneumonia,exact,1.0
pleural effusion,pleural effusion,exact,1.0
阿普唑仑,阿普唑仑,exact,1.0
肿瘤,肿瘤,exact,1.0
肺结核瘤,肺结核瘤,exact,1.0
肺功能,肺功能,exact,1.0
激素类药物,激素类药物,exact,1.0
直接接触,直接接触,exact,1.0
职业暴露,职业暴露,exact,1.0
军团菌,嗜肺军团杆菌感染,llm,0.9
细菌溶解产物,细菌溶解产物,exact,1.0
毛囊炎,毛囊炎,exact,1.0
氯喹,氯喹,exact,1.0
治疗手段,治疗手段,exact,1.0
神经系统疾病,神经系统疾病,exact,1.0
食欲减退,食欲减退,exact,1.0
自限性,自限性,exact,1.0
普通外科,普通外科,exact,1.0
心包积液,心包积液,exact,1.0
血压升高,血压升高,exact,1.0
外科切除,外科切除,exact,1.0
青霉病,青霉病,exact,1.0
青霉素类,青霉素类,exact,1.0
溃疡,溃疡,exact,1.0
浮肿,浮肿,exact,1.0
cancidas,cancidas,exact,1.0
甲苯达唑,甲苯达唑,exact,1.0
肾损害,肾损害,exact,1.0
多尿,多尿,exact,1.0
dapsone,dapsone,exact,1.0
whooping cough,whooping cough,exact,1.0
治疗原则,治疗原则,exact,1.0
纵隔疝,纵隔疝,exact,1.0
表皮葡萄球菌,表皮葡萄球菌,exact,1.0
显微镜检查,显微镜检查,exact,1.0
肝酶升高,肝酶升高,exact,1.0
中性粒细胞减少,中性粒细胞减少,exact,1.0
氟哌啶醇,氟哌啶醇,exact,1.0
哌拉西林他唑巴坦,哌拉西林他唑巴坦,exact,1.0
营养,营养,exact,1.0
急性肺芽生菌病,急性肺芽生菌病,exact,1.0
吸烟,吸烟,exact,1.0
药物治疗,药物治疗,exact,1.0
继发细菌感染,继发细菌感染,exact,1.0
dic,dic,exact,1.0
急性肾小管坏死,急性肾小管坏死,exact,1.0
拉氧头孢,拉氧头孢,exact,1.0
苯妥英钠,苯妥英钠,exact,1.0
磺胺类,磺胺类,exact,1.0
胸膜,胸膜,exact,1.0
时间,时间,exact,1.0
cmv感染,cmv感染,exact,1.0
抗结核药物,抗结核药物,exact,1.0
醉酒,醉酒,exact,1.0
曲霉病,曲霉病,exact,1.0
外源性支气管哮喘,外源性支气管哮喘,exact,1.0
重症肌无力,重症肌无力,exact,1.0
直接涂片镜检,直接涂片镜检,exact,1.0
telithromycin,telithromycin,exact,1.0
ot,ot,exact,1.0
缬更昔洛韦,缬更昔洛韦,exact,1.0
hydrocortisone,hydrocortisone,exact,1.0
麻木,麻木,exact,1.0
多粘菌素e,多粘菌素e,exact,1.0
苯妥英,苯妥英,exact,1.0
去铁胺,去铁胺,exact,1.0
金黄色葡萄球菌,金黄色葡萄球菌,exact,1.0
出血,出血,exact,1.0
革兰阴性肠杆菌,革兰阴性肠杆菌,exact,1.0
急性间质性肺炎,急性间质性肺炎,exact,1.0
潜伏结核感染,潜伏结核感染,exact,1.0
病原菌,病原菌,exact,1.0
浸润型肺结核,浸润型肺结核,exact,1.0
其他,其他,exact,1.0
bal,bal,exact,1.0
下呼吸道感染,下呼吸道感染,exact,1.0
呼吸道合胞病毒,呼吸道合胞病毒,exact,1.0
抗感染,抗感染,exact,1.0
糖皮质激素,糖皮质激素,exact,1.0
急性感染,急性感染,exact,1.0
rna,rna,exact,1.0
hiv 感染,hiv 感染,exact,1.0
酶类,酶类,exact,1.0
预防,预防,exact,1.0
咽后脓肿,咽后脓肿,exact,1.0
胸膜钙化,胸膜钙化,exact,1.0
胸膜肥厚,胸膜肥厚,exact,1.0
胸膜增厚,胸膜增厚,exact,1.0
抗病毒药物,抗病毒药物,exact,1.0
杜波依西变种组织胞浆菌病,杜波依西变种组织胞浆菌病,exact,1.0
咽喉痛,咽喉痛,exact,1.0
阿曲库铵,阿曲库铵,exact,1.0
多器官衰竭,多器官衰竭,exact,1.0
光过敏,光过敏,exact,1.0
免疫治疗,免疫治疗,exact,1.0
新生儿肺不张,新生儿肺不张,exact,1.0
中枢神经系统,中枢神经系统,exact,1.0
免疫力低下者,免疫力低下者,exact,1.0
气促,气促,exact,1.0
湿啰音,湿啰音,exact,1.0
肌痉挛,肌痉挛,exact,1.0
氟氯西林,氟氯西林,exact,1.0
急性心功能不全,急性心功能不全,exact,1.0
pulmonary mucormycosis,pulmonary mucormycosis,exact,1.0
淋巴管型孢子丝菌病,淋巴管型孢子丝菌病,exact,1.0
opportunistic infection,opportunistic infection,exact,1.0
抗流感病毒治疗,抗流感病毒治疗,exact,1.0
gm实验,gm实验,exact,1.0
外周神经病变,外周神经病变,exact,1.0
肺部真菌感染,肺部真菌感染,exact,1.0
保护环境,保护环境,exact,1.0
支链氨基酸,支链氨基酸,exact,1.0
脑病,脑病,exact,1.0
肺孢子丝菌病,肺孢子丝菌病,exact,1.0
头孢他啶,头孢他啶,exact,1.0
喷他脒,喷他脒,exact,1.0
活组织检查,活组织检查,exact,1.0
花粉症,花粉症,exact,1.0
cefoxitin,cefoxitin,exact,1.0
白细胞减少症,白细胞减少症,exact,1.0
排尿困难,排尿困难,exact,1.0
聚乙二醇干扰素α2a,聚乙二醇干扰素α2a,exact,1.0
吗啡,吗啡,exact,1.0
病毒性感冒,病毒性感冒,exact,1.0
白细胞计数增高,白细胞计数增高,exact,1.0
fluconazole,fluconazole,exact,1.0
病毒检测,病毒检测,exact,1.0
空气传播,空气传播,exact,1.0
处方药,处方药,exact,1.0
气管憩室,气管憩室,exact,1.0
气管软化症,气管软化症,exact,1.0
3,3,exact,1.0
呼吸停止,呼吸停止,exact,1.0
不适,不适,exact,1.0
肺功能不全,肺功能不全,exact,1.0
头孢泊肟,头孢泊肟,exact,1.0
室性心动过速,室性心动过速,exact,1.0
呼吸衰竭,呼吸衰竭,exact,1.0
制霉菌素,制霉菌素,exact,1.0
瞳孔散大,瞳孔散大,exact,1.0
上呼吸道感染,上呼吸道感染,exact,1.0
bmd,bmd,exact,1.0
衣原体肺炎,衣原体肺炎,exact,1.0
维a酸,维a酸,exact,1.0
抗肿瘤药,抗肿瘤药,exact,1.0
急性肺源性心脏病,急性肺源性心脏病,exact,1.0
花粉,花粉,exact,1.0
腹水,腹水,exact,1.0
法扎溴铵,法扎溴铵,exact,1.0
氨基糖苷类抗生素,氨基糖苷类抗生素,exact,1.0
肌痛,肌痛,exact,1.0
肾病,肾病,exact,1.0
味觉丧失,味觉丧失,exact,1.0
甲基泼尼松龙,甲基泼尼松龙,exact,1.0
喉结核,喉结核,exact,1.0
第二代,第二代,exact,1.0
咽痒,咽痒,exact,1.0
坏死性肺炎,坏死性肺炎,exact,1.0
声带小结,声带小结,exact,1.0
支气管哮喘，非危重,支气管哮喘，非危重,exact,1.0
消化性溃疡,消化性溃疡,exact,1.0
青霉素过敏,青霉素过敏,exact,1.0
肺动脉血栓形成,肺动脉血栓形成,exact,1.0
心源性休克,心源性休克,exact,1.0
肺炎链球菌肺炎,肺炎链球菌肺炎,exact,1.0
单侧肺气肿,单侧肺气肿,exact,1.0
依替米星,依替米星,exact,1.0
咽炎,咽炎,exact,1.0
胸壁结核,胸壁结核,exact,1.0
肝功能检查,肝功能检查,exact,1.0
基因突变,基因突变,exact,1.0
奥格门汀,奥格门汀,exact,1.0
耳道流脓,耳道流脓,exact,1.0
非洲,非洲,exact,1.0
鼻窦炎,鼻窦炎,exact,1.0
q fever,q fever,exact,1.0
2%,2%,exact,1.0
化脓性脑膜炎,化脓性脑膜炎,exact,1.0
卡他莫拉菌,卡他莫拉菌,exact,1.0
vancomycin,vancomycin,exact,1.0
黄芩苷,黄芩苷,exact,1.0
波生坦,波生坦,exact,1.0
hospital-acquired pneumonia,hospital acquired pneumonia,fuzzy,0.95
oxygen therapy,oxygen	therapy,fuzzy,0.95
支气管哮喘(中度持续),支气管哮喘（中度持续）,fuzzy,0.95
胸部x 线检查,胸部 x 线检查,fuzzy,0.95
54 %,54%,fuzzy,0.95
silver sulfadiazine,silversulfadiazine,fuzzy,0.95
cotrimoxazole,co-trimoxazole,fuzzy,0.95
支气管哮喘(急性发作期),支气管哮喘（急性发作期）,fuzzy,0.95
alp上升,al—p上升,fuzzy,0.95
其他β-内酰胺类,其他β内酰胺类,fuzzy,0.95
支气管哮喘(间歇发作),支气管哮喘（间歇发作）,fuzzy,0.95
人类免疫缺陷病毒[hiv]病,人类免疫缺陷病毒hiv病,fuzzy,0.95
copd急性加重,copd 急性加重,fuzzy,0.95
支气管哮喘(未控制),支气管哮喘（未控制）,fuzzy,0.95
支气管哮喘(部分控制),支气管哮喘（部分控制）,fuzzy,0.95
支气管哮喘(慢性持续期),支气管哮喘（慢性持续期）,fuzzy,0.95
支气管哮喘(临床缓解期),支气管哮喘（临床缓解期）,fuzzy,0.95
5-氟胞嘧啶,5氟胞嘧啶,fuzzy,0.95
12天,1—2天,fuzzy,0.95
支气管哮喘(重度持续),支气管哮喘（重度持续）,fuzzy,0.95
pneumocystis pneumonia,pneumocystispneumonia,fuzzy,0.95
支气管哮喘(完全控制),支气管哮喘（完全控制）,fuzzy,0.95
β-内酰胺酶抑制剂,β—内酰胺酶抑制剂,fuzzy,0.95
97 %,97%,fuzzy,0.95
重组人干扰素α-2b,重组人干扰素α2b,fuzzy,0.95
支气管哮喘(轻度持续),支气管哮喘（轻度持续）,fuzzy,0.95
史-约综合征,史约综合征,fuzzy,0.95
allergic aspergillosis,allergic	aspergillosis,fuzzy,0.95
干扰素-γ,干扰素γ,fuzzy,0.95
0.5%,0. 5%,fuzzy,0.95
acute respiratory distress syndrome (ards),小儿急性呼吸窘迫综合征,llm,0.85
airway stricture,气道位移及梗阻,llm,0.7
结核性支气管胸膜瘘,brock综合征或graham—burford—mayer综合征,llm,0.7
慢性阻塞性肺疾病i级,慢阻肺病,llm,0.7
急性咽炎/扁桃体炎,急性上感,llm,0.7
candida intra-abdominal infections,moniliasis,llm,0.7
acute念珠菌病,moniliasis,llm,0.9
chronic pulmonary aspergillosis,慢性肺曲霉病,llm,1.0
disseminated candidiasis,moniliasis,llm,0.9
成人型呼吸窘迫综合征,小儿急性呼吸窘迫综合征,llm,0.7
结核性肺不张,小儿肺不张,llm,0.7
肺嗜酸性粒细胞增多,慢性嗜酸性粒细胞性肺炎,llm,0.7
chronic obstructive pulmonary disease iv级,慢性阻塞性肺疾病iv级,llm,1.0
acute respiratory illness,小儿急性呼吸窘迫综合征,llm,0.7
esophageal candidiasis,moniliasis,llm,0.8
gastrointestinal infections,敏感致病菌株所引起的下列感染：1,llm,0.7
嗜酸性粒细胞性肺炎,慢性嗜酸性粒细胞性肺炎,llm,0.8
tetanus,破伤风,llm,1.0
