name,type,description,source
卫生标准化,流行病学,"""指卫生领域的标准化建设。""",guideline
卫生法制化,流行病学,"""指卫生领域的法制化建设。""",guideline
卫生法规,流行病学,"""指卫生领域的法律和规章。""",guideline
卫生现代化,流行病学,"""指卫生领域的现代化建设。""",guideline
卫生监督,流行病学,"""指对卫生法规执行情况进行监督检查。""",guideline
卫生科学化,流行病学,"""指卫生领域的科学化建设。""",guideline
卫生网络化,流行病学,"""指卫生领域的网络化建设。""",guideline
卫生规范化,流行病学,"""指卫生领域的规范化建设。""",guideline
卫生设施,流行病学,"""卫生设施的完善程度对疾病传播的影响。""",guideline
卫生质量,流行病学,"""指卫生服务的质量。""",guideline
卫生资源,流行病学,"""Health resources refer to the allocation of medical personnel, time, and materials in CDI management, which is considered in guideline recommendations regarding the feasibility and acceptability of interventions like nutritional support.""<SEP>""医疗系统中可用于疾病预防、诊断和治疗的资源，FMT可能节省治疗成本和对卫生资源的占用。""<SEP>""用于医疗服",guideline
卫生资源分配,流行病学,"""推荐的诊断流程不会对卫生资源的分配产生负面影响。""",guideline
卫生资源占用,流行病学,"""Resource utilization in CDI management, such as time for nutritional preparation or nursing care, is evaluated to assess the impact of interventions like nutritional support.""",guideline
卫生资源消耗影响,流行病学,"""艰难梭菌去定植干预不会对卫生资源消耗产生重大影响。""",guideline
卫生需求,流行病学,"""指人群对卫生服务的需要。""",guideline
印度、南美洲地区、中东地区和非洲地区,流行病学,"""控制不良的糖尿病是这些地区毛霉病最重要的危险因素。""",guideline
印度等国家新型冠状病毒感染患者,流行病学,"""印度等国家新型冠状病毒感染患者中出现大量毛霉病病例。""",guideline
印度等国家新型冠状病毒感染患者中出现大量毛霉病病例,流行病学,"""印度等国家新型冠状病毒感染患者中出现大量毛霉病病例，这一现象值得重视。""",guideline
危及视力,流行病学,"""危及视力是指疾病可能对视力造成严重损害，如巨细胞病毒视网膜炎。""<SEP>""危及视力是眼内炎/视网膜炎的严重程度指标，需考虑玻璃体内注射。""",guideline
危害,流行病学,"""指治疗可能带来的不良后果，研究未发现单克隆抗体治疗有重要的危害。""",guideline
危险因素不清,流行病学,"""皮肤色素沉着的危险因素描述。""",guideline
危险因素不清，与日光照射无关（注：一般肩膀等暴露部位未明显变黑，而部分患者非暴露部位也会变黑），但可能与多黏菌素类药物暴露的剂量高时间长有关,流行病学,"""皮肤色素沉着的危险因素。""",guideline
即去除诱因后，细菌便会恢复为野生型（即抗菌药物敏感菌）,流行病学,"""即去除诱因后，细菌便会恢复为野生型（即抗菌药物敏感菌）是指适应性耐药的可逆性。""",guideline
却使西罗莫司浓度增加 $2 0 \%$,流行病学,"""这是卡泊芬净对西罗莫司血药浓度的影响。""",guideline
却使西罗莫司浓度增加 20%,流行病学,"""卡泊芬净对西罗莫司血药浓度的影响。""<SEP>""这是卡泊芬净对西罗莫司血药浓度的影响。""",guideline
历史,流行病学,"""影响疾病传播的历史因素。""",guideline
压力,流行病学,"""指心理或生理上的紧张状态。""",guideline
厌氧菌占比低,流行病学,"""Anaerobes comprise <3% of isolates in PDAP.""",guideline
厌氧菌生长,流行病学,"""Anaerobic growth, a characteristic of organisms involved in secondary peritonitis.""",guideline
厌氧菌罕见,流行病学,"""Rarely anaerobic, a characteristic of infections in PDAP.""",guideline
原有心肌炎病史者,流行病学,"""原有心肌炎病史者指风湿热患者中有心肌炎病史的人群，需延长预防用药疗程。""",guideline
去角质美容,流行病学,"""去角质美容是偶发分枝杆菌或龟分枝杆菌感染的可能来源。""",guideline
去除刺激因素时,流行病学,"""去除刺激因素时是指适应性耐药可逆的条件。""",guideline
去除诱因后,流行病学,"""去除诱因后是指适应性耐药可逆的条件。""",guideline
参与机构,流行病学,"""参与机构是研究或监测的实施单位。""",guideline
参与的13人中有1例死亡,流行病学,"""这是研究中的样本子集，用于评估死亡率。""",guideline
及时停药后可以恢复,流行病学,"""两性霉素B治疗出现的不良反应在及时停药后可以恢复。""",guideline
双 氢青蒿素 <10.,流行病学,"""双 氢青蒿素 <10.是数值，表示双氢青蒿素的脑穿浓度比小于10。文中提到双氢青蒿素的脑穿浓度比为<10。""",guideline
双氢青蒿素0.09～0.10(4 片po，sd）,流行病学,"""双氢青蒿素0.09～0.10(4 片po，SD）是数值和条件，表示双氢青蒿素的血药浓度在0.09到0.10μg/ml之间，给药方式为口服4片，单次给药。文中提到双氢青蒿素的血药浓度为0.09～0.10(4 片po，SD）。""",guideline
双氢青蒿素1.6～苯苏醇：非,流行病学,"""双氢青蒿素1.6～苯苏醇：非是数值和条件，表示双氢青蒿素的Tmax为1.6小时，苯芴醇的Tmax为非。文中提到蒿甲醚-苯芴醇的Tmax。""",guideline
双氢青蒿素3.1 （多次给药后）,流行病学,"""双氢青蒿素3.1 （多次给药后）是数值和条件，表示双氢青蒿素的血药浓度为3.1μg/ml，多次给药后。文中提到双氢青蒿素的血药浓度为3.1 （多次给药后）。""",guideline
双氢青蒿素93双氢青蒿素0.3,流行病学,"""双氢青蒿素93双氢青蒿素0.3是数值，表示双氢青蒿素的蛋白结合率为93%，脑脊液/血药浓度比为0.3。文中提到双氢青蒿素的蛋白结合率为93%，脑脊液/血药浓度比为0.3。""",guideline
双氢青蒿素：葡 萄糖醛酸化,流行病学,"""双氢青蒿素：葡 萄糖醛酸化是代谢途径，表示双氢青蒿素主要通过葡萄糖醛酸化代谢。文中提到双氢青蒿素的代谢途径为葡萄糖醛酸化。""",guideline
反复性,流行病学,"""反复性是指新冠病毒仍在变异，疫情仍存在一定的反复性。""",guideline
发作,流行病学,"""念珠菌感染的复发或再次发生。""",guideline
发热<39℃,流行病学,"""发热<39℃是急性中耳炎的轻症表现，可考虑镇痛治疗。""",guideline
发热、咳嗽、咳痰、胸痛、恶心、呕吐、味觉异常、过敏、气道痉挛或其他变态反应,流行病学,"""AmB-D经气道给药的常见不良反应。""",guideline
发生、发展,流行病学,"""发生、发展是级联炎性细胞因子风暴在终末期肝病合并感染中的作用过程。""",guideline
发生率1%~2%,流行病学,"""发生率1%~2%是不良反应的发生频率。""",guideline
发生率50.0%,流行病学,"""The proportion of participants in the intervention group who experienced the event.""",guideline
发生率62.3%,流行病学,"""The proportion of participants in the control group who experienced the event.""",guideline
发生率不高于其他唑类药物,流行病学,"""艾沙康唑肝损伤的发生率。""",guideline
发生率为 8% ~15%,流行病学,"""皮肤色素沉着的发生率。""<SEP>""皮肤色素沉着的发生率描述。""",guideline
发生率为13.4%,流行病学,"""指药物副作用的发生率为13.4%，提示发生率较高。""",guideline
发生率数据,流行病学,"""产ESBL-EC、产ESBL-KP、CRKP、CRPA、CRAB的发生率数据。""",guideline
发生率相对高,流行病学,"""我国整体人群CRE感染发生率相对高。""",guideline
发生率较肾毒性为少见，一般 < 7%,流行病学,"""神经毒性的发生率。""<SEP>""神经毒性的发生率描述。""",guideline
发病人群,流行病学,"""发病人群是毛霉病的流行病学特征之一，不同类型的毛霉病有不同的发病人群。""",guideline
发病以中老年人群为主（45~70岁）,流行病学,"""发病以中老年人群为主（45~70岁）。""",guideline
发病后,流行病学,"""疾病发生后的时间点，是开始抗病毒治疗的重要时机。""",guideline
发病后平均11天,流行病学,"""发病后平均11天是曲霉菌特异性抗体开始出现的时间。""",guideline
发病地区,流行病学,"""发病地区是毛霉病的流行病学特征之一，不同类型的毛霉病有不同的发病地区。""",guideline
发病场所,流行病学,"""发病场所指感染发生的地点，如医院或社区，是病原学诊断的重要参考。""",guideline
发病年龄,流行病学,"""发病年龄是毛霉病的流行病学特征之一，不同类型的毛霉病有不同的发病年龄。""<SEP>""发病年龄是鹦鹉热患者发病时的年龄分布。""",guideline
发病年龄以35~44岁为主,流行病学,"""发病年龄以35~44岁为主是英国报告的鹦鹉热患者发病年龄。""",guideline
发病情况,流行病学,"""疾病的发病过程、急缓、严重程度等，用于推测可能的病原体。""",guideline
发病时间超过48 h,流行病学,"""疾病发生超过48小时，重症患者依然可以从抗病毒治疗中获益。""",guideline
发病特点,流行病学,"""本共识结合我国毛霉病的发病特点和治疗需求。""",guideline
发病率43.48/10万,流行病学,"""2023年我国肺结核发病率。""",guideline
发病率上升,流行病学,"""百日咳在疫苗高覆盖率国家出现的现象，主要与疫苗接种不全有关。""",guideline
发病率下降95%,流行病学,"""百日咳疫苗接种后取得的显著防控成效。""",guideline
发病率为 $2 . 9 1 7 1 / 1 0$ 万,流行病学,"""2023年我国百日咳发病率。""",guideline
发病率为 43. 48 ／ 10 万,流行病学,"""2023年我国肺结核发病率。""",guideline
发病率为2.9171/10万,流行病学,"""2023年我国百日咳发病率。""",guideline
发病率和死亡率,流行病学,"""指南旨在降低的两个关键指标。""",guideline
发病率第1位,流行病学,"""描述上呼吸道感染的流行病学特征，占全球发病率第1位。""",guideline
发病率高,流行病学,"""老年肺炎的特点之一。""",guideline
发病诱因,流行病学,"""发病诱因是毛霉病的流行病学特征之一，不同类型的毛霉病有不同的发病诱因。""",guideline
发病部位,流行病学,"""发病部位是毛霉病的流行病学特征之一，不同类型的毛霉病有不同的发病部位。""",guideline
取名鹦鹉热,流行病学,"""取名鹦鹉热是鹦鹉热的流行病学特征。""",guideline
取得了较好疗效,流行病学,"""取得了较好疗效是指治疗后患者病情改善，是评估治疗方案有效性的指标。""",guideline
受体ifi 发生率,流行病学,"""受体IFI发生率是指肝移植受者发生侵袭性真菌感染的比例。文中指出采用抗真菌药物预防后，受体IFI发生率总体降至4%~8%。""",guideline
受损数据,流行病学,"""Missing data in CDI studies limits the ability to fully assess treatment impact.""<SEP>""Missing or compromised data in studies limits the ability to fully assess the impact of empirical treatment on CDI outcomes.""<SEP>""Missing or compromised data in studies, such as lack of data on 'no empirical tre",guideline
受限的原因,流行病学,"""推荐的诊断流程受限的原因。""",guideline
受食物、胃内ph值和胃肠动力情况等影响,流行病学,"""Factors affecting the bioavailability of posaconazole oral suspension.""",guideline
口服液+食物,流行病学,"""口服液+食物表示口服液需与食物同服以提高吸收率，如洛匹那韦/利托那韦口服液需与食物同服。""",guideline
口服给药：b级 肠道外给药：c级,流行病学,"""这是万古霉素的给药途径和妊娠分级，不同给药途径对应不同的妊娠分级，反映了药物在不同使用方式下的风险差异。""<SEP>""这是林可霉素的给药途径和妊娠分级，不同给药途径对应不同的妊娠分级，反映了药物在不同使用方式下的风险差异。""",guideline
口腔咽喉给药／口服给药／局部／皮肤给药：c级 阴道给药：a级,流行病学,"""这是制霉菌素的给药途径和妊娠分级，不同给药途径对应不同的妊娠分级，反映了药物在不同使用方式下的风险差异。""",guideline
口鼻腔被定植,流行病学,"""口鼻腔被定植是指口鼻腔被细菌（如多重耐药菌）定植，是感染的危险因素。""",guideline
可于amb给药前1天开始水化,流行病学,"""指南建议。""",guideline
可以获得更好的疗效,流行病学,"""Can achieve better efficacy, a potential benefit of using higher doses of a medication, as suggested by some clinical studies for L-AmB (AmBisome) in mucormycosis.""",guideline
可减少冠状动脉病变的发生率,流行病学,"""可减少冠状动脉病变的发生率是静脉丙种球蛋白的疗效。""",guideline
可及性差,流行病学,"""可及性差是mNGS诊断TM病的局限性之一，部分地区无法开展。""",guideline
可快速获得结果,流行病学,"""POCT的优点之一。""",guideline
可接受度,流行病学,"""患者和医务人员对治疗措施的接受程度。""<SEP>""治疗方案在临床实践中的接受程度，文中提及单克隆抗体治疗的可接受度可能较差。""",guideline
可提高临床有效率（or = 2.10，95% ci：1.31~3.38，p = 0.002）,流行病学,"""可提高临床有效率（OR = 2.10，95% CI：1.31~3.38，P = 0.002）是EIM在成人严重感染中的优势。""",guideline
可收费项目,流行病学,"""影响检测方法开展的因素之一，是否为可收费项目。""",guideline
可疑储存宿主,流行病学,"""MERS的可能动物传染源。""",guideline
可短至3 d,流行病学,"""潜伏期可短至3 d。""",guideline
可经空气、 皮肤黏膜接触和污染的食物传播,流行病学,"""A族链球菌的传播途径。""",guideline
可经空气、皮肤黏膜接触和污染的食物传播,流行病学,"""A族链球菌的传播途径。""",guideline
可能与多黏菌素类药物暴露的剂量高时间长有关,流行病学,"""皮肤色素沉着的可能危险因素。""",guideline
可能会降低cdi的发生率,流行病学,"""指规范使用防护措施可能降低CDI的发病率。""",guideline
可能对克拉霉素、氟喹诺酮敏感,流行病学,"""可能对克拉霉素、氟喹诺酮敏感是秘密分枝杆菌的药物敏感性特点。""",guideline
可能造成cps集体感染或家庭聚集性感染,流行病学,"""可能造成Cps集体感染或家庭聚集性感染。""",guideline
可逆,流行病学,"""可逆是指适应性耐药在去除刺激因素后可恢复为敏感状态的特性。""",guideline
可选择药物有限,流行病学,"""可选择药物有限指治疗多重耐药和广泛耐药革兰阴性杆菌感染的药物选择有限。""",guideline
可靠的疗效和安全性,流行病学,"""Reliable efficacy and safety, a consistent and favorable balance between the therapeutic benefits and the risk of side effects of a medication, as demonstrated in clinical studies.""",guideline
各地区差异较大,流行病学,"""各地区差异较大是指不同地区的细菌耐药性问题严重程度不同。""",guideline
各地存在局部散发流行趋势,流行病学,"""各地存在局部散发流行趋势。""",guideline
合并多种慢性疾病,流行病学,"""Multiple chronic diseases in elderly patients that increase the risk of IFD and complicate treatment.""",guideline
合并感染部位,流行病学,"""合并感染部位是制定个体化剂量的关键因素，如并发脑膜炎时需增加剂量。""",guideline
合并有下列临床问题,流行病学,"""合并有下列临床问题（如血流动力学不稳定、黏膜炎等）是中性粒细胞减少症高危患者的危险因素。""",guideline
合并肝功能不全的患者,流行病学,"""侵袭性曲霉感染经验性治疗的特定人群。""",guideline
合格下呼吸道标本,流行病学,"""Qualified lower respiratory tract specimens are essential for accurate pathogen detection; unqualified specimens should be rejected.""<SEP>""Qualified lower respiratory tract specimens are essential for accurate pathogen detection; unqualified specimens should be rejected.""|>9<SEP>""Qualified specimen",guideline
同教室内接触者,流行病学,"""与确诊病例同教室的学生。""",guideline
同新型隐球菌相比，格特隐球菌对氟康唑的敏感性低,流行病学,"""格特隐球菌对氟康唑的敏感性较低。""",guideline
同时，有禽类接触史,流行病学,"""同时，有禽类接触史是疑似Cps感染者的定义之一。""",guideline
后art时代,流行病学,"""后ART时代 (Post-ART era) refers to the current period where ART is widely available, changing the disease spectrum and long-term health concerns for HIV/AIDS patients.""",guideline
后期影像学随访病灶明显消散,流行病学,"""后期影像学随访病灶明显消散是指通过影像学检查（如X线、CT）随访，肺部病灶明显吸收或消散，是治疗有效的标志。""",guideline
后续机械通气,流行病学,"""住院后需要机械通气的情况，早期抗病毒治疗可降低其发生率。""",guideline
后者与体内耐药有关,流行病学,"""后者与体内耐药有关是指适应性耐药与体内环境相关。""",guideline
向下蔓延,流行病学,"""指感染从上呼吸道扩散到下呼吸道，老年人、儿童等高危人群有此风险。""",guideline
听力损失,流行病学,"""听力损失是脑膜炎的常见后遗症，尤其在肺炎球菌和流感嗜血杆菌脑膜炎中。""",guideline
听力损害可能恢复或呈永久性,流行病学,"""听力损害的预后情况，可能恢复或永久性丧失。""",guideline
启动时间,流行病学,"""启动时间是本指南制订的时间节点之一，为2022年1月。""",guideline
吸入治疗剂量比较,流行病学,"""磷霉素IV的吸入剂量，50～75mgCBA溶入生理盐水3～4ml，雾化吸入2～3次/天。""",guideline
吸入途径,流行病学,"""毛霉目真菌的孢子可通过吸入途径感染人体。""",guideline
呼吸停止风险,流行病学,"""多黏菌素B的严重不良反应，由神经肌肉接头阻滞引起。""",guideline
呼吸功能,流行病学,"""慢性肺曲霉病可能影响的生理指标，但文中未明确提及。""",guideline
呼吸道mdr‑pa分离史,流行病学,"""History of MDR-PA isolation from respiratory tract is a high-risk factor for MDR-PA acute lower respiratory tract infection.""<SEP>""History of MDR-PA isolation from the respiratory tract is a high-risk factor for MDR-PA acute lower respiratory tract infection.""|>9<SEP>""History of MDR-PA isolation in",guideline
呼吸道传染性疾病流行病学特征,流行病学,"""我国呼吸道传染病的流行特点，是共识制定的重要依据之一。""",guideline
呼吸道吸入,流行病学,"""呼吸道吸入是肺毛霉病的主要感染途径，毛霉孢子通过呼吸道吸入导致感染。""",guideline
呼吸道定植,流行病学,"""肺移植后侵袭性曲霉病的风险因素之一，指呼吸道有曲霉菌定植。""",guideline
呼吸道感染的耐药菌检出率较低,流行病学,"""呼吸道感染的耐药菌检出率较低。""",guideline
呼吸道感染类型,流行病学,"""影响呼吸道感染病原体构成比的因素之一。""",guideline
呼吸道病原体流行期间,流行病学,"""呼吸道病原体流行期间是指某种或某些呼吸道病原体在人群中广泛传播的时期。""",guideline
呼吸道病原体流行期间，尤其是病毒感染时,流行病学,"""呼吸道病原体流行期间，尤其是病毒感染时，建议采用基于核酸技术的检测方法。""",guideline
呼吸道病毒感染的高发季,流行病学,"""呼吸道病毒感染（如流感、COVID-19）发病率较高的季节，需加强防控。""",guideline
呼吸道飞沫和（或）体液,流行病学,"""呼吸道飞沫和（或）体液是流感病毒的传播途径，暴露在有可能接触这些物质的环境中是推荐预防性使用抗流感病毒药物的指征之一。""",guideline
和平,流行病学,"""影响疾病传播的和平因素。""",guideline
咬伤,流行病学,"""An injury caused by the teeth of an animal or human, which can lead to infection.""",guideline
咬指甲,流行病学,"""咬指甲是甲沟炎的危险因素之一。""",guideline
哈博罗内,流行病学,"""The Chinese term for Gaborone, the capital city of Botswana, where participants were recruited for qualitative data collection on values and preferences.""",guideline
响应环境刺激,流行病学,"""响应环境刺激是指适应性耐药的发生机制。""",guideline
哲学,流行病学,"""影响疾病传播的哲学因素。""",guideline
哺乳传播,流行病学,"""哺乳传播是HIV母婴传播的具体方式之一。""",guideline
哺乳期妇女,流行病学,"""哺乳期女性，用药需考虑对婴儿的影响。""<SEP>""哺乳期妇女是处于哺乳期的女性，使用多西环素需考虑对婴儿的潜在影响。""",guideline
哺乳禁忌,流行病学,"""来法莫林在哺乳期安全性未知。""",guideline
哺乳禁忌比较,流行病学,"""来法莫林在哺乳期安全性未知。""",guideline
唑类耐药,流行病学,"""指念珠菌对唑类抗真菌药（如氟康唑、伏立康唑）产生耐药性的现象。""<SEP>""曲霉菌对唑类药物产生耐药性。""",guideline
唑类耐药菌株引起的难治性膀胱炎,流行病学,"""AmB-D膀胱冲洗的适应症。""",guideline
器囊袋,流行病学,"""器囊袋是心脏植入装置念珠菌感染的常见部位，移除装置后需抗真菌治疗。""",guideline
器官受者,流行病学,"""指接受器官移植的患者，如角膜移植受者。""",guideline
器官损害以重度急性呼吸窘迫综合征（ards）及休克为主,流行病学,"""器官损害以重度急性呼吸窘迫综合征（ARDS）及休克为主。""",guideline
器官移植后6个月内,流行病学,"""器官移植后6个月内是巨细胞病毒感染的高危时间段。""",guideline
器官移植和接受其他免疫抑制药患者的感染风险是57%,流行病学,"""器官移植患者隐球菌感染的风险数据。""",guideline
器官移植者,流行病学,"""器官移植者因使用免疫抑制剂而处于免疫抑制状态，是疱疹病毒感染的高危人群，易发生严重感染，可考虑接种疫苗预防。""",guideline
囊性纤维化剂量比较,流行病学,"""多黏菌素B的儿科剂量，3～8mg/(kg·d),3次/天。""",guideline
四分之一人口,流行病学,"""全世界约有四分之一人口存在结核感染或潜伏性结核感染。""",guideline
四环素类禁忌症患者,流行病学,"""四环素类禁忌症患者是Cps感染（鹦鹉热）的特殊人群，不能使用四环素类药物，大环内酯类药物是其最佳替代药物。""",guideline
回顾性病例研究,流行病学,"""回顾性病例研究是评估治疗方法的研究设计之一。""",guideline
因不良反应停药,流行病学,"""Discontinuation due to adverse reactions is a measure of drug tolerability. The text reports a low rate (4%) for ISA in a study of hematologic malignancy patients.""",guideline
园艺,流行病学,"""与嗜肺军团菌感染相关的活动之一。""",guideline
园艺爱好者,流行病学,"""嗜肺军团菌感染的高危人群，与园艺活动相关。""",guideline
围手术期,流行病学,"""IFD发生的时间段。""<SEP>""围手术期是指手术前后的一段时间，肝移植患者围手术期发生真菌感染的风险较高。""<SEP>""围绕手术的一段时间，包括术前、术中和术后，是预防和治疗手术部位感染的关键时期。""<SEP>""手术前后的一段时间，是感染预防和治疗的关键时期。""",guideline
围生期hiv 传播,流行病学,"""Perinatal HIV transmission, the transmission of HIV during the period around birth (late pregnancy and early postpartum). Planned C-sections are recommended to minimize this risk.""",guideline
围青春期儿童,流行病学,"""围青春期儿童指接近青春期的儿童，此时生长发育迅速，药物剂量需调整。""",guideline
国东南和中南诸州,流行病学,"""洛基山斑点热在美国的最高发地区。""",guideline
国内回顾性研究,流行病学,"""国内回顾性研究是文中提到的研究类型，评估了头孢哌酮-舒巴坦治疗CRAB血流感染的效果。""",guideline
国内常用,流行病学,"""在中国国内常用的。""<SEP>""在中国国内常用的，本专家共识以国内常用的四环素类药物的药学特性为基础。""",guideline
国内报道,流行病学,"""国内报道是不良反应在中国人群中的报道。""<SEP>""国内报道显示，鲍曼不动杆菌异质性耐药率为1.84%，铜绿假单胞菌为35%。""",guideline
国内近年来耐药监测结果,流行病学,"""国内近年来耐药监测结果是指中国近年来对细菌耐药性的监测数据，用于指导抗生素选择。""",guideline
国内非新生儿人群,流行病学,"""国内非新生儿人群是指除新生儿以外的中国人群，其细菌耐药性数据与新生儿人群存在差异。""",guideline
国外出生,流行病学,"""国外出生是某些传染病（如结核病）的风险因素。""",guideline
国外差距,流行病学,"""指我国在侵袭性真菌病诊断能力方面与国外先进水平的差距。""",guideline
国外常见,流行病学,"""指在国外经常发生，提示药物副作用的发生率较高。""",guideline
国外文献报道,流行病学,"""国外文献报道是不良反应在外国人群中的报道。""",guideline
国外研究数据,流行病学,"""国外研究数据显示，多黏菌素异质性耐药率高达14%以上，不同地区报道的异质性耐药率差别很大。""",guideline
国家,流行病学,"""指具有共同语言、文化、历史和领土的群体。""",guideline
国际交流频繁,流行病学,"""现代社会特点，加快了呼吸道传染性疾病的播散速度。""",guideline
国际合作,流行病学,"""International collaboration is crucial for sharing data on emerging STIs like mpox and LGV, and for standardizing diagnostic approaches.""",guideline
国际研究进展,流行病学,"""共识编写组结合的最新国际研究成果，用于指导共识的制定。""",guideline
土壤,流行病学,"""影响疾病传播的土壤因素。""",guideline
在 96 例结核分枝杆菌培养阳性患者中,流行病学,"""研究样本。""",guideline
在pa对环丙沙星和 $\beta$ ‑内酰胺类耐药中起一定的作用,流行病学,"""在PA对环丙沙星和 $\beta$ ‑内酰胺类耐药中起一定的作用是指ftsK基因突变的作用。""",guideline
在中国,流行病学,"""In China, a geographic context for some recommendations.""",guideline
在太平洋西北地区有格特隐球菌脑膜炎报道,流行病学,"""格特隐球菌脑膜炎的地理分布。""",guideline
在我国的可及性和可接受度良好,流行病学,"""指防护措施在中国容易获得且医护人员和患者接受度高。""",guideline
"在每1 000 例接受了胃肠道营养的人群中，可能少257 例病死（ r c t = 1 ，n = 2 5 , r r = 0 . 2 3 , 9 5 % c i : 0 . 0 3 ~ 0 . 7 9 ，极低质量证据）",流行病学,"""具体数据：每1000例接受胃肠道营养者可能少257例死亡，相对危险度0.23，95%置信区间0.03-0.79，证据质量极低。""",guideline
在肺囊性纤维化患者感染铜绿假单胞菌中有成功的应用,流行病学,"""在肺囊性纤维化患者感染铜绿假单胞菌中有成功的应用是指多黏菌素E甲磺酸钠吸入治疗在肺囊性纤维化患者感染铜绿假单胞菌中有成功的应用。""",guideline
在西班牙，李斯特菌较常见；南美洲则是沙门,流行病学,"""在西班牙，李斯特菌较常见；南美洲则是沙门是新生儿感染的地区差异。""",guideline
地区和医院差异,流行病学,"""鲍曼不动杆菌耐药性在不同地区和医院之间的差异，临床医生应了解当地尤其是所在医院耐药监测结果。""",guideline
地域性,流行病学,"""地域性是鹦鹉热发病的地理分布特征。""",guideline
地方流行病学特征,流行病学,"""地方流行病学特征是唑类抗药性在特定地区的分布和趋势。""",guideline
地球,流行病学,"""影响疾病传播的地球因素。""",guideline
地理,流行病学,"""影响疾病传播的地理因素。""",guideline
地理位置,流行病学,"""影响呼吸道感染病原体构成比的因素之一。""<SEP>""影响胃肠道感染诊断方法选择的因素之一。""",guideline
地理分布,流行病学,"""某种疾病在不同地区的分布情况。""",guideline
场所,流行病学,"""疾病发生或传播的地点。""",guideline
均有应用β-内酰胺类抗菌药/β-内酰胺酶抑制剂的用药史,流行病学,"""均有应用β-内酰胺类抗菌药/β-内酰胺酶抑制剂的用药史是指所有患者在检出CRE前都使用过此类药物。""",guideline
坎帕拉,流行病学,"""The Chinese term for Kampala, the capital city of Uganda, where participants were recruited for qualitative data collection on values and preferences.""",guideline
垃圾处理,流行病学,"""影响疾病传播的垃圾处理因素。""",guideline
型啮齿类动物尿,流行病学,"""型啮齿类动物尿是钩端螺旋体病的传播源。""",guideline
城市,流行病学,"""影响疾病传播的城市因素。""<SEP>""指人口密集、工商业发达的地区。""",guideline
培养阴性率高,流行病学,"""Cultures can remain negative in >20% of all cases of PDAP.""",guideline
基因和（或）蛋白质表达的瞬时改变,流行病学,"""基因和（或）蛋白质表达的瞬时改变是指适应性耐药的具体表现。""",guideline
基因多态性,流行病学,"""基因多态性是指个体间基因序列的差异，可影响药物代谢酶的活性，从而影响药物疗效和安全性。文中提到异烟肼的乙酰化代谢受基因多态性影响。""",guideline
基因表达,流行病学,"""基因表达是指耐药基因转录和翻译为蛋白质的过程，mNGS检测的基因不一定表达。""",guideline
基本达到,流行病学,"""2023年我国麻疹发病率基本达到WHO目标。""",guideline
基线存在m184v或m84i变异,流行病学,"""Baseline presence of M184V or M84I mutations refers to the existence of specific HIV resistance patterns at the start of therapy, which is a contraindication for using Dovato (DTG/3TC).""",guideline
增加了细菌抵抗抗菌药物攻击的能力,流行病学,"""增加了细菌抵抗抗菌药物攻击的能力是指适应性耐药的结果。""",guideline
增加病死率,流行病学,"""使用糖皮质激素可能导致病死率增加，尤其在ARDS持续超过14d或继发于流感时。""",guideline
增加的趋势,流行病学,"""增加的趋势是指氨基糖苷类药物使用量上升的方向。""",guideline
墨西哥和美国,流行病学,"""甲型H1N1流感大流行的起源地。""",guideline
处于进展期患者,流行病学,"""Patients in the progressive stage are those with worsening IM. Combination therapy is suggested for them.""",guideline
处境,流行病学,"""指患者所处的环境或状况。""",guideline
处理疑似或确诊 ari 患者时,流行病学,"""在处理疑似或确诊ARI患者时，需特别注意个人防护。""",guideline
复发与初始治疗阿昔洛韦总剂量低有关,流行病学,"""复发与初始治疗阿昔洛韦总剂量低有关。""",guideline
复发率80%,流行病学,"""复发率80%是球孢子菌病脑膜炎的预后特征，需长期氟康唑治疗。""<SEP>""复发率80%是球孢子菌脑膜炎在氟康唑长期治疗下的预后情况。""<SEP>""复发率80%是球孢子菌脑膜炎的预后建议。""",guideline
复发病例,流行病学,"""复发病例指细菌性阴道炎治疗后再次发作的情况，需采用强化治疗方案如联合硼酸的强化方案。""",guideline
复发的病例,流行病学,"""复发的病例指感染再次发生，研究中评估不同药物治疗的复发率。""",guideline
复发管理,流行病学,"""Recurrence management for viral STIs like HSV involves antiviral therapy and monitoring for outbreaks, influenced by type (HSV-2 vs. HSV-1).""",guideline
复发风险,流行病学,"""CDI患者疾病再次发作的可能性，单克隆抗体治疗可能显著降低此风险。""<SEP>""复发风险指疾病复发的可能性，非达霉素适合在有复发风险的患者中使用。""<SEP>""HSV-2 has a higher likelihood of recurrence compared to HSV-1, influencing the choice of type-specific IgG assays for differentiation.""<SEP>""复发风险指疾病再次发作的可能性，受治疗方案、患者因素和病原体特性影响。""",guideline
复杂性,流行病学,"""感染性疾病的复杂性质，是本专家共识考虑的因素之一。""",guideline
复杂性uti剂量比较,流行病学,"""磷霉素的成人剂量，3g po q3d ×3剂；磷霉素IV的成人剂量，每天12～24g IV，分次 q8～12h。""",guideline
"复治,单耐药",流行病学,"""指患者既往接受过抗结核治疗且病原体对一种一线抗结核药物耐药。""",guideline
"复治,多耐药",流行病学,"""指患者既往接受过抗结核治疗且病原体对一种以上的一线抗结核药物耐药。""",guideline
"复治,广泛耐药",流行病学,"""指患者既往接受过抗结核治疗且病原体为广泛耐药结核。""",guideline
