:ID,name,type,:LABEL,description,source
e_41206d45eccc,bowel perforation,疾病,疾病,"""""A hole in the intestine, which can lead to peritonitis and sepsis.""""<SEP>""""Bowel perforation is a specific condition that places patients at higher risk for invasive candidiasis and may benefit from empiric antifungal therapy.""""<SEP>""""Gastrointestinal condition where specific patient populations demons",guideline
e_0fabeda7e8a3,"acute, perforation, peritonitis, shock",症状,症状,"""""Complications of acute appendicitis, including perforation, peritonitis, and shock.""""",guideline
e_b915fc5a3da9,chronic ambulatory peritoneal dialysis associated peritonitis,疾病,疾病,"""""Chronic ambulatory peritoneal dialysis associated peritonitis (慢性非卧床腹透相关性腹膜炎) is peritonitis due to dialysis.""""<SEP>""""Peritonitis associated with chronic ambulatory peritoneal dialysis (慢性非卧床腹透相关性腹膜炎) is an infection of the peritoneum due to dialysis.""""",guideline
e_81d135965de3,primary bacterial peritonitis,疾病,疾病,"""""Primary Bacterial Peritonitis (原发性细菌性腹膜炎) is spontaneous infection of ascitic fluid.""""<SEP>""""Primary Bacterial Peritonitis (原发性细菌性腹膜炎) is spontaneous peritonitis.""""",guideline
e_2630e1cda382,candida stomatitis,疾病,疾病,"""""Oral thrush, a fungal infection caused by Candida species, leading to white patches in the mouth.""""",guideline
e_afc537adb008,rocky mountain spotted fever,疾病,疾病,"""""RMSF, a tick-transmitted rickettsial disease caused by Rickettsia rickettsii, requiring presumptive treatment.""""<SEP>""""Rocky Mountain Spotted Fever (RMSF) is a disease caused by Rickettsia rickettsii.""""",guideline
e_ab4238ab9305,rapid fungal diagnostics,检查,检查,"""""Diagnostic methods for quickly detecting fungal infections, though evidence for their use is still developing.""""",guideline
e_aed3eced69a8,iac,疾病,疾病,"""""Intra-abdominal candidiasis, a specific type of fungal infection requiring research on antifungal tissue penetration and diagnostic markers.""""",guideline
e_3ab0ef841bae,tissue and fluids,其他治疗,其他治疗,"""""Tissue and fluids are the preferred specimens for anaerobic bacteria, not swabs.""""",guideline
e_984e3cc2f6c6,flocked swabs,诊疗技术及设备,诊疗技术及设备,"""""A type of swab recommended over spun swabs for better specimen collection and transport.""""<SEP>""""A type of swab that has become a valuable tool for specimen collection, shown to be more effective than traditional swabs for releasing contents for evaluation.""""",guideline
e_7d1b2cf350cc,infectious diseases specialist consultation,科室,科室,"""""Consultation with a specialist in infectious diseases to individualize treatment duration and strategies, suggested for complex cases.""""",guideline
e_55b8cb4805ce,enterococcus faecium,病原体,病原体,"""""A species of Enterococcus, specifically noted as the predominant species of VRE (Vancomycin-Resistant Enterococci), with increasing prevalence in various settings.""""<SEP>""""A species of Gram-positive bacteria known for its resistance to multiple antibiotics, often causing hospital-acquired infections.",guideline
e_7c44b3941bc1,molecular microbiology techniques,诊疗技术及设备,诊疗技术及设备,"""""Molecular microbiology techniques including mNGS are used for pathogen identification but currently cannot distinguish between live and dead bacteria, potentially leading to inappropriate use of broad-spectrum antibiotics.""""",guideline
e_f2fa82b5091b,lung transplant recipients,流行病学,流行病学,"""""A patient population most commonly affected by TBA, with an incidence of 4%–6%.""""<SEP>""""A patient population recommended to receive antifungal prophylaxis with systemic triazoles or inhaled AmB for 3–4 months post-transplant, with specific recommendations for those with mold colonization or immunosup",guideline
e_d99237a3f2c2,abses prospective observational cohort,检查,检查,"""""A study gathering data from 2621 IAI patients in 309 ICUs worldwide, suggesting multidrug resistance is common in both community-acquired and hospital-acquired infections.""""",guideline
e_44a7ca6d2be6,multidrug resistance (mdr),流行病学,流行病学,"""""The resistance of microorganisms to multiple antimicrobial agents, a key challenge in treating postoperative abdominal infections.""""",guideline
e_830e09f79b03,candida albicans,病原体,病原体,"""""A fungus responsible for a high proportion (58-76%) of ICU-acquired intra-abdominal candidiasis (IAC) in various studies.""""<SEP>""""The most common fungal pathogen in severe liver disease, responsible for infections in the gut, bloodstream, peritoneum, and urinary tract, accounting for over 50% of case",guideline
e_2152e09e21fa,eucandicu project,检查,检查,"""""A project registering a cumulative incidence of 1.84 episodes of IAC per 1000 ICU admission in European ICUs during 2015 and 2016.""""",guideline
e_3a1a5474add4,contiguous infection,疾病,疾病,"""""Osteomyelitis resulting from the spread of infection from adjacent tissues, often polymicrobial.""""",guideline
e_8063b6d0c793,transverse mesocolon,部位,部位,"""""An anatomical structure used as a reference point for classifying the site of perforation in abdominal infections.""""",guideline
e_e29eedd23759,community-acquired infections,流行病学,流行病学,"""""Community-acquired infections are infections acquired outside of healthcare settings. They are a major reason for the increased incidence of ESBL-E in the US.""""<SEP>""""Infections acquired from the community, with reported rates of multidrug resistance similar to hospital-acquired infections.""""<SEP>""""Inf",guideline
e_a082c99d7303,early-onset hospital-acquired infections,流行病学,流行病学,"""""Hospital-acquired infections occurring within 7 days of admission, with reported rates of multidrug resistance.""""",guideline
e_5070c2984ab7,late-onset hospital-acquired infections,流行病学,流行病学,"""""Hospital-acquired infections occurring after 7 days of admission, with reported rates of multidrug resistance.""""",guideline
e_23a434c083ac,prolonged length of hospital stay,流行病学,流行病学,"""""A widely recognized risk factor for ICU-acquired intra-abdominal candidiasis (IAC).""""",guideline
e_6e155f0f2f52,previous antibiotic treatment,流行病学,流行病学,"""""A widely recognized risk factor for ICU-acquired intra-abdominal candidiasis (IAC).""""",guideline
e_486ca449f036,upper gastrointestinal tract origin of peritonitis,流行病学,流行病学,"""""A potential predictor for ICU-acquired intra-abdominal candidiasis (IAC).""""",guideline
e_e88f7f65be32,intraoperative cardiovascular failure,流行病学,流行病学,"""""A potential predictor for ICU-acquired intra-abdominal candidiasis (IAC).""""",guideline
e_c2652b2011f8,fundicu initiative,指南建议,指南建议,"""""An ongoing initiative aimed at developing standard definitions for invasive fungal diseases in ICU patients, which will help delineate a clear definition of IAC.""""",guideline
e_9feb204100e1,complicated intra-abdominal infection (iai),疾病,疾病,"""""An infection that extends beyond the hollow viscus of origin into the peritoneal space, associated with abscess formation or peritonitis, as defined by IDSA.""""",guideline
e_f79e0297bfa6,bartonella species,其他治疗,其他治疗,"""""Culture is difficult for Bartonella species, requiring specific conditions (hemin, CO2), and is rarely successful from blood.""""",guideline
e_b2df22a88c4f,peritoneum,部位,部位,"""""Affected in aspergillus peritonitis, often associated with peritoneal dialysis.""""<SEP>""""Anatomical location where CRE peritonitis occurs.""""<SEP>""""The membrane lining the abdominal cavity, involved in peritonitis.""""<SEP>""""Target tissue for Aspergillus peritonitis; biopsy may be required for diagnosis.""""<SE","guideline,llm_inferred"
e_40a3f6801a81,aerobic bacteria,病原体,病原体,"""""Bacteria requiring oxygen for growth, involved in mixed odontogenic infections.""""<SEP>""""Bacteria that require oxygen for growth, including both Gram-positive and Gram-negative types.""""<SEP>""""Bacteria that require oxygen to grow, part of the spectrum of pathogens in abdominal infections.""""<SEP>""""Bacteria ",guideline
e_1d098526f140,local microbiological epidemiology,流行病学,流行病学,"""""An always updated knowledge of local microbiological patterns essential to guide correct empirical antibiotic choices.""""<SEP>""""The pattern of pathogens and their resistance profiles in a specific geographic area or hospital, essential for guiding correct empirical antibiotic choices in IAI.""""<SEP>""""The",guideline
e_6271391f1a40,empirical antibiotic choices,其他治疗,其他治疗,"""""An always updated knowledge of the local microbiological epidemiology appears essential to guide correct empirical antibiotic choices.""""",guideline
e_9379fa27128f,underlying conditions,疾病,疾病,"""""Factors affecting mortality rates in mucormycosis.""""<SEP>""""Pre-existing health issues, such as liver or pulmonary disease, that increase the risk of MDR infections.""""<SEP>""""Pre-existing diseases or states (e.g., malignancy, diabetes) that affect the prognosis of mucormycosis.""""<SEP>""""Pre-existing health ",guideline
e_49390abe836b,candida spp.,病原体,病原体,"""""A fungus causing ocular infections, diagnosed via direct fluorescent antibody staining or culture.""""<SEP>""""A genus of fungi commonly causing superinfection of the pancreas.""""<SEP>""""A genus of fungi commonly causing superinfection of the pancreas.""""|>7<SEP>""""Candida species are the most common cause of ke",guideline
e_f09da15b7e56,direct fluorescent antibody staining,检查,检查,"""""A technique using fluorescent antibodies to detect fungi like Candida spp. and Aspergillus spp.""""",guideline
e_f3bd7bf83356,corneal transplantation,手术治疗,手术治疗,"""""Corneal transplantation is a surgical procedure where the lack of antifungal agents in the cornea holding medium leads to a high rate of Candida spp. keratitis.""""",guideline
e_6957f2e0a8eb,calcofluor-koh staining,检查,检查,"""""一种染色方法，用于检测Candida spp.，通常与真菌培养结合使用。""""",guideline
e_010e6deba5d6,fungal culture,检查,检查,"""""A diagnostic method for Aspergillus, though often negative in CCPA.""""<SEP>""""A diagnostic method for identifying Aspergillus, though often negative in CCPA patients.""""<SEP>""""A diagnostic method.""""<SEP>""""Culture of sputum for fungal growth.""""<SEP>""""Culture of sputum to isolate Aspergillus.""""<SEP>""""Diagnostic m",guideline
e_9c935c3b7959,yeast,病原体,病原体,"""""A type of fungus for which swab specimens are acceptable, as specified in Table 1.""""<SEP>""""A type of fungus for which swab specimens are acceptable, with specific transport requirements outlined in Table 1.""""<SEP>""""Fungal microorganisms (e.g., Candida species) causing vulvovaginal candidiasis (VVC), di",guideline
e_b1b5af9b1150,peritoneal dialysis-associated peritonitis (pdap),疾病,疾病,"""""Blood culture bottles are used for automated detection of pathogens from peritoneal fluid in PDAP.""""<SEP>""""Cell count and differential are performed on dialysate in PDAP.""""<SEP>""""Cytospin technique is used for Gram stain evaluation of dialysate in PDAP.""""<SEP>""""Dialysate is collected for concentration an",guideline
e_451b39dcc9eb,fungal infections,疾病,疾病,"""""Fungal infections are the target conditions being prevented and treated in the text, particularly in immunocompromised patients.""""<SEP>""""Fungal infections, such as those caused by Aspergillus spp. and dematiaceous fungi, can affect the respiratory tract. They are diagnosed using specific stains like ","guideline,llm_inferred"
e_4b1efcb8ce50,biopsy,检查,检查,"**BIOPSY** is an invasive diagnostic procedure used to obtain tissue samples from the body for microscopic, histopathological, and mycological examination. It is a primary method for definitively diagnosing a wide range of infectious and non-infectious conditions by providing direct evidence of tiss",guideline
e_63a45c07a13a,sinus tissue,部位,部位,"""""Tissue in the sinus cavities, used as a sample for fungal infection diagnosis.""""",guideline
e_d7955927abef,terbinafine,西药,西药,"""""An antifungal medication used for nail and skin infections, with minimal liver metabolism but potential hepatotoxicity in rare cases.""""<SEP>""""Antifungal sometimes used in combination therapy.""""<SEP>""""Antifungal used in combination.""""<SEP>""""An antifungal medication used to treat fungal infections of the s",guideline
e_599ee98ff3da,initial surgery,手术治疗,手术治疗,"""""The first surgical intervention, serving as a baseline for comparing the emergence of MDR bacteria in subsequent reoperations.""""",guideline
e_6f26d8fb361c,再手术,手术治疗,手术治疗,"""""The first subsequent surgical intervention after the initial surgery, showing increased proportions of MDR bacteria compared to the initial surgery."""" | """"再手术是指肝移植术后因并发症等原因需要再次进行的手术。它是肝移植受者合并侵袭性念珠菌感染的危险因素。""""",guideline
e_42e8ba4a6349,second reoperation,手术治疗,手术治疗,"""""The second subsequent surgical intervention, with further increased proportions of MDR bacteria compared to the initial surgery.""""",guideline
e_d0eedb77c216,third reoperation,手术治疗,手术治疗,"""""The third subsequent surgical intervention, showing the highest proportions of MDR bacteria, reaching 100% in some categories.""""",guideline
e_131546d39640,gram-positive microbes,病原体,病原体,"""""A category of bacteria including species like Enterococcus and Staphylococcus, with increasing MDR proportions across reoperations.""""",guideline
e_f9a97a701e34,coagulase-positive and negative staphylococcus,病原体,病原体,"""""A category of Staphylococcus species, with MDR proportions increasing from 10% at initial surgery to 80% at the third reoperation.""""",guideline
e_6294b11a706d,gram-negative microbes,病原体,病原体,"""""A category of bacteria including Enterobacteriaceae and non-fermenting Gram-negative bacilli, with MDR proportions increasing across reoperations.""""",guideline
e_8c345059ac57,amarcand cohort,流行病学,流行病学,"""""A prospective, multicenter cohort study where Candida albicans was responsible for 58% of IAC cases.""""",guideline
e_249a6ff6a787,candida osteomyelitis,疾病,疾病,"""""Candida osteomyelitis is a bone infection caused by Candida species, typically presenting with subacute to chronic course.""""<SEP>""""Candida osteomyelitis is a bone infection treated with 6-12 months of antifungal therapy and possible surgical debridement.""""",guideline
e_579d28a583a6,vulvovaginal candidiasis,疾病,疾病,"""""A fungal infection caused by Candida species, primarily Candida albicans, characterized by symptoms like pruritus, irritation, vaginal soreness, external dysuria, and dyspareunia, often with vulvar edema, erythema, excoriation, fissures, and a white, thick, curdlike vaginal discharge.""""<SEP>""""Vulvova",guideline
e_53ea2e4e18cc,recurrent vulvovaginal candidiasis,疾病,疾病,"""""Defined as ≥4 episodes of symptomatic infection within one year, usually caused by azole-susceptible C. albicans. Contributing factors like diabetes are rare. Treatment involves induction and maintenance therapy.""""<SEP>""""Recurrent vulvovaginal candidiasis requires extended treatment with 10-14 days o",guideline
e_7114229c1c1d,fluconazole resistance,流行病学,流行病学,"""""A consequence of previous repeated and long-term exposure to fluconazole or other azoles, particularly in patients with advanced immunosuppression and low CD4 counts.""""<SEP>""""Fluconazole resistance is frequently found among echinocandin-resistant isolates, complicating therapeutic choices.""""",guideline
e_6fc6e436ad36,healthcare-associated complicated iai,疾病,疾病,"""""A term used by IDSA to summarize postoperative intra-abdominal infections, including nosocomial cases.""""",guideline
e_e4c98450a245,postoperative intra-abdominal infections,其他治疗,其他治疗,"""""Postoperative intra-abdominal infections are summarized under the term healthcare-associated complicated IAI by IDSA.""""",guideline
e_bbcf300238d6,mycobacterium spp.,病原体,病原体,"""""Mycobacterium species, slow-growing organisms that should be evaluated for if culture results are negative in the presence of infection indicators. They can cause disseminated disease.""""",guideline
e_123af316cca4,neisseria gonorrhoeae,病原体,病原体,"""""A bacterium causing gonorrhea, diagnosed via NAAT or aerobic culture from rectal swabs.""""<SEP>""""A bacterium causing pharyngitis in limited epidemiologic settings. Screening is recommended in at-risk populations using NAATs.""""<SEP>""""A bacterium causing septic arthritis, particularly in sexually active i",guideline
e_c73ca7903d0b,genitourinary microbiota,病原体,病原体,"""""Microbiota from the genitourinary tract, a common source of invading microorganisms causing secondary peritonitis.""""",guideline
e_1afb589dd2c1,gastrointestinal microbiota,病原体,病原体,"""""Microbiota from the gastrointestinal tract, a common source of invading microorganisms causing secondary peritonitis.""""",guideline
e_f55ae33a4b5e,iatrogenic trauma,流行病学,流行病学,"""""Iatrogenic trauma, a cause of secondary peritonitis.""""",guideline
e_037bbc036946,accidental trauma,流行病学,流行病学,"""""Accidental trauma, a cause of secondary peritonitis.""""",guideline
e_879c1e95413f,perforated appendix,疾病,疾病,"""""Perforated appendix, a cause of secondary peritonitis.""""",guideline
e_09a5b6f579d4,diverticuli,疾病,疾病,"""""Diverticuli (diverticulitis), a cause of secondary peritonitis.""""",guideline
e_01ea2f564f17,typhlitis,疾病,疾病,"""""Inflammation of the cecum (typhlitis), also known as neutropenic enterocolitis, a serious condition in immunocompromised patients.""""<SEP>""""Inflammation of the cecum, also known as neutropenic enterocolitis, often occurring in immunocompromised patients.""""<SEP>""""Typhlitis (neutropenic enterocolitis), a ",guideline
e_502504c49cbd,intra-abdominal abscess,疾病,疾病,"""""A general term for abscesses within the abdominal cavity, which includes postoperative intra-abdominal abscesses.""""<SEP>""""Intra-abdominal abscess, a cause and complication of secondary peritonitis.""""<SEP>""""A localized collection of pus within the abdomen, a specific infectious complication monitored in",guideline
e_b17035a5e320,bariatric surgery,手术治疗,手术治疗,"""""Bariatric surgery, a procedure that can cause secondary peritonitis due to complications, often involving gram-positive cocci and yeast (Candida spp.).""""",guideline
e_da39644d3c6d,anaerobic microbiota,病原体,病原体,"""""Anaerobic microbiota often involved in the polymicrobic nature of secondary peritonitis.""""",guideline
e_318645ff49fe,aerobic and anaerobic gramnegative rods,病原体,病原体,"""""Common etiologies for secondary peritonitis, including Bacteroides spp., E. coli, and Klebsiella spp.""""",guideline
e_370002e4d02d,klebsiella spp.,病原体,病原体,"""""A Gram-negative bacterium, commonly found in PDAP and pyogenic liver abscesses.""""<SEP>""""A genus of bacteria, part of the gastrointestinal microbiota, commonly causing superinfection of the pancreas.""""<SEP>""""A genus of bacteria, part of the gastrointestinal microbiota, commonly causing superinfection of","guideline,llm_inferred"
e_103cfd95460e,gram-positive microbiota,病原体,病原体,"""""Common etiologies for secondary peritonitis, including Clostridium spp., Enterococcus spp., Bifidobacterium spp., and Peptostreptococcus spp.""""",guideline
e_cf93d46ec529,clostridium spp.,病原体,病原体,"""""A genus of bacteria, found in pyogenic liver abscesses.""""<SEP>""""Clostridium species, a gram-positive microbiota involved in secondary peritonitis.""""",guideline
e_ce85052f8f4a,bifidobacterium spp.,病原体,病原体,"""""Bifidobacterium species, a less common gram-positive microbiota involved in secondary peritonitis.""""",guideline
e_db4fa9eea72b,peptostreptococcus spp.,病原体,病原体,"""""Peptostreptococcus species, a less common gram-positive microbiota involved in secondary peritonitis.""""",guideline
e_4bafd30f5275,multidrug resistant organisms,病原体,病原体,"""""Multidrug resistant organisms, a concern in obese patients with prior antibiotic exposure.""""",guideline
e_8506bf6a9c41,blood culture bottles,检查,检查,"""""A diagnostic approach for disease.""""<SEP>""""Blood culture bottles are containers used in blood culture systems to hold blood samples for microbial growth, with aerobic and anaerobic types.""""<SEP>""""Blood culture bottles are used to culture synovial fluid and tissues for the ideal recovery of pathogens, s",guideline
e_2359070133f8,cytomegalovirus (cmv),病原体,病原体,"""""A herpesvirus commonly encountered in the US.""""<SEP>""""A herpesvirus that causes significant morbidity in immunocompromised patients and is a risk factor for invasive aspergillosis.""""<SEP>""""A virus that can cause serious infections in immunocompromised patients. CMV infection is a recognized risk factor",guideline
e_4af4c82f95ee,beta-hemolytic streptococcus spp.,病原体,病原体,"""""Beta-hemolytic Streptococcus species, recognized pathogenic organisms for which selective identification is recommended in polymicrobic peritonitis.""""",guideline
e_22c9315db39e,multi-drug-resistant organism,病原体,病原体,"""""Multi-drug-resistant organism, recognized pathogenic organisms for which selective identification is recommended in polymicrobic peritonitis.""""",guideline
e_2eeb66ae91c5,vancomycin-resistant enterococcus spp. (vre),病原体,病原体,"""""Vancomycin-resistant Enterococcus species, recognized pathogenic organisms for which selective identification is recommended in polymicrobic peritonitis.""""",guideline
e_45b9e98b674b,intra-abdominal compartment syndrome,症状,症状,"""""A clinically evident risk factor for the development of tertiary peritonitis.""""<SEP>""""A condition that is a clinically evident risk factor for the development of tertiary peritonitis, as mentioned in the text.""""",guideline
e_c91108630769,open abdomen treatment,其他治疗,其他治疗,"""""A clinically evident risk factor for the development of tertiary peritonitis.""""<SEP>""""A treatment approach that is a clinically evident risk factor for the development of tertiary peritonitis.""""<SEP>""""Open abdomen treatment（开腹治疗）是第三级腹膜炎发展的临床显著风险因素，也是一种用于治疗危重腹腔内脓毒症患者的可行选择。""""",guideline
e_ba674df36bce,intraabdominal compartment syndrome,疾病,疾病,"""""Intraabdominal compartment syndrome（腹腔内高压综合征）是第三级腹膜炎发展的临床显著风险因素。""""",guideline
e_ef34962d611d,abdominal ct scan,检查,检查,"""""Abdominal CT scan（腹部CT扫描）是评估第三级腹膜炎的强制性检查手段，用于避免不必要且潜在有害的手术。""""",guideline
e_b7d95258c07c,intra-abdominal abscesses,疾病,疾病,"""""Intra-abdominal abscesses, a potential indicator of tertiary peritonitis.""""<SEP>""""Localized collections of pus within the abdominal cavity, where minimally invasive treatment criteria are a subject of research.""""",guideline
e_6be578847c2b,biofilm-producing bacteria,病原体,病原体,"""""Bacteria producing biofilms, such as coagulase-negative Staphylococcus spp., associated with tertiary peritonitis.""""",guideline
e_eeb4c693b4f7,filamentous fungi,病原体,病原体,"""""A group of fungi that grow in long, thread-like structures (hyphae). Aspergillus is a prominent member, and these fungi are common environmental contaminants that can cause invasive infections.""""<SEP>""""A type of fungal pathogen that can be definitively diagnosed using histopathology.""""<SEP>""""Filamentou",guideline
e_7d44b39667c7,anti-infective therapy,药物,药物,"""""Therapy used in combination with interventional measures to treat postoperative intra-abdominal abscesses.""""<SEP>""""Therapy used to treat infections, specifically mentioned in the treatment of postoperative intra-abdominal abscesses.""""",guideline
e_011cdcedde8d,postoperative secondary peritonitis,疾病,疾病,"""""A nosocomial peritonitis form following a previous intervention, requiring surgical intervention, with examples like anastomotic leakage after colorectal resection.""""<SEP>""""A type of IAI occurring after surgery (including trauma and intervention), characterized by hemodynamic instability and high ris",guideline
e_17b27c9cf769,primary cutaneous infection,疾病,疾病,"""""Form of cutaneous aspergillosis where surgical intervention may be a useful adjunct to antifungal therapy.""""",guideline
e_419b981d8c05,candida urinary tract infection associated with fungus balls,疾病,疾病,"""""Candida urinary tract infection associated with fungus balls requires surgical intervention.""""",guideline
e_eca3bac50466,fungus balls,症状,症状,"""""Fungus balls are a complication associated with Candida urinary tract infections.""""<SEP>""""Fungus balls in the urinary tract require surgical intervention for treatment.""""",guideline
e_92cc6c024381,candida urinary tract infection,疾病,疾病,"""""Candida urinary tract infection is associated with fungus balls and requires specific treatments.""""",guideline
e_2cd716e0075a,anastomotic leakage,症状,症状,"""""A complication following colorectal resection, serving as an example of postoperative secondary peritonitis.""""",guideline
e_9f6d8deb8000,colorectal resection,手术治疗,手术治疗,"""""A specific surgical procedure where anastomotic leakage can occur, leading to postoperative secondary peritonitis.""""<SEP>""""A surgical procedure where anastomotic leakage can occur, leading to postoperative secondary peritonitis.""""",guideline
e_0055ab28f28f,vac negative pressure (vacuum-assisted) treatment,诊疗技术及设备,诊疗技术及设备,"""""A treatment method mentioned in the context of managing postoperative intra-abdominal infections, possibly related to handling leakage or abscesses.""""",guideline
e_593c3db9bca3,guidance documents,指南建议,指南建议,"""""Documents from IDSA on treating 3GcephRE, CRE, DTR P. aeruginosa, and CRAB.""""<SEP>""""Documents from IDSA on treating multidrug-resistant pathogens, differing from current guidelines.""""<SEP>""""Narrowly focused documents developed by IDSA as an alternative to comprehensive guidelines, addressing specific c",guideline
e_187a421c756a,idsa panel,科室,科室,"""""A group of six infectious diseases specialists who developed this guidance document through web-based meetings and consensus.""""",guideline
e_9a6224068742,grade framework,指南建议,指南建议,"""""A systematic approach for grading evidence and strength of recommendations, used by IDSA.""""<SEP>""""The methodology used by the IDSA panel to evaluate evidence and formulate recommendations.""""<SEP>""""The Grading of Recommendations, Assessment, Development, and Evaluation framework used to develop guidelin",guideline
e_2519a57c2a34,microbiology laboratory,科室,科室,"""""Lab consulted for guidance on specimen collection, handling, and testing for viral infections.""""<SEP>""""Laboratory performing microbiological testing, including cultures and Gram stains.""""<SEP>""""Laboratory responsible for performing antimicrobial susceptibility testing, urine cultures, and other diagnos",guideline
e_7450b869b9a6,clinical practice guidelines,指南建议,指南建议,"""""Authoritative recommendations for diagnosis and treatment, as published by IDSA for aspergillosis.""""<SEP>""""Comprehensive documents developed by IDSA to address rapidly evolving topics like AMR, utilizing the GRADE framework for evidence grading.""""<SEP>""""Formal documents based on systematic literature r",guideline
e_2cc212a2aceb,grade methodology,检查,检查,"""""A systematic methodology used to generate new or updated clinical practice guidelines based on systematic literature reviews; however, its prolonged timelines limit the ability to address rapidly evolving topics like antimicrobial resistance (AMR). (Note: This is a duplicate of the earlier entity '",guideline
e_b645b8d68329,antimicrobial resistance (amr),流行病学,流行病学,"""""A global crisis characterized by bacteria developing resistance to antimicrobial agents, causing an estimated 1.3 million deaths internationally in 2019 and over 2.8 million infections and 35,000 deaths annually in the United States from 2012 through 2017.""""<SEP>""""A global crisis involving the resist",guideline
e_caac6aa8fff4,"grade (grading of recommendations assessment, development, and evaluation)",诊疗技术及设备,诊疗技术及设备,"""""A framework used by IDSA guidelines to formally grade evidence, unlike the guidance documents which do not include formal grading.""""<SEP>""""Rigorous criteria used for developing clinical practice guidelines, noted as a limitation for rapid updates in AMR topics.""""",guideline
e_2ddc242f7a24,web-based meetings,诊疗技术及设备,诊疗技术及设备,"""""Method used by the IDSA panel to develop treatment questions and answers for each pathogen group.""""<SEP>""""Method used by the IDSA panel to develop treatment questions and answers.""""<SEP>""""The method used by the panel to develop treatment questions and corresponding answers for each pathogen group.""""",guideline
e_e75e585d6fe8,strategic plan,指南建议,指南建议,"""""IDSA's 2019 plan identifying guideline development as a top initiative.""""",guideline
e_2d23c67d2604,treatment questions,指南建议,指南建议,"""""Commonly encountered clinical questions developed by the panel of six infectious diseases specialists to address the management of antimicrobial-resistant infections.""""<SEP>""""Questions developed by the IDSA panel to address common clinical scenarios in treating antimicrobial-resistant infections.""""<SE",guideline
e_aa70f9e629a5,antimicrobial-resistant (amr) infections,疾病,疾病,"""""Infections caused by pathogens resistant to antimicrobial drugs, representing a global crisis with high morbidity and mortality.""""",guideline
e_5fcccacb66f8,"rapid tests (e.g., pcr)",检查,检查,"""""Diagnostic methods (e.g., Polymerase Chain Reaction) requiring high-level clinical evidence for their impact on therapeutic choices and outcomes in postoperative IAI.""""<SEP>""""Novel rapid phenotypic/molecular tests whose role in diagnosing bacterial and fungal postoperative IAI needs further evaluatio",guideline
e_18d7f98e92db,anaerobic organisms,病原体,病原体,"""""Pathogens of interest for future research to improve diagnostic sensitivity using molecular methods.""""",guideline
e_b570b5ab94fa,non-surgical treatment,其他治疗,其他治疗,"""""An alternative to surgical treatment for postoperative secondary peritonitis, such as using negative pressure therapy for leaks.""""<SEP>""""Medical management without surgical intervention for selected patients.""""",guideline
e_4b0d0024bdc0,oral antibiotic regimen,西药,西药,"""""Oral antibiotic treatment with failure rates similar to intravenous regimens, potentially reducing hospitalization time.""""",guideline
e_d222582e085f,clinical presentation,症状,症状,"""""A factor considered in the risk-benefit analysis for targeting CRAB and S. maltophilia.""""<SEP>""""One of the aspects contributing to the heterogeneity of postoperative IAI.""""<SEP>""""Symptoms and signs of mucormycosis, such as facial swelling, black eschar, or respiratory distress, implied in the text.""""<SE",guideline
e_4b00a8c6a13f,specific vector-borne infections,疾病,疾病,"""""Diseases transmitted by arthropods that should be tested for in symptomatic patients guided by clinical presentation and exposure history.""""",guideline
e_7d8b220a176e,laparotomy,手术治疗,手术治疗,"""""A surgical procedure implied in the context of surgical interventions for intra-abdominal infections.""""<SEP>""""An open surgical procedure of the abdomen, specifically used for trauma; the setting for studies on ertapenem prophylaxis.""""",guideline
e_f69691e0ea87,post-operative antibiotic agents,其他治疗,其他治疗,"""""Post-operative antibiotic agents (e.g., cefuroxime plus metronidazole) are used to prevent intra-abdominal abscesses.""""",guideline
e_03e09eecb2fb,神经外科,科室,科室,"""""使用外科引流的科室之一。""""<SEP>""""指治疗神经系统外科疾病的科室。""""<SEP>""""神经外科是负责脑膜炎并发症（如脑脓肿、硬膜下积脓）手术治疗的科室。""""<SEP>""""神经外科负责处理脑膜炎相关的手术治疗，如脑室引流、分流装置调整等。""""",guideline
e_14e00107da3b,骨科,科室,科室,"""""Orthopedic consultation is considered during wound assessment for DFI patients.""""<SEP>""""使用外科引流的科室之一。""""<SEP>""""治疗骨关节真菌感染的科室。""""<SEP>""""负责诊治骨关节感染并进行外科清创的科室。""""<SEP>""""进行骨科手术的科室，涉及全身性抗生素预防。""""",guideline
e_ec333f2d404a,乳腺外科,科室,科室,"""""使用外科引流的科室之一。""""",guideline
e_a8f5b755d6a7,扁桃体周喉棒状杆菌,其他治疗,其他治疗,"""""两者常混合感染引起扁桃体周围炎或脓肿。""""",guideline
e_f86b6dc45a8e,硬膜下积脓,疾病,疾病,"""""Subdural empyema (硬膜下积脓) is a central nervous system infection treated with antibiotics like aminoglycosides and β-lactams.""""<SEP>""""硬膜下积脓是硬膜下腔的脓液积聚，常由鼻窦炎或中耳炎播散引起，治疗与原发性脑脓肿相同，严重时需外科引流。""""<SEP>""""颅内硬膜下腔的化脓性感染，是脑脓肿的并发症，治疗与原发性脑脓肿相同，严重时需外科引流。""""",guideline
e_5cb5753d031e,多器官功能障碍综合征,疾病,疾病,"""""多器官功能障碍综合征是由持续的腹腔内感染引起的严重并发症。""""",guideline
e_5f1f0513ed2f,按需再剖腹手术,手术治疗,手术治疗,"""""按需再剖腹手术是根据患者临床状况决定是否进行的再剖腹手术策略。""""",guideline
