head,head_type,relation,tail,tail_type,source,description,weight,confidence
两性霉素b胆固醇硫酸酯复合物,西药,适应症,抗真菌治疗分为诱导期、巩固期和维持期三个阶段,指南建议,guideline,"""两性霉素B胆固醇硫酸酯复合物是抗真菌治疗诱导期的药物之一。""<SEP>""抗真菌治疗分为诱导期、巩固期和维持期三个阶段，两性霉素B胆固醇硫酸酯复合物是诱导期治疗的药物之一。""",16.0,1.0
两性霉素b胆固醇硫酸酯复合物,西药,推荐用药,不论疾病严重程度如何,指南建议,guideline,"""不论疾病严重程度如何，均首选两性霉素B类药物。""<SEP>""不论疾病严重程度如何，诱导期均首选两性霉素B类药物。""",16.0,1.0
两性霉素b胆固醇硫酸酯复合物,西药,推荐用药,首选两性霉素b脱氧胆酸盐（amb-d）,指南建议,guideline,"""首选两性霉素B脱氧胆酸盐（AmB-D）是诱导期治疗的推荐药物之一。""",16.0,1.0
两性霉素b胆固醇硫酸酯复合物,西药,推荐用药,或两性霉素b脂质体（l-amb）,指南建议,guideline,"""或两性霉素B脂质体（L-AmB）是诱导期治疗的推荐药物之一。""",16.0,1.0
两性霉素b胆固醇硫酸酯复合物,西药,注意事项,药物逐步加量过程可在患者耐受良好的情况下尽快增加至标准治疗剂量,指南建议,guideline,"""药物逐步加量过程可在患者耐受良好的情况下尽快增加至标准治疗剂量是两性霉素B胆固醇硫酸酯复合物治疗的重要原则。""<SEP>""药物逐步加量过程可在患者耐受良好的情况下尽快增加至标准治疗剂量，是诱导期治疗的重要原则。""",16.0,1.0
两性霉素b胆固醇硫酸酯复合物,西药,相关,如果加量过程耗时过长,指南建议,guideline,"""如果加量过程耗时过长，可适当延长诱导期疗程。""",14.0,1.0
两性霉素b胆固醇硫酸酯复合物,西药,相关,或因耐受性原因导致给药剂量偏小时,指南建议,guideline,"""或因耐受性原因导致给药剂量偏小时，可适当延长诱导期疗程。""",14.0,1.0
两性霉素b胆固醇硫酸酯复合物,西药,相关,可适当延长诱导期疗程,指南建议,guideline,"""可适当延长诱导期疗程是应对加量过程耗时过长或给药剂量偏小的策略。""",14.0,1.0
两性霉素b胆固醇硫酸酯复合物,西药,同义词,两性霉素b胆固醇硫酸酯复合物（amphotericinb cholesteryl sulfate complex）,西药,guideline,"""两性霉素B胆固醇硫酸酯复合物（AmphotericinB cholesteryl sulfate complex）是两性霉素B胆固醇硫酸酯复合物的全称。""",20.0,1.0
两性霉素b胆固醇硫酸酯复合物,西药,成份,由两性霉素b与胆固醇硫酸酯钠按1∶1（分子摩尔比）制备而成,药物,guideline,"""由两性霉素B与胆固醇硫酸酯钠按1∶1（分子摩尔比）制备而成是两性霉素B胆固醇硫酸酯复合物的制备方法。""",14.0,1.0
两性霉素b胆固醇硫酸酯复合物,西药,药品分类,盘状纳米粒子胶体分散体,药物,guideline,"""盘状纳米粒子胶体分散体是两性霉素B胆固醇硫酸酯复合物的制剂形式。""",14.0,1.0
两性霉素b胆固醇硫酸酯复合物,西药,药代动力学,该药物在体内可快速分布到网状内皮系统,流行病学,guideline,"""该药物在体内可快速分布到网状内皮系统，有助于药物靶向感染部位。""",14.0,1.0
两性霉素b胆固醇硫酸酯复合物,西药,注意事项,肾脏分布少,流行病学,guideline,"""肾脏分布少是该药物的优势之一，可能减少肾毒性。""",14.0,1.0
两性霉素b胆固醇硫酸酯复合物,西药,推荐剂量,常用剂量为 3 ~ 5 mg/kg,指南建议,guideline,"""常用剂量为 3 ~ 5 mg/kg是两性霉素B胆固醇硫酸酯复合物的推荐剂量。""",14.0,1.0
两性霉素b胆固醇硫酸酯复合物,西药,用法用量,1 次/日,指南建议,guideline,"""1 次/日是两性霉素B胆固醇硫酸酯复合物的给药频率。""",14.0,1.0
两性霉素b胆固醇硫酸酯复合物,西药,诊断依据,临床实践显示,诊疗技术及设备,guideline,"""临床实践显示是评估药物疗效和安全性的依据。""",14.0,1.0
诱导期,流行病学,分类,马尔尼菲蓝状菌,病原体,guideline,"""诱导期是抗真菌治疗的第一阶段，针对马尔尼菲蓝状菌感染。""",9.0,1.0
诱导期,流行病学,推荐疗程,静脉滴注两周,其他治疗,guideline,"""静脉滴注两周是诱导期治疗的标准疗程。""",9.0,1.0
诱导期,流行病学,用法用量,逐步加量,其他治疗,guideline,"""逐步加量是诱导期治疗的给药策略。""",8.0,1.0
诱导期,流行病学,推荐剂量,标准治疗剂量,其他治疗,guideline,"""标准治疗剂量是诱导期治疗的目标剂量。""",8.0,1.0
诱导期,流行病学,治疗,快速加量组,流行病学,guideline,"""快速加量组在诱导期治疗中获得更高的2周内真菌清除率。""",14.0,1.0
诱导期,流行病学,治疗,缓慢加量组,流行病学,guideline,"""缓慢加量组在诱导期治疗中2周内真菌清除率较低。""",14.0,1.0
诱导期,流行病学,检查,真菌清除率,流行病学,guideline,"""真菌清除率是评估诱导期治疗疗效的重要指标。""",16.0,1.0
诱导期,流行病学,相关,我国多中心前瞻性队列研究,流行病学,guideline,"""我国多中心前瞻性队列研究评估诱导期治疗加量策略的疗效。""<SEP>""我国多中心前瞻性队列研究评估诱导期治疗的疗效。""",14.0,1.0
诱导期,流行病学,治疗,相较于缓慢加量组,流行病学,guideline,"""相较于缓慢加量组，快速加量组在诱导期治疗中获得更高的2周内真菌清除率。""<SEP>""相较于缓慢加量组，快速加量组获得更高的2周内真菌清除率。""",14.0,1.0
诱导期,流行病学,治疗,快速加量组获得更高的2周内真菌清除率,流行病学,guideline,"""快速加量组获得更高的2周内真菌清除率是诱导期治疗的重要发现。""<SEP>""快速加量组获得更高的2周内真菌清除率，提示快速加量策略的优越性。""",16.0,1.0
诱导期,流行病学,分类,抗真菌治疗分为诱导期、巩固期和维持期三个阶段,指南建议,guideline,"""抗真菌治疗分为诱导期、巩固期和维持期三个阶段，诱导期是第一阶段。""",18.0,1.0
诱导期,流行病学,推荐用药,不论疾病严重程度如何,指南建议,guideline,"""不论疾病严重程度如何，诱导期均首选两性霉素B类药物。""",16.0,1.0
诱导期,流行病学,推荐用药,首选两性霉素b脱氧胆酸盐（amb-d）,指南建议,guideline,"""首选两性霉素B脱氧胆酸盐（AmB-D）是诱导期治疗的推荐药物。""<SEP>""首选两性霉素B脱氧胆酸盐（AmB-D）是诱导期治疗的推荐药物之一。""",17.0,1.0
诱导期,流行病学,推荐用药,或两性霉素b脂质体（l-amb）,指南建议,guideline,"""或两性霉素B脂质体（L-AmB）是诱导期治疗的推荐药物。""<SEP>""或两性霉素B脂质体（L-AmB）是诱导期治疗的推荐药物之一。""",17.0,1.0
诱导期,流行病学,注意事项,药物逐步加量过程可在患者耐受良好的情况下尽快增加至标准治疗剂量,指南建议,guideline,"""药物逐步加量过程可在患者耐受良好的情况下尽快增加至标准治疗剂量是诱导期治疗的重要原则。""<SEP>""药物逐步加量过程可在患者耐受良好的情况下尽快增加至标准治疗剂量，是诱导期治疗的重要原则。""",16.0,1.0
诱导期,流行病学,相关,如果加量过程耗时过长,指南建议,guideline,"""如果加量过程耗时过长，可适当延长诱导期疗程。""",14.0,1.0
诱导期,流行病学,相关,或因耐受性原因导致给药剂量偏小时,指南建议,guideline,"""或因耐受性原因导致给药剂量偏小时，可适当延长诱导期疗程。""",14.0,1.0
诱导期,流行病学,相关,可适当延长诱导期疗程,指南建议,guideline,"""可适当延长诱导期疗程是应对加量过程耗时过长或给药剂量偏小的策略。""",14.0,1.0
诱导期,流行病学,适应症,两性霉素b胆固醇硫酸酯复合物（amphotericinb cholesteryl sulfate complex）,西药,guideline,"""两性霉素B胆固醇硫酸酯复合物是诱导期治疗的药物之一。""",16.0,1.0
诱导期,流行病学,成份,由两性霉素b与胆固醇硫酸酯钠按1∶1（分子摩尔比）制备而成,药物,guideline,"""由两性霉素B与胆固醇硫酸酯钠按1∶1（分子摩尔比）制备而成是两性霉素B胆固醇硫酸酯复合物的制备方法。""",14.0,1.0
诱导期,流行病学,药品分类,盘状纳米粒子胶体分散体,药物,guideline,"""盘状纳米粒子胶体分散体是两性霉素B胆固醇硫酸酯复合物的制剂形式。""",14.0,1.0
诱导期,流行病学,药代动力学,该药物在体内可快速分布到网状内皮系统,流行病学,guideline,"""该药物在体内可快速分布到网状内皮系统，有助于药物靶向感染部位。""",14.0,1.0
诱导期,流行病学,注意事项,肾脏分布少,流行病学,guideline,"""肾脏分布少是该药物的优势之一，可能减少肾毒性。""",14.0,1.0
诱导期,流行病学,推荐剂量,常用剂量为 3 ~ 5 mg/kg,指南建议,guideline,"""常用剂量为 3 ~ 5 mg/kg是两性霉素B胆固醇硫酸酯复合物的推荐剂量。""",14.0,1.0
诱导期,流行病学,用法用量,1 次/日,指南建议,guideline,"""1 次/日是两性霉素B胆固醇硫酸酯复合物的给药频率。""",14.0,1.0
诱导期,流行病学,诊断依据,临床实践显示,诊疗技术及设备,guideline,"""临床实践显示是评估药物疗效和安全性的依据。""",14.0,1.0
诱导期,流行病学,英文名称,隐球菌性脑膜炎,疾病,guideline,"""The induction phase for Cryptococcal meningitis typically involves low-dose Amphotericin B.""",8.0,1.0
诱导期,流行病学,相关,隐球菌脑膜炎,疾病,guideline,"""诱导期是隐球菌脑膜炎治疗的初始阶段，使用强效药物。""<SEP>""诱导期是隐球菌脑膜炎治疗的第一阶段，使用脂质体两性霉素B联合氟胞嘧啶。""",19.0,1.0
快速加量组,流行病学,治疗,马尔尼菲蓝状菌,病原体,guideline,"""快速加量组在马尔尼菲蓝状菌感染抗真菌治疗中获得更高的2周内真菌清除率。""",7.0,1.0
快速加量组,流行病学,治疗,真菌清除率,流行病学,guideline,"""快速加量组获得更高的2周内真菌清除率。""",16.0,1.0
快速加量组,流行病学,相关,我国多中心前瞻性队列研究,流行病学,guideline,"""我国多中心前瞻性队列研究评估快速加量组的疗效。""",14.0,1.0
快速加量组,流行病学,相关,相较于缓慢加量组,流行病学,guideline,"""相较于缓慢加量组，快速加量组获得更高的2周内真菌清除率。""",8.0,1.0
快速加量组,流行病学,相关,快速加量组获得更高的2周内真菌清除率,流行病学,guideline,"""快速加量组获得更高的2周内真菌清除率，提示快速加量策略的优越性。""",9.0,1.0
快速加量组,流行病学,相关,抗真菌治疗分为诱导期、巩固期和维持期三个阶段,指南建议,guideline,"""快速加量组在抗真菌治疗诱导期中使用。""<SEP>""抗真菌治疗分为诱导期、巩固期和维持期三个阶段，快速加量组在诱导期中使用。""",14.0,1.0
快速加量组,流行病学,推荐用药,不论疾病严重程度如何,指南建议,guideline,"""不论疾病严重程度如何，快速加量组均使用两性霉素B类药物。""",14.0,1.0
快速加量组,流行病学,推荐用药,首选两性霉素b脱氧胆酸盐（amb-d）,指南建议,guideline,"""快速加量组首选两性霉素B脱氧胆酸盐（AmB-D）。""",14.0,1.0
快速加量组,流行病学,推荐用药,或两性霉素b脂质体（l-amb）,指南建议,guideline,"""快速加量组或使用两性霉素B脂质体（L-AmB）。""",14.0,1.0
快速加量组,流行病学,注意事项,药物逐步加量过程可在患者耐受良好的情况下尽快增加至标准治疗剂量,指南建议,guideline,"""快速加量组在患者耐受良好的情况下尽快增加至标准治疗剂量。""",16.0,1.0
快速加量组,流行病学,注意事项,如果加量过程耗时过长,指南建议,guideline,"""快速加量组避免加量过程耗时过长。""",14.0,1.0
快速加量组,流行病学,注意事项,或因耐受性原因导致给药剂量偏小时,指南建议,guideline,"""快速加量组避免因耐受性原因导致给药剂量偏小。""",14.0,1.0
快速加量组,流行病学,治疗,可适当延长诱导期疗程,指南建议,guideline,"""快速加量组通常不需要延长诱导期疗程。""",14.0,1.0
快速加量组,流行病学,推荐用药,两性霉素b胆固醇硫酸酯复合物（amphotericinb cholesteryl sulfate complex）,西药,guideline,"""快速加量组使用两性霉素B胆固醇硫酸酯复合物。""",14.0,1.0
快速加量组,流行病学,成份,由两性霉素b与胆固醇硫酸酯钠按1∶1（分子摩尔比）制备而成,药物,guideline,"""快速加量组使用由两性霉素B与胆固醇硫酸酯钠按1∶1（分子摩尔比）制备而成的药物。""",14.0,1.0
快速加量组,流行病学,药品分类,盘状纳米粒子胶体分散体,药物,guideline,"""快速加量组使用盘状纳米粒子胶体分散体制剂。""",14.0,1.0
快速加量组,流行病学,药代动力学,该药物在体内可快速分布到网状内皮系统,流行病学,guideline,"""快速加量组使用的药物在体内可快速分布到网状内皮系统。""",14.0,1.0
快速加量组,流行病学,药代动力学,肾脏分布少,流行病学,guideline,"""快速加量组使用的药物肾脏分布少。""",14.0,1.0
快速加量组,流行病学,推荐剂量,常用剂量为 3 ~ 5 mg/kg,指南建议,guideline,"""快速加量组使用常用剂量为 3 ~ 5 mg/kg的药物。""",14.0,1.0
快速加量组,流行病学,用法用量,1 次/日,指南建议,guideline,"""快速加量组使用1 次/日的给药频率。""",14.0,1.0
快速加量组,流行病学,临床表现,临床实践显示,诊疗技术及设备,guideline,"""临床实践显示快速加量组的疗效。""",14.0,1.0
缓慢加量组,流行病学,临床表现,马尔尼菲蓝状菌,病原体,guideline,"""缓慢加量组在马尔尼菲蓝状菌感染抗真菌治疗中2周内真菌清除率较低。""",7.0,1.0
缓慢加量组,流行病学,临床表现,真菌清除率,流行病学,guideline,"""缓慢加量组2周内真菌清除率较低。""",16.0,1.0
缓慢加量组,流行病学,相关指南,我国多中心前瞻性队列研究,流行病学,guideline,"""我国多中心前瞻性队列研究评估缓慢加量组的疗效。""",14.0,1.0
缓慢加量组,流行病学,相关,相较于缓慢加量组,流行病学,guideline,"""相较于缓慢加量组，快速加量组获得更高的2周内真菌清除率。""",8.0,1.0
缓慢加量组,流行病学,预后,快速加量组获得更高的2周内真菌清除率,流行病学,guideline,"""快速加量组获得更高的2周内真菌清除率，提示缓慢加量组疗效较差。""",8.0,1.0
缓慢加量组,流行病学,治疗,抗真菌治疗分为诱导期、巩固期和维持期三个阶段,指南建议,guideline,"""抗真菌治疗分为诱导期、巩固期和维持期三个阶段，缓慢加量组在诱导期中使用。""<SEP>""缓慢加量组在抗真菌治疗诱导期中使用。""",14.0,1.0
缓慢加量组,流行病学,推荐用药,不论疾病严重程度如何,指南建议,guideline,"""不论疾病严重程度如何，缓慢加量组均使用两性霉素B类药物。""",14.0,1.0
缓慢加量组,流行病学,推荐用药,首选两性霉素b脱氧胆酸盐（amb-d）,指南建议,guideline,"""缓慢加量组首选两性霉素B脱氧胆酸盐（AmB-D）。""",14.0,1.0
缓慢加量组,流行病学,推荐用药,或两性霉素b脂质体（l-amb）,指南建议,guideline,"""缓慢加量组或使用两性霉素B脂质体（L-AmB）。""",14.0,1.0
缓慢加量组,流行病学,注意事项,药物逐步加量过程可在患者耐受良好的情况下尽快增加至标准治疗剂量,指南建议,guideline,"""缓慢加量组加量过程较慢。""",14.0,1.0
缓慢加量组,流行病学,注意事项,如果加量过程耗时过长,指南建议,guideline,"""缓慢加量组加量过程可能耗时过长。""",14.0,1.0
缓慢加量组,流行病学,注意事项,或因耐受性原因导致给药剂量偏小时,指南建议,guideline,"""缓慢加量组可能因耐受性原因导致给药剂量偏小。""",14.0,1.0
缓慢加量组,流行病学,治疗,可适当延长诱导期疗程,指南建议,guideline,"""缓慢加量组可能需要延长诱导期疗程。""",14.0,1.0
缓慢加量组,流行病学,推荐用药,两性霉素b胆固醇硫酸酯复合物（amphotericinb cholesteryl sulfate complex）,西药,guideline,"""缓慢加量组使用两性霉素B胆固醇硫酸酯复合物。""",14.0,1.0
缓慢加量组,流行病学,成份,由两性霉素b与胆固醇硫酸酯钠按1∶1（分子摩尔比）制备而成,药物,guideline,"""缓慢加量组使用由两性霉素B与胆固醇硫酸酯钠按1∶1（分子摩尔比）制备而成的药物。""",14.0,1.0
缓慢加量组,流行病学,药品分类,盘状纳米粒子胶体分散体,药物,guideline,"""缓慢加量组使用盘状纳米粒子胶体分散体制剂。""",14.0,1.0
缓慢加量组,流行病学,药代动力学,该药物在体内可快速分布到网状内皮系统,流行病学,guideline,"""缓慢加量组使用的药物在体内可快速分布到网状内皮系统。""",14.0,1.0
缓慢加量组,流行病学,药代动力学,肾脏分布少,流行病学,guideline,"""缓慢加量组使用的药物肾脏分布少。""",14.0,1.0
缓慢加量组,流行病学,推荐剂量,常用剂量为 3 ~ 5 mg/kg,指南建议,guideline,"""缓慢加量组使用常用剂量为 3 ~ 5 mg/kg的药物。""",14.0,1.0
缓慢加量组,流行病学,用法用量,1 次/日,指南建议,guideline,"""缓慢加量组使用1 次/日的给药频率。""",14.0,1.0
缓慢加量组,流行病学,临床表现,临床实践显示,诊疗技术及设备,guideline,"""临床实践显示缓慢加量组的疗效。""",14.0,1.0
真菌清除率,流行病学,检查,马尔尼菲蓝状菌,病原体,guideline,"""真菌清除率是评估马尔尼菲蓝状菌感染抗真菌治疗疗效的重要指标。""",8.0,1.0
真菌清除率,流行病学,相关指南,我国多中心前瞻性队列研究,流行病学,guideline,"""我国多中心前瞻性队列研究评估真菌清除率。""",14.0,1.0
真菌清除率,流行病学,相关,相较于缓慢加量组,流行病学,guideline,"""相较于缓慢加量组，快速加量组获得更高的2周内真菌清除率。""",16.0,1.0
真菌清除率,流行病学,治疗,快速加量组获得更高的2周内真菌清除率,流行病学,guideline,"""快速加量组获得更高的2周内真菌清除率。""",18.0,1.0
真菌清除率,流行病学,检查,抗真菌治疗分为诱导期、巩固期和维持期三个阶段,指南建议,guideline,"""抗真菌治疗分为诱导期、巩固期和维持期三个阶段，真菌清除率是评估疗效的重要指标。""<SEP>""真菌清除率是评估抗真菌治疗疗效的重要指标。""",16.0,1.0
真菌清除率,流行病学,检查,不论疾病严重程度如何,指南建议,guideline,"""不论疾病严重程度如何，真菌清除率都是评估疗效的重要指标。""",14.0,1.0
真菌清除率,流行病学,相关,首选两性霉素b脱氧胆酸盐（amb-d）,指南建议,guideline,"""真菌清除率是评估首选两性霉素B脱氧胆酸盐（AmB-D）疗效的重要指标。""<SEP>""首选两性霉素B脱氧胆酸盐（AmB-D）是评估真菌清除率的重要药物。""",16.0,1.0
真菌清除率,流行病学,相关,或两性霉素b脂质体（l-amb）,指南建议,guideline,"""或两性霉素B脂质体（L-AmB）是评估真菌清除率的重要药物。""<SEP>""真菌清除率是评估或两性霉素B脂质体（L-AmB）疗效的重要指标。""",16.0,1.0
真菌清除率,流行病学,治疗,药物逐步加量过程可在患者耐受良好的情况下尽快增加至标准治疗剂量,指南建议,guideline,"""药物逐步加量过程可在患者耐受良好的情况下尽快增加至标准治疗剂量，有助于提高真菌清除率。""",16.0,1.0
真菌清除率,流行病学,注意事项,如果加量过程耗时过长,指南建议,guideline,"""如果加量过程耗时过长，可能影响真菌清除率。""",14.0,1.0
真菌清除率,流行病学,注意事项,或因耐受性原因导致给药剂量偏小时,指南建议,guideline,"""或因耐受性原因导致给药剂量偏小时，可能影响真菌清除率。""",14.0,1.0
真菌清除率,流行病学,治疗,可适当延长诱导期疗程,指南建议,guideline,"""可适当延长诱导期疗程以提高真菌清除率。""",14.0,1.0
真菌清除率,流行病学,检查,两性霉素b胆固醇硫酸酯复合物（amphotericinb cholesteryl sulfate complex）,西药,guideline,"""真菌清除率是评估两性霉素B胆固醇硫酸酯复合物疗效的重要指标。""",16.0,1.0
真菌清除率,流行病学,检查,由两性霉素b与胆固醇硫酸酯钠按1∶1（分子摩尔比）制备而成,药物,guideline,"""真菌清除率是评估由两性霉素B与胆固醇硫酸酯钠按1∶1（分子摩尔比）制备而成药物疗效的重要指标。""",14.0,1.0
真菌清除率,流行病学,检查,盘状纳米粒子胶体分散体,药物,guideline,"""真菌清除率是评估盘状纳米粒子胶体分散体制剂疗效的重要指标。""",14.0,1.0
真菌清除率,流行病学,药代动力学,该药物在体内可快速分布到网状内皮系统,流行病学,guideline,"""该药物在体内可快速分布到网状内皮系统，有助于提高真菌清除率。""",14.0,1.0
真菌清除率,流行病学,注意事项,肾脏分布少,流行病学,guideline,"""肾脏分布少可能减少肾毒性，有助于维持真菌清除率。""",14.0,1.0
真菌清除率,流行病学,推荐剂量,常用剂量为 3 ~ 5 mg/kg,指南建议,guideline,"""常用剂量为 3 ~ 5 mg/kg是提高真菌清除率的重要参数。""",14.0,1.0
真菌清除率,流行病学,用法用量,1 次/日,指南建议,guideline,"""1 次/日的给药频率是维持真菌清除率的重要参数。""",14.0,1.0
真菌清除率,流行病学,检查,临床实践显示,诊疗技术及设备,guideline,"""临床实践显示真菌清除率是评估疗效的重要指标。""",14.0,1.0
结核菌素试验,检查,检查,肺结核,疾病,guideline,"""结核菌素试验辅助判断结核感染状态，但不能区分活动性肺结核与潜伏感染。""",7.0,1.0
马尔尼菲蓝状菌,病原体,临床表现,嗜碱性,症状,guideline,"""嗜碱性是马尔尼菲蓝状菌在镜下的染色特征之一。""",8.0,1.0
马尔尼菲蓝状菌,病原体,临床表现,圆形或类圆形酵母样微生物,症状,guideline,"""圆形或类圆形酵母样微生物是马尔尼菲蓝状菌在镜下的形态特征。""",8.0,1.0
马尔尼菲蓝状菌,病原体,临床表现,中央隔膜,症状,guideline,"""中央隔膜是马尔尼菲蓝状菌在镜下的形态特征之一。""",8.0,1.0
马尔尼菲蓝状菌,病原体,临床表现,腊肠状,症状,guideline,"""腊肠状是马尔尼菲蓝状菌在镜下的形态特征之一。""",8.0,1.0
马尔尼菲蓝状菌,病原体,发病部位,细胞内,症状,guideline,"""细胞内是马尔尼菲蓝状菌在镜下的定位特征之一。""",8.0,1.0
马尔尼菲蓝状菌,病原体,发病部位,细胞外,症状,guideline,"""细胞外是马尔尼菲蓝状菌在镜下的定位特征之一。""",8.0,1.0
马尔尼菲蓝状菌,病原体,检查,瑞氏染色,检查,guideline,"""瑞氏染色是病理检查中用于马尔尼菲蓝状菌病原学诊断的染色方法之一。""",7.0,1.0
马尔尼菲蓝状菌,病原体,检查,(1)采血1小滴于载玻片一端，用一推片以35°～45°倾斜推出四周留有适量空隙，可分清头、体、尾的薄血片。血膜长度不少于2.5cm，末梢至玻片另一端尚余空隙约1cm。血膜干后染色。,诊疗技术及设备,guideline,"""吉姆萨染色是病理检查中用于马尔尼菲蓝状菌病原学诊断的染色方法之一。""",7.0,1.0
马尔尼菲蓝状菌,病原体,检查,碘酸-雪夫（pas）染色,检查,guideline,"""碘酸-雪夫（PAS）染色是病理检查中用于马尔尼菲蓝状菌病原学诊断的染色方法之一。""",7.0,1.0
马尔尼菲蓝状菌,病原体,检查,六铵银（gms）染色,检查,guideline,"""六铵银（GMS）染色是病理检查中用于马尔尼菲蓝状菌病原学诊断的染色方法之一。""",7.0,1.0
马尔尼菲蓝状菌,病原体,相关指南,我国多中心前瞻性队列研究,流行病学,guideline,"""我国多中心前瞻性队列研究是评估马尔尼菲蓝状菌感染抗真菌治疗加量策略疗效的研究。""",7.0,1.0
马尔尼菲蓝状菌,病原体,相关,相较于缓慢加量组,流行病学,guideline,"""相较于缓慢加量组，快速加量组获得更高的2周内真菌清除率。""",7.0,1.0
马尔尼菲蓝状菌,病原体,相关,快速加量组获得更高的2周内真菌清除率,流行病学,guideline,"""快速加量组获得更高的2周内真菌清除率，提示快速加量策略的优越性。""",8.0,1.0
马尔尼菲蓝状菌,病原体,治疗,抗真菌治疗分为诱导期、巩固期和维持期三个阶段,指南建议,guideline,"""抗真菌治疗分为诱导期、巩固期和维持期三个阶段，是马尔尼菲蓝状菌感染治疗的标准方案。""",9.0,1.0
马尔尼菲蓝状菌,病原体,推荐用药,不论疾病严重程度如何,指南建议,guideline,"""不论疾病严重程度如何，诱导期均首选两性霉素B类药物。""",8.0,1.0
马尔尼菲蓝状菌,病原体,推荐用药,首选两性霉素b脱氧胆酸盐（amb-d）,指南建议,guideline,"""首选两性霉素B脱氧胆酸盐（AmB-D）是诱导期治疗的推荐药物之一。""",8.0,1.0
马尔尼菲蓝状菌,病原体,推荐用药,或两性霉素b脂质体（l-amb）,指南建议,guideline,"""或两性霉素B脂质体（L-AmB）是诱导期治疗的推荐药物之一。""",8.0,1.0
马尔尼菲蓝状菌,病原体,用法用量,药物逐步加量过程可在患者耐受良好的情况下尽快增加至标准治疗剂量,指南建议,guideline,"""药物逐步加量过程可在患者耐受良好的情况下尽快增加至标准治疗剂量，是诱导期治疗的重要原则。""",8.0,1.0
马尔尼菲蓝状菌,病原体,相关,如果加量过程耗时过长,指南建议,guideline,"""如果加量过程耗时过长，可适当延长诱导期疗程。""",7.0,1.0
马尔尼菲蓝状菌,病原体,相关,或因耐受性原因导致给药剂量偏小时,指南建议,guideline,"""或因耐受性原因导致给药剂量偏小时，可适当延长诱导期疗程。""",7.0,1.0
马尔尼菲蓝状菌,病原体,相关,可适当延长诱导期疗程,指南建议,guideline,"""可适当延长诱导期疗程是应对加量过程耗时过长或给药剂量偏小的策略。""",7.0,1.0
马尔尼菲蓝状菌,病原体,适应症,两性霉素b胆固醇硫酸酯复合物（amphotericinb cholesteryl sulfate complex）,西药,guideline,"""两性霉素B胆固醇硫酸酯复合物是马尔尼菲蓝状菌感染治疗的药物之一。""",8.0,1.0
马尔尼菲蓝状菌,病原体,成份,由两性霉素b与胆固醇硫酸酯钠按1∶1（分子摩尔比）制备而成,药物,guideline,"""由两性霉素B与胆固醇硫酸酯钠按1∶1（分子摩尔比）制备而成是两性霉素B胆固醇硫酸酯复合物的制备方法。""",7.0,1.0
马尔尼菲蓝状菌,病原体,药品分类,盘状纳米粒子胶体分散体,药物,guideline,"""盘状纳米粒子胶体分散体是两性霉素B胆固醇硫酸酯复合物的制剂形式。""",7.0,1.0
马尔尼菲蓝状菌,病原体,药代动力学,该药物在体内可快速分布到网状内皮系统,流行病学,guideline,"""该药物在体内可快速分布到网状内皮系统，有助于药物靶向感染部位。""",7.0,1.0
马尔尼菲蓝状菌,病原体,注意事项,肾脏分布少,流行病学,guideline,"""肾脏分布少是该药物的优势之一，可能减少肾毒性。""",7.0,1.0
马尔尼菲蓝状菌,病原体,推荐剂量,常用剂量为 3 ~ 5 mg/kg,指南建议,guideline,"""常用剂量为 3 ~ 5 mg/kg是两性霉素B胆固醇硫酸酯复合物的推荐剂量。""",7.0,1.0
马尔尼菲蓝状菌,病原体,用法用量,1 次/日,指南建议,guideline,"""1 次/日是两性霉素B胆固醇硫酸酯复合物的给药频率。""",7.0,1.0
马尔尼菲蓝状菌,病原体,诊断依据,临床实践显示,诊疗技术及设备,guideline,"""临床实践显示是评估药物疗效和安全性的依据。""",7.0,1.0
胸膜,部位,同义词,结核性胸膜炎,疾病,guideline,"""结核性胸膜炎 is inflammation of the pleura (胸膜) due to tuberculosis.""<SEP>""结核性胸膜炎是胸膜的结核性炎症。""",19.0,1.0
胸膜,部位,同义词,结核性渗出性胸膜炎,疾病,guideline,"""结核性渗出性胸膜炎 is a type of tuberculous pleurisy affecting the pleura (胸膜).""<SEP>""结核性渗出性胸膜炎是胸膜的结核性炎症，伴有渗出。""",19.0,1.0
胸膜,部位,同义词,胸膜结核瘤,疾病,guideline,"""胸膜结核瘤 is a granulomatous lesion on the pleura (胸膜) due to tuberculosis.""<SEP>""胸膜结核瘤是胸膜上的结核性肉芽肿。""",19.0,1.0
胸膜,部位,相关疾病,brock综合征或graham—burford—mayer综合征,疾病,guideline,"""结核性支气管胸膜瘘 involves an abnormal connection to the pleura (胸膜) from the bronchus.""",9.0,1.0
胸膜,部位,相关疾病,结核性脓胸,疾病,guideline,"""结核性脓胸 is pus accumulation in the pleural space (胸膜) due to tuberculosis.""",9.0,1.0
胸膜,部位,相关疾病,结核性脓气胸,疾病,guideline,"""结核性脓气胸 involves pus and air in the pleural space (胸膜) due to tuberculosis.""",9.0,1.0
胸膜,部位,相关疾病,结核性乳糜胸,疾病,guideline,"""结核性乳糜胸 is accumulation of chyle in the pleural space (胸膜) due to tuberculosis.""",18.0,1.0
胸膜,部位,相关疾病,结核性干性胸膜炎,疾病,guideline,"""结核性干性胸膜炎 is a type of tuberculous pleurisy affecting the pleura (胸膜).""",18.0,1.0
