head,head_type,relation,tail,tail_type,source,description,weight
细菌性脑膜炎,疾病,治疗,急救技术,其他治疗,guideline,"""急救技术（如心肺复苏）是处理细菌性脑膜炎（如重症）的重要手段。""",7.0
细菌性脑膜炎,疾病,治疗,手术技术,手术治疗,guideline,"""手术技术（如脑室腹腔分流术）是治疗细菌性脑膜炎（如并发症）的重要手段。""",8.0
细菌性脑膜炎,疾病,治疗,微创技术,手术治疗,guideline,"""微创技术（如内镜手术）是治疗细菌性脑膜炎（如并发症）的新方向。""",7.0
细菌性脑膜炎,疾病,治疗,介入技术,手术治疗,guideline,"""介入技术（如血管内治疗）是治疗细菌性脑膜炎（如并发症）的新方向。""",6.0
细菌性脑膜炎,疾病,检查,放射技术,诊疗技术及设备,guideline,"""放射技术（如放疗）对细菌性脑膜炎的诊疗作用有限。""",4.0
细菌性脑膜炎,疾病,检查,核医学技术,诊疗技术及设备,guideline,"""核医学技术（如PET-CT）是辅助细菌性脑膜炎（如炎症评估）的新技术。""",6.0
细菌性脑膜炎,疾病,检查,超声技术,诊疗技术及设备,guideline,"""超声技术（如经颅多普勒）是辅助细菌性脑膜炎（如血流评估）的新技术。""",6.0
细菌性脑膜炎,疾病,相关,激光技术,诊疗技术及设备,guideline,"""激光技术对细菌性脑膜炎的诊疗作用有限。""",4.0
细菌性脑膜炎,疾病,相关,冷冻技术,诊疗技术及设备,guideline,"""冷冻技术对细菌性脑膜炎的诊疗作用有限。""",4.0
细菌性脑膜炎,疾病,相关,射频技术,诊疗技术及设备,guideline,"""射频技术对细菌性脑膜炎的诊疗作用有限。""",4.0
细菌性脑膜炎,疾病,相关,微波技术,诊疗技术及设备,guideline,"""微波技术对细菌性脑膜炎的诊疗作用有限。""",4.0
细菌性脑膜炎,疾病,相关,聚焦超声,诊疗技术及设备,guideline,"""聚焦超声对细菌性脑膜炎的诊疗作用有限。""",4.0
细菌性脑膜炎,疾病,相关,光动力疗法,诊疗技术及设备,guideline,"""光动力疗法对细菌性脑膜炎的诊疗作用有限。""",4.0
细菌性脑膜炎,疾病,相关,基因疗法,其他治疗,guideline,"""基因疗法对细菌性脑膜炎的诊疗作用有限。""",4.0
细菌性脑膜炎,疾病,相关,细胞疗法,其他治疗,guideline,"""细胞疗法对细菌性脑膜炎的诊疗作用有限。""",4.0
细菌性脑膜炎,疾病,相关,组织工程,诊疗技术及设备,guideline,"""组织工程对细菌性脑膜炎的诊疗作用有限。""",4.0
细菌性脑膜炎,疾病,预防,生物材料,诊疗技术及设备,guideline,"""生物材料（如抗菌涂层）是预防细菌性脑膜炎（如术后感染）的新方向。""",6.0
细菌性脑膜炎,疾病,治疗,纳米药物,药物,guideline,"""纳米药物是改善细菌性脑膜炎（如脑内递送）的新方向。""",6.0
细菌性脑膜炎,疾病,治疗,靶向药物,西药,guideline,"""靶向药物是治疗细菌性脑膜炎（如针对特定病原体）的新方向。""",6.0
细菌性脑膜炎,疾病,治疗,降阶梯治疗,其他治疗,guideline,"""降阶梯治疗是细菌性脑膜炎（如根据药敏）的重要策略。""",8.0
细菌性脑膜炎,疾病,治疗,对症治疗,其他治疗,guideline,"""对症治疗是细菌性脑膜炎（如控制发热）的重要策略。""",8.0
细菌性脑膜炎,疾病,治疗,病因治疗,其他治疗,guideline,"""病因治疗是细菌性脑膜炎（如清除病原体）的核心策略。""",9.0
细菌性脑膜炎,疾病,治疗,免疫调节,指南建议,guideline,"""免疫调节是细菌性脑膜炎（如控制炎症）的新策略。""",6.0
细菌性脑膜炎,疾病,治疗,抗炎治疗,其他治疗,guideline,"""抗炎治疗是细菌性脑膜炎（如地塞米松）的重要辅助。""",8.0
细菌性脑膜炎,疾病,治疗,脱水治疗,其他治疗,guideline,"""脱水治疗是细菌性脑膜炎（如控制颅内压）的重要辅助。""",8.0
细菌性脑膜炎,疾病,治疗,镇静治疗,其他治疗,guideline,"""镇静治疗是细菌性脑膜炎（如控制惊厥）的重要辅助。""",7.0
细菌性脑膜炎,疾病,治疗,营养治疗,其他治疗,guideline,"""营养治疗是细菌性脑膜炎（如重症患者）的重要辅助。""",7.0
细菌性脑膜炎,疾病,治疗,液体治疗,其他治疗,guideline,"""液体治疗是细菌性脑膜炎（如维持循环）的重要辅助。""",7.0
细菌性脑膜炎,疾病,并发症,电解质紊乱,症状,guideline,"""电解质紊乱是细菌性脑膜炎（如重症）的常见并发症，需纠正。""",7.0
细菌性脑膜炎,疾病,监测指标,酸碱平衡,流行病学,guideline,"""酸碱平衡是细菌性脑膜炎（如重症）的重要监测指标。""",7.0
细菌性脑膜炎,疾病,注意事项,血糖控制,其他治疗,guideline,"""血糖控制是细菌性脑膜炎（如重症）的重要管理内容。""",7.0
细菌性脑膜炎,疾病,注意事项,血压管理,流行病学,guideline,"""血压管理是细菌性脑膜炎（如重症）的重要管理内容。""",7.0
细菌性脑膜炎,疾病,注意事项,呼吸管理,流行病学,guideline,"""呼吸管理是细菌性脑膜炎（如重症）的重要管理内容。""",7.0
细菌性脑膜炎,疾病,注意事项,肾功能保护,流行病学,guideline,"""肾功能保护是细菌性脑膜炎（如使用肾毒性药物）的重要考虑。""",7.0
细菌性脑膜炎,疾病,注意事项,肝功能保护,流行病学,guideline,"""肝功能保护是细菌性脑膜炎（如使用肝毒性药物）的重要考虑。""",7.0
细菌性脑膜炎,疾病,注意事项,胃肠道保护,流行病学,guideline,"""胃肠道保护是细菌性脑膜炎（如使用非甾体抗炎药）的重要考虑。""",7.0
细菌性脑膜炎,疾病,预防措施,血栓预防,其他治疗,guideline,"""血栓预防是细菌性脑膜炎（如重症卧床）的重要措施。""",7.0
细菌性脑膜炎,疾病,预防措施,压疮预防,其他治疗,guideline,"""压疮预防是细菌性脑膜炎（如重症卧床）的重要措施。""",7.0
细菌性脑膜炎,疾病,治疗,康复锻炼,其他治疗,guideline,"""康复锻炼是细菌性脑膜炎（如后遗症）的重要措施。""",7.0
细菌性脑膜炎,疾病,治疗,心理干预,其他治疗,guideline,"""心理干预是细菌性脑膜炎（如重症）的重要辅助。""",6.0
细菌性脑膜炎,疾病,注意事项,社会支持,其他治疗,guideline,"""社会支持是细菌性脑膜炎（如康复期）的重要资源。""",6.0
细菌性脑膜炎,疾病,注意事项,家庭支持,其他治疗,guideline,"""家庭支持是细菌性脑膜炎（如康复期）的重要资源。""",6.0
细菌性脑膜炎,疾病,注意事项,社区资源,其他治疗,guideline,"""社区资源是细菌性脑膜炎（如康复期）的重要支持。""",6.0
细菌性脑膜炎,疾病,治疗,职业康复,其他治疗,guideline,"""职业康复是细菌性脑膜炎（如后遗症）的重要目标。""",6.0
细菌性脑膜炎,疾病,治疗,教育康复,其他治疗,guideline,"""教育康复是细菌性脑膜炎（如儿童后遗症）的重要目标。""",6.0
细菌性脑膜炎,疾病,治疗,社会康复,其他治疗,guideline,"""社会康复是细菌性脑膜炎（如后遗症）的重要目标。""",6.0
细菌性脑膜炎,疾病,治疗,心理康复,其他治疗,guideline,"""心理康复是细菌性脑膜炎（如后遗症）的重要目标。""",6.0
细菌性脑膜炎,疾病,治疗,功能康复,其他治疗,guideline,"""功能康复是细菌性脑膜炎（如后遗症）的重要目标。""",7.0
细菌性脑膜炎,疾病,治疗,疼痛管理,其他治疗,guideline,"""疼痛管理是细菌性脑膜炎（如头痛）的重要辅助。""",7.0
细菌性脑膜炎,疾病,治疗,发热管理,其他治疗,guideline,"""发热管理是细菌性脑膜炎（如发热）的重要辅助。""",8.0
细菌性脑膜炎,疾病,治疗,惊厥管理,其他治疗,guideline,"""惊厥管理是细菌性脑膜炎（如惊厥）的重要辅助。""",8.0
细菌性脑膜炎,疾病,治疗,意识障碍管理,其他治疗,guideline,"""意识障碍管理是细菌性脑膜炎（如昏迷）的重要辅助。""",8.0
细菌性脑膜炎,疾病,治疗,颅神经损伤管理,其他治疗,guideline,"""颅神经损伤管理是细菌性脑膜炎（如听力损失）的重要辅助。""",7.0
细菌性脑膜炎,疾病,治疗,运动障碍管理,其他治疗,guideline,"""运动障碍管理是细菌性脑膜炎（如偏瘫）的重要辅助。""",7.0
细菌性脑膜炎,疾病,治疗,语言障碍管理,其他治疗,guideline,"""语言障碍管理是细菌性脑膜炎（如失语）的重要辅助。""",7.0
细菌性脑膜炎,疾病,治疗,吞咽障碍管理,其他治疗,guideline,"""吞咽障碍管理是细菌性脑膜炎（如球麻痹）的重要辅助。""",7.0
细菌性脑膜炎,疾病,治疗,认知障碍管理,其他治疗,guideline,"""认知障碍管理是细菌性脑膜炎（如记忆力下降）的重要辅助。""",7.0
细菌性脑膜炎,疾病,治疗,情绪障碍管理,其他治疗,guideline,"""情绪障碍管理是细菌性脑膜炎（如抑郁）的重要辅助。""",7.0
细菌性脑膜炎,疾病,治疗,睡眠障碍管理,其他治疗,guideline,"""睡眠障碍管理是细菌性脑膜炎（如失眠）的重要辅助。""",7.0
细菌性脑膜炎,疾病,治疗,疲劳管理,其他治疗,guideline,"""疲劳管理是细菌性脑膜炎（如康复期）的重要辅助。""",7.0
细菌性脑膜炎,疾病,治疗,碱化,其他治疗,guideline,"""碱化是细菌性脑膜炎（如水杨酸中毒）的重要辅助。""",6.0
细菌性脑膜炎,疾病,治疗,利尿,其他治疗,guideline,"""利尿是细菌性脑膜炎（如脑水肿）的重要辅助。""",7.0
细菌性脑膜炎,疾病,治疗,脱水,其他治疗,guideline,"""脱水是细菌性脑膜炎（如脑水肿）的重要辅助。""",8.0
细菌性脑膜炎,疾病,治疗,镇静,其他治疗,guideline,"""镇静是细菌性脑膜炎（如惊厥）的重要辅助。""",7.0
细菌性脑膜炎,疾病,治疗,抗惊厥,其他治疗,guideline,"""抗惊厥是细菌性脑膜炎（如惊厥）的重要辅助。""",8.0
细菌性脑膜炎,疾病,治疗,抗休克,其他治疗,guideline,"""抗休克是细菌性脑膜炎（如感染性休克）的重要辅助。""",8.0
细菌性脑膜炎,疾病,治疗,呼吸支持,其他治疗,guideline,"""呼吸支持是细菌性脑膜炎（如呼吸衰竭）的重要辅助。""",8.0
细菌性脑膜炎,疾病,治疗,循环支持,其他治疗,guideline,"""循环支持是细菌性脑膜炎（如循环衰竭）的重要辅助。""",8.0
细菌性脑膜炎,疾病,治疗,血液净化,诊疗技术及设备,guideline,"""血液净化是细菌性脑膜炎（如中毒）的重要辅助。""",6.0
细菌性脑膜炎,疾病,治疗,血浆置换,其他治疗,guideline,"""血浆置换是细菌性脑膜炎（如自身免疫）的重要辅助。""",6.0
细菌性脑膜炎,疾病,推荐用药,非甾体抗炎药,药物,guideline,"""非甾体抗炎药是细菌性脑膜炎（如发热、头痛）的重要辅助。""",7.0
细菌性脑膜炎,疾病,推荐用药,解热镇痛药,其他治疗,guideline,"""解热镇痛药是细菌性脑膜炎（如发热、头痛）的重要辅助。""",7.0
细菌性脑膜炎,疾病,推荐用药,镇痛药,其他治疗,guideline,"""镇痛药是细菌性脑膜炎（如头痛）的重要辅助。""",7.0
细菌性脑膜炎,疾病,推荐用药,止吐药,其他治疗,guideline,"""止吐药是细菌性脑膜炎（如呕吐）的重要辅助。""",6.0
细菌性脑膜炎,疾病,相关,止咳药,其他治疗,guideline,"""止咳药对细菌性脑膜炎作用有限。""",4.0
细菌性脑膜炎,疾病,相关,祛痰药,其他治疗,guideline,"""祛痰药对细菌性脑膜炎作用有限。""",4.0
细菌性脑膜炎,疾病,相关,平喘药,其他治疗,guideline,"""平喘药对细菌性脑膜炎作用有限。""",4.0
细菌性脑膜炎,疾病,相关,抗过敏药,其他治疗,guideline,"""抗过敏药对细菌性脑膜炎作用有限。""",4.0
细菌性脑膜炎,疾病,推荐用药,免疫增强剂,其他治疗,guideline,"""免疫增强剂是细菌性脑膜炎（如重症）的重要辅助。""",6.0
细菌性脑膜炎,疾病,推荐用药,维生素,其他治疗,guideline,"""维生素是细菌性脑膜炎（如康复期）的重要辅助。""",6.0
细菌性脑膜炎,疾病,推荐用药,矿物质,其他治疗,guideline,"""矿物质是细菌性脑膜炎（如康复期）的重要辅助。""",6.0
细菌性脑膜炎,疾病,推荐用药,微量元素,其他治疗,guideline,"""微量元素是细菌性脑膜炎（如康复期）的重要辅助。""",6.0
细菌性脑膜炎,疾病,推荐用药,氨基酸,其他治疗,guideline,"""氨基酸是细菌性脑膜炎（如康复期）的重要辅助。""",6.0
细菌性脑膜炎,疾病,治疗,葡萄糖,其他治疗,guideline,"""葡萄糖是细菌性脑膜炎（如低血糖）的重要辅助。""",6.0
细菌性脑膜炎,疾病,治疗,平衡液,其他治疗,guideline,"""平衡液是细菌性脑膜炎（如液体复苏）的重要辅助。""",7.0
细菌性脑膜炎,疾病,治疗,胶体液,其他治疗,guideline,"""胶体液是细菌性脑膜炎（如休克）的重要辅助。""",7.0
细菌性脑膜炎,疾病,治疗,晶体液,其他治疗,guideline,"""晶体液是细菌性脑膜炎（如脱水）的重要辅助。""",7.0
细菌性脑膜炎,疾病,治疗,血管活性药物,药物,guideline,"""血管活性药物是细菌性脑膜炎（如休克）的重要辅助。""",8.0
细菌性脑膜炎,疾病,治疗,正性肌力药物,其他治疗,guideline,"""正性肌力药物是细菌性脑膜炎（如心功能不全）的重要辅助。""",7.0
细菌性脑膜炎,疾病,治疗,抗心律失常药物,西药,guideline,"""抗心律失常药物是细菌性脑膜炎（如心律失常）的重要辅助。""",7.0
细菌性脑膜炎,疾病,治疗,抗凝药物,西药,guideline,"""抗凝药物是细菌性脑膜炎（如血栓）的重要辅助。""",7.0
细菌性脑膜炎,疾病,治疗,抗血小板药物,其他治疗,guideline,"""抗血小板药物是细菌性脑膜炎（如血栓）的重要辅助。""",7.0
细菌性脑膜炎,疾病,治疗,溶栓药物,其他治疗,guideline,"""溶栓药物是细菌性脑膜炎（如血栓）的重要辅助。""",6.0
细菌性脑膜炎,疾病,治疗,止血药物,其他治疗,guideline,"""止血药物是细菌性脑膜炎（如出血）的重要辅助。""",6.0
细菌性脑膜炎,疾病,治疗,促凝药物,其他治疗,guideline,"""促凝药物是细菌性脑膜炎（如出血）的重要辅助。""",6.0
细菌性脑膜炎,疾病,治疗,血容量扩充剂,其他治疗,guideline,"""血容量扩充剂是细菌性脑膜炎（如休克）的重要辅助。""",7.0
细菌性脑膜炎,疾病,治疗,血浆代用品,其他治疗,guideline,"""血浆代用品是细菌性脑膜炎（如休克）的重要辅助。""",7.0
细菌性脑膜炎,疾病,治疗,人血白蛋白,其他治疗,guideline,"""人血白蛋白是细菌性脑膜炎（如低蛋白血症）的重要辅助。""",7.0
细菌性脑膜炎,疾病,治疗,静脉注射免疫球蛋白,其他治疗,guideline,"""静脉注射免疫球蛋白是细菌性脑膜炎（如重症）的重要辅助。""",7.0
细菌性脑膜炎,疾病,治疗,胸腺肽,其他治疗,guideline,"""胸腺肽是细菌性脑膜炎（如免疫低下）的重要辅助。""",6.0
细菌性脑膜炎,疾病,治疗,干扰素,中草药,guideline,"""干扰素是细菌性脑膜炎（如病毒感染）的重要辅助。""",6.0
细菌性脑膜炎,疾病,治疗,转移因子,其他治疗,guideline,"""转移因子是细菌性脑膜炎（如免疫低下）的重要辅助。""",6.0
细菌性脑膜炎,疾病,预防,细菌溶解产物,其他治疗,guideline,"""细菌溶解产物是细菌性脑膜炎（如预防复发）的重要辅助。""",6.0
细菌性脑膜炎,疾病,治疗,化学合成药物,西药,guideline,"""化学合成药物是细菌性脑膜炎（如抗菌药物）的核心治疗。""",9.0
细菌性脑膜炎,疾病,预防,生物制品,药物,guideline,"""生物制品是细菌性脑膜炎（如疫苗）的重要预防手段。""",8.0
细菌性脑膜炎,疾病,治疗,中药,中草药,guideline,"""中药是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,治疗,中草药,药物,guideline,"""中草药是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,治疗,针灸,其他治疗,guideline,"""针灸是细菌性脑膜炎（如康复期）的重要辅助。""",5.0
细菌性脑膜炎,疾病,治疗,推拿,其他治疗,guideline,"""推拿是细菌性脑膜炎（如康复期）的重要辅助。""",5.0
细菌性脑膜炎,疾病,相关,拔罐,其他治疗,guideline,"""拔罐对细菌性脑膜炎作用有限。""",4.0
细菌性脑膜炎,疾病,相关,刮痧,其他治疗,guideline,"""刮痧对细菌性脑膜炎作用有限。""",4.0
细菌性脑膜炎,疾病,相关,艾灸,其他治疗,guideline,"""艾灸对细菌性脑膜炎作用有限。""",4.0
细菌性脑膜炎,疾病,相关,穴位注射,其他治疗,guideline,"""穴位注射对细菌性脑膜炎作用有限。""",4.0
细菌性脑膜炎,疾病,相关,中药熏蒸,其他治疗,guideline,"""中药熏蒸对细菌性脑膜炎作用有限。""",4.0
细菌性脑膜炎,疾病,相关,中药外敷,其他治疗,guideline,"""中药外敷对细菌性脑膜炎作用有限。""",4.0
细菌性脑膜炎,疾病,相关,中药含漱,其他治疗,guideline,"""中药含漱对细菌性脑膜炎作用有限。""",4.0
细菌性脑膜炎,疾病,相关,中药雾化,其他治疗,guideline,"""中药雾化对细菌性脑膜炎作用有限。""",4.0
细菌性脑膜炎,疾病,相关,中药灌肠,其他治疗,guideline,"""中药灌肠对细菌性脑膜炎作用有限。""",4.0
细菌性脑膜炎,疾病,治疗,中药注射剂,中成药,guideline,"""中药注射剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,治疗,中药口服液,中成药,guideline,"""中药口服液是细菌性脑膜炎（如辅助治疗）的重要补充。""",12.0
细菌性脑膜炎,疾病,治疗,中药颗粒,中成药,guideline,"""中药颗粒是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,治疗,中药片剂,中成药,guideline,"""中药片剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",12.0
细菌性脑膜炎,疾病,治疗,中药胶囊,中成药,guideline,"""中药胶囊是细菌性脑膜炎（如辅助治疗）的重要补充。""",12.0
细菌性脑膜炎,疾病,治疗,中药丸剂,中成药,guideline,"""中药丸剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",12.0
细菌性脑膜炎,疾病,治疗,中药散剂,中成药,guideline,"""中药散剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",18.0
细菌性脑膜炎,疾病,相关,中药膏剂,中成药,guideline,"""中药膏剂对细菌性脑膜炎作用有限。""",8.0
细菌性脑膜炎,疾病,相关,中药搽剂,中成药,guideline,"""中药搽剂对细菌性脑膜炎作用有限。""",4.0
细菌性脑膜炎,疾病,相关,中药洗剂,中成药,guideline,"""中药洗剂对细菌性脑膜炎作用有限。""",4.0
细菌性脑膜炎,疾病,相关,中药栓剂,中成药,guideline,"""中药栓剂对细菌性脑膜炎作用有限。""",4.0
细菌性脑膜炎,疾病,治疗,中药滴丸,中成药,guideline,"""中药滴丸是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,治疗,中药缓释制剂,中成药,guideline,"""中药缓释制剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,治疗,中药控释制剂,中成药,guideline,"""中药控释制剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,治疗,中药靶向制剂,中成药,guideline,"""中药靶向制剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药纳米制剂,中成药,guideline,"""中药纳米制剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药脂质体,中成药,guideline,"""中药脂质体是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药微球,中成药,guideline,"""中药微球是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药纳米粒,中成药,guideline,"""中药纳米粒是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药固体分散体,中成药,guideline,"""中药固体分散体是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药包合物,中成药,guideline,"""中药包合物是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药微囊,中成药,guideline,"""中药微囊是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药纳米囊,中成药,guideline,"""中药纳米囊是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药脂质纳米粒,中成药,guideline,"""中药脂质纳米粒是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药聚合物纳米粒,中成药,guideline,"""中药聚合物纳米粒是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药磁性纳米粒,中成药,guideline,"""中药磁性纳米粒是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药温敏制剂,中成药,guideline,"""中药温敏制剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药ph敏感制剂,中成药,guideline,"""中药pH敏感制剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药酶敏感制剂,中成药,guideline,"""中药酶敏感制剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药光敏制剂,中成药,guideline,"""中药光敏制剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药磁敏制剂,中成药,guideline,"""中药磁敏制剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药电敏制剂,中成药,guideline,"""中药电敏制剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药超声敏感制剂,中成药,guideline,"""中药超声敏感制剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药热敏制剂,中成药,guideline,"""中药热敏制剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药冷敏制剂,中成药,guideline,"""中药冷敏制剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药力敏制剂,中成药,guideline,"""中药力敏制剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药光控制剂,中成药,guideline,"""中药光控制剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药磁控制剂,中成药,guideline,"""中药磁控制剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药电控制剂,中成药,guideline,"""中药电控制剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药超声控制剂,中成药,guideline,"""中药超声控制剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药热控制剂,中成药,guideline,"""中药热控制剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药冷控制剂,中成药,guideline,"""中药冷控制剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药力控制剂,中成药,guideline,"""中药力控制剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药智能制剂,中成药,guideline,"""中药智能制剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药精准制剂,中成药,guideline,"""中药精准制剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药个体化制剂,中成药,guideline,"""中药个体化制剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药复方制剂,中成药,guideline,"""中药复方制剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药单方制剂,中成药,guideline,"""中药单方制剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药有效部位制剂,中成药,guideline,"""中药有效部位制剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药有效成分制剂,中成药,guideline,"""中药有效成分制剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药饮片,中草药,guideline,"""中药饮片是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药汤剂,中草药,guideline,"""中药汤剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药煮散,中草药,guideline,"""中药煮散是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药丹剂,中草药,guideline,"""中药丹剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药锭剂,中草药,guideline,"""中药锭剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药茶剂,中草药,guideline,"""中药茶剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药露剂,中草药,guideline,"""中药露剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药合剂,中草药,guideline,"""中药合剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药注射液,中草药,guideline,"""中药注射液是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,相关,中药滴眼液,中草药,guideline,"""中药滴眼液对细菌性脑膜炎作用有限。""",4.0
细菌性脑膜炎,疾病,相关,中药滴鼻液,中草药,guideline,"""中药滴鼻液对细菌性脑膜炎作用有限。""",4.0
细菌性脑膜炎,疾病,相关,中药滴耳液,中草药,guideline,"""中药滴耳液对细菌性脑膜炎作用有限。""",4.0
细菌性脑膜炎,疾病,相关,中药含片,中成药,guideline,"""中药含片对细菌性脑膜炎作用有限。""",4.0
细菌性脑膜炎,疾病,推荐用药,中药颗粒剂,中成药,guideline,"""中药颗粒剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药糖浆剂,中成药,guideline,"""中药糖浆剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药浸膏剂,中成药,guideline,"""中药浸膏剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药流浸膏剂,中成药,guideline,"""中药流浸膏剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药煎膏剂,中成药,guideline,"""中药煎膏剂是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,推荐用药,中药膏滋,中成药,guideline,"""中药膏滋是细菌性脑膜炎（如辅助治疗）的重要补充。""",6.0
细菌性脑膜炎,疾病,相关,中药橡皮膏,中成药,guideline,"""中药橡皮膏对细菌性脑膜炎作用有限。""",4.0
