name,type,description,source
肺病型肠内营养混悬液(商品名益菲佳，pulmocare)：237ml；1000ml。,药物,,medical_kg
aggrastat,西药,,medical_kg
mepem,西药,,medical_kg
cefacetrile,西药,,medical_kg
一般治疗：每次120u/kg，每天2次。,其他治疗,,medical_kg
哌可松,西药,,medical_kg
琥珀明胶,西药,,medical_kg
pulmicort,西药,,medical_kg
氨哮素,西药,,medical_kg
肝脏疾患、心力衰竭、急性肺炎患者等应慎用或减少剂量。,其他治疗,,medical_kg
只可使用注射器抽取药量：必须使用灭菌后的针头及不含保存剂，抗菌剂的清洁针筒。,其他治疗,,medical_kg
或者每次4片(卫非宁tm150)，隔日1次或每周3次。,其他治疗,,medical_kg
纤维蛋白黏合胶,西药,,medical_kg
口服：蜜丸每次2丸或浓缩丸每次8丸，每天2～3次。,其他治疗,,medical_kg
贮法：密封，30℃以下贮存,其他治疗,,medical_kg
高剂量(250mg，每日2次)比低剂量(125mg，每日2次)更容易引起肝功能异常。,其他治疗,,medical_kg
头孢四号,西药,,medical_kg
胺溴素,西药,,medical_kg
cmnx,西药,,medical_kg
匹服平,西药,,medical_kg
仑氨苄西林,西药,,medical_kg
复方氨基酸18aa,西药,,medical_kg
neuroquinoron,西药,,medical_kg
加贝酯,西药,,medical_kg
静滴，推荐起始剂量为100mg，以后每次50mg，每12h给药一次，静脉滴注30～60min。疗程根据感染部位和感染程度而定，一般5～14天。本品可用0.9%氯化钠注射液或5%葡萄糖注射液作为溶解液。本品50mg先用0.9%氯化钠注射液或5%葡萄糖注射液5ml溶解，再加到100ml输液中，使输液中药物浓度不超过lmg/ml。,其他治疗,,medical_kg
足叶乙甙,西药,,medical_kg
溴化氧托品,西药,,medical_kg
mupirocinum,西药,,medical_kg
trovafloxacin me-sylate,西药,,medical_kg
育龄妇女慎用。,其他治疗,,medical_kg
99mtc-dtpa,西药,,medical_kg
甲氧苯丙甲胺,西药,,medical_kg
新达贝宁,西药,,medical_kg
稀氨溶液：为100ml中含有氨10g的澄清液体，供吸入用。,药物,,medical_kg
用药期间密切观察患者病情。,其他治疗,,medical_kg
eminase,西药,,medical_kg
合成杜鹃素,西药,,medical_kg
穿琥宁(脱水穿心莲内酯琥珀酸半酯单钾盐)注射剂：20mg(2ml)。,药物,,medical_kg
成人：每天4～8g，对铜绿假单胞菌败血症每天可用到16～20g，静脉滴注或分2～4次静脉注射。,其他治疗,,medical_kg
口服：每次15～30mg，每天3次。,其他治疗,,medical_kg
盐酸地霉素,西药,,medical_kg
气雾吸入：每次0.25～0.5ml。,其他治疗,,medical_kg
carbenin,西药,,medical_kg
头孢霉素ⅰ号,西药,,medical_kg
复方甘草酸单胺胶囊,西药,,medical_kg
口服，一次12g，3次/d。,其他治疗,,medical_kg
用药期间宜做血糖、肝肾功能、血象、血清钙、心电图、血压等监测。与肾毒性药物同用时，更应监测肾功能。,其他治疗,,medical_kg
本药不应与其他黄嘌呤类药物同用，与麻黄素或其他肾上腺素类药物同用时须慎用；与氟喹酮类药物(如依诺沙星、环丙沙星)合用时宜减量；建议用药时避免饮用含咖啡因的饮料或食品。,其他治疗,,medical_kg
威力顺铂,西药,,medical_kg
bleomycinum,西药,,medical_kg
林大霉素,西药,,medical_kg
慎用:哺乳期妇女。,其他治疗,,medical_kg
低血糖症,疾病,,medical_kg
稀氨溶液(dilutdeammoniasolution)为100ml中含有氨10g的澄清液体，供吸入用。,其他治疗,,medical_kg
mecysteine,药物,,medical_kg
美洛巴坦,西药,,medical_kg
雾化吸入：用10%溶液喷雾至咽喉部及上呼吸道，每次1ml～3ml，2～3次/d。,其他治疗,,medical_kg
静滴：本品注射液溶于5%～10%葡萄糖液内作静滴。首次100u/kg体重，渐增至每天600～800u/kg体重，疗程1～2个月。,其他治疗,,medical_kg
可与食物同服，但抗酸药则抑制本品吸收，应避免同服。,其他治疗,,medical_kg
药物对检验值或诊断的影响：(1)应用碱性酒石酸铜试液进行尿糖试验可呈假阳性；(2)直接抗人球蛋白(coombs)试验约5%患者可呈阳性反应；(3)少数患者用药后偶有丙氨酸氨基转移酶、天门冬氨酸氨基转移酶、乳酸脱氢酶和碱性磷酸酯酶值升高，中性粒细胞减少，嗜酸细胞增多等。,其他治疗,,medical_kg
先锋孟多,西药,,medical_kg
哺乳期妇女应用本品时，应停止哺乳。,其他治疗,,medical_kg
应用本品前应仔细询问药过敏史。孕妇及哺乳妇女慎用。对患有严重中枢神经疾病者慎用。,其他治疗,,medical_kg
应注意观察患者紧张、激动、失眠、惊厥或心律失常等不良反应。,其他治疗,,medical_kg
杜丁胺,西药,,medical_kg
复方苦参注射剂,中成药,,medical_kg
trentadil,西药,,medical_kg
慎用：(1)新生儿。(2)55岁以上老年患者。(3)低氧血症患者。(4)高血压患者。(5)有消化性溃疡病史的患者。,其他治疗,,medical_kg
肼屈嗪,西药,,medical_kg
泛影葡胺,西药,,medical_kg
霉酚酸酯,西药,,medical_kg
治疗期间需限制饮水。,其他治疗,,medical_kg
tubocurarine chloride,西药,,medical_kg
妊娠及哺乳期妇女慎用。,其他治疗,,medical_kg
丁地去炎松,西药,,medical_kg
fk-027,西药,,medical_kg
儿童：(1)口服给药：每天0.2～0.3g/kg，分3～4次服。(2)静脉滴注：每天0.2～0.3g/kg，临用前加适量灭菌注射用水使溶解后再用5%葡萄糖注射剂稀释。,其他治疗,,medical_kg
开托普利,西药,,medical_kg
免疫血清球蛋白,西药,,medical_kg
维甲灵,西药,,medical_kg
使用本药治疗时，哮喘症状多在一周内头几天初步改善。,其他治疗,,medical_kg
bb-882,西药,,medical_kg
口服。糖浆剂：一次5～10ml，一天3次。胶囊剂：一次1～2粒，一天3次。口服液：一次10ml，一天3次。,其他治疗,,medical_kg
注射剂：1mg（ml），0.5mg（0.5ml）。,药物,,medical_kg
盐酸羟可酮,西药,,medical_kg
里拉西林,西药,,medical_kg
丙胺博莱霉素,西药,,medical_kg
慎用：(1)肝、肾功能不全者。(2)电解质紊乱者。,其他治疗,,medical_kg
vepesid,西药,,medical_kg
胸(腹)腔注射：30～45mg用注射用水50ml溶解，待抽尽积液后注入胸(腹)腔，1～2周1次。,其他治疗,,medical_kg
zyvoz,西药,,medical_kg
精制白喉抗毒素,西药,,medical_kg
热痰,疾病,,medical_kg
下述患者应在医师指导下使用：有过敏史或家族过敏史者，高热者，心脏病患者，高血压患者，青光眼患者，排尿困难者，孕妇，老年患者和体弱者。,其他治疗,,medical_kg
动铂,西药,,medical_kg
培罗坦克,西药,,medical_kg
依利诺替康,西药,,medical_kg
lujiemycin,西药,,medical_kg
维替泊芬,西药,,medical_kg
visudyne,西药,,medical_kg
lamoxactam,西药,,medical_kg
妊娠及哺乳期妇女不宜服用。,其他治疗,,medical_kg
均口服给药。治疗细菌感染：成人每次2片，每12小时1次；小儿体重超过40kg者同成人药量；体重低于40kg者，每次每公斤体重给药为1/20片，12小时给药1次。治疗寄生虫感染，如卡氏肺囊虫感染的肺炎，成人每次2片；小儿体重超过32公斤者同成人药量；低于32kg者，每公斤体重每次1/16片，6小时给药1次。,其他治疗,,medical_kg
推荐每日剂量为150mg，在饭前1小时或饭后2小时服用。直至病情进展或出现无法接受的毒副反应才停药。,其他治疗,,medical_kg
注射剂（粉）：500mg。,药物,,medical_kg
正泰霉素,西药,,medical_kg
阿瑞,西药,,medical_kg
片剂：20μg。,药物,,medical_kg
培西洛星,西药,,medical_kg
西布曲明,西药,,medical_kg
brovan,西药,,medical_kg
阿斯维丁,西药,,medical_kg
如用药后发生过敏反应及肝功能损害的不良反应，须停药；如出现哮喘大发作，必须给予甾体激素或支气管扩张剂。,其他治疗,,medical_kg
阿莫西林-克拉维酸钾片(奥格门汀)，替卡西林-克拉维酸钾注射剂(见表1)。,药物,,medical_kg
cefpiramide na,西药,,medical_kg
伊洛前列素注射液0.1mg。,药物,,medical_kg
龙力,西药,,medical_kg
曲安西龙阿赛松,西药,,medical_kg
信必可,西药,,medical_kg
mecholyl,西药,,medical_kg
扶正化淤胶囊,中成药,,medical_kg
口服，一次5粒，3次/d(规格0.3g)。一次3粒，3次/d(规格0.5g)。24周为一疗程。,其他治疗,,medical_kg
本品过量的治疗措施：因本品药效持续时间长，因此，首先应采取必要的通风措施，使病人呼吸正常。用药过量或过敏可用阿片受体拮抗药盐酸纳洛酮，并严密监护病人直至呼吸正常。临床上无明显呼吸抑制或心血管抑制的病人可不应用拮抗药，必要时给氧及其他辅助措施。本品用药过量可立即用洗胃法将未吸收的药物排出。,其他治疗,,medical_kg
用特制喷雾器喷雾吸入，成人及12岁以上儿童，每次0.63mg，每日3次，症状不能控制的，可每次1.25mg，每日3次；6～11岁儿童，每次0.31mg，每日3次，剂量不能超过每次0.63mg，每日3次,其他治疗,,medical_kg
本药水溶液在空气中易氧化变质，因此应在临用前配制。剩余溶液应密封并贮于冰箱中，48h内用完。,其他治疗,,medical_kg
安嗽定,西药,,medical_kg
应该限用于气管内插管、机械通气的全身麻醉。成人：麻醉诱导1.5～2.5mg/kg缓慢静注。麻醉维持4～12mg/(kg·h)。与芬太尼等镇痛药合用时适当减量。小儿：麻醉诱导2.5～3mg/kg缓慢静注。麻醉维持9～15mg/(kg·h)。icu病人镇静：可以不给冲击量，以0.5mg/(kg·h)速度开始，以后根据病人镇静情况调整速度。,其他治疗,,medical_kg
methacholine,药物,,medical_kg
代谢性酸中毒、严重肝损害、肺部疾病、脓毒血症、单核-吞噬细胞系统疾病、贫血或凝血功能障碍、有脂肪栓塞倾向的病人慎用静脉输入脂肪乳。太快输入会引起体液或脂肪负荷过重，导致血浆中电解质浓度稀释、体内水潴留、肺水肿、肺弥散能力受阻。,其他治疗,,medical_kg
半胱氨酸甲酯,西药,,medical_kg
本药不宜与金属、橡皮、氧化剂及氧气接触，因此雾器应用玻璃或塑料制作。,其他治疗,,medical_kg
用约20ml凉饮用水送服胶囊一粒后，静坐25min。,其他治疗,,medical_kg
老年人、儿童、孕妇及哺乳期妇女均需慎用本品。,其他治疗,,medical_kg
溴化十六烷基三甲胺,西药,,medical_kg
meticortelone,西药,,medical_kg
tomiron,西药,,medical_kg
施立稳,西药,,medical_kg
头孢环己烯,西药,,medical_kg
复方长效氨茶碱片：白色外层含氨茶碱100mg、氯苯那敏2mg、苯巴比妥15mg、氢氧化铝15mg；棕色内层含氨茶碱和茶碱各100mg；,药物,,medical_kg
干混悬剂:1000mg(加水至100ml，得50mg/5ml混悬剂)。,药物,,medical_kg
伴有感染者，应积极有效地制止感染。,其他治疗,,medical_kg
苏哌,西药,,medical_kg
胶囊：125mg，250mg，500mg；,药物,,medical_kg
注射剂(粉):2.25g，4.5g。,药物,,medical_kg
本药与酸、碱性较强(ph≤4或ph≥8)的药物呈配伍禁忌。,其他治疗,,medical_kg
气雾吸入：成人每次0.2mg，每天3～4次。,其他治疗,,medical_kg
利福酰胺,西药,,medical_kg
联合用药：一般每次75mg/m2，每3周1次。,其他治疗,,medical_kg
penicillin v potassium,西药,,medical_kg
静脉滴注给药：成人每天2g，分2次给药，重症可增至每天4g。用5%～10%葡萄糖溶液溶解，稀释后滴注。,其他治疗,,medical_kg
l-749,西药,,medical_kg
用药前后及用药时应当检查或监测。建议长期接受吸入型皮质激素治疗的儿童定期检查身高。,其他治疗,,medical_kg
驾驶员或操纵机器者不宜服用本品。,其他治疗,,medical_kg
香叶醇,中成药,,medical_kg
口服：合剂和口服液每次10～20ml，每天3次；冲剂每次1袋，每天3次；糖浆每次15～20ml，每天3次,其他治疗,,medical_kg
小儿新灭菌,西药,,medical_kg
环硫铂,西药,,medical_kg
偶而会发生休克症状（恶心、四肢寒冷、呼吸困难等），发现异常时应终止给药。,其他治疗,,medical_kg
mezlocillin sodium/sulbactam sodium,药物,,medical_kg
cefetamete pivoxil,西药,,medical_kg
成人常用75mg，2次/d，连用5天。应在症状出现后2天内开始给药。,其他治疗,,medical_kg
静脉输注：每次400～700mg，每天1次。选较粗静脉，采用丫形输液管，先以0.9%氯化钠注射剂打通静脉，再快速输入药液。用药前0.5h先给予口服泼尼松一次，输注中可加入地塞米松5～10mg，以防发生过敏。,其他治疗,,medical_kg
托哌松,西药,,medical_kg
丙种球蛋白,西药,,medical_kg
菌必灭,西药,,medical_kg
sisaal,西药,,medical_kg
mabthera,西药,,medical_kg
尚无孕妇的安全用法。,其他治疗,,medical_kg
cellcept,西药,,medical_kg
替美斯汀,西药,,medical_kg
痰特灵,西药,,medical_kg
维静宁,西药,,medical_kg
成人：与其他抗结核药合用，每次250mg，每8～12小时1次，或者每天10mg/kg，分3次服。也有使用每天0.6g的用法。,其他治疗,,medical_kg
胃影葡胺,西药,,medical_kg
对于有严重抑郁症、能引起呼吸抑制的中枢或呼吸道病变、急性酒精中毒、急腹症、癫痫、艾迪生病、溃疡性肠炎、前列腺增生、肝肾功能不良者，使用此药时要特别注意,其他治疗,,medical_kg
避免将本药与其他拟交感神经药(如食欲抑制药、苯丙胺、抗高血压药及其他抗组胺药)合用。服药后不宜驾驶车船或操作机械。药物过量可导致神经紧张、头晕或失眠；可采取洗胃、服用安定及对症治疗等措施。,其他治疗,,medical_kg
慎用：对青霉素过敏及过敏体质者慎用；孕妇及哺乳期妇女慎用；肾功能不全者慎用。,其他治疗,,medical_kg
药物对妊娠的影响：美国药品和食品管理局(fda)对本药的妊娠安全性分级为d级。,其他治疗,,medical_kg
毒毛旋花子苷k,西药,,medical_kg
易而迷,西药,,medical_kg
静脉注射：每次3mg，必要时每30min重复1次；极量为每次6mg，每天20mg。,其他治疗,,medical_kg
丹郁骨康丸,中成药,,medical_kg
禁用、慎用：患有原发性心、肺、肝、肾疾病者忌服。,其他治疗,,medical_kg
胶囊：0.25g，0.5g；,药物,,medical_kg
禁用、慎用：①切勿接触眼睛，鼻黏膜损伤者慎用。②对本品及酒精过敏者禁用，过敏体质者慎用。,其他治疗,,medical_kg
溴环己胺醇,西药,,medical_kg
低分子羟乙基淀粉,西药,,medical_kg
慎用：(1)有出血倾向或有出血性疾病史者。(2)心力衰竭患者。(3)肾清除率下降者(应警惕循环负担过重)。(4)需预防颅内出血的神经外科手术患者。(5)肝病患者(国外资料)。(6)肺水肿患者(国外资料)。,其他治疗,,medical_kg
头孢特仑匹酯,西药,,medical_kg
氧氟沙星滴眼液,西药,,medical_kg
三水合氨苄青霉素,西药,,medical_kg
注射用抗人t细胞兔免疫球蛋白：25mg。,药物,,medical_kg
成人常规剂量：口服给药：(1)过敏性鼻炎：一次10～20mg，一日1次，可根据病情调整剂量。(2)荨麻疹、湿疹、皮炎、皮肤瘙痒症、银屑病、支气管哮喘：一次20mg，一日1次，可根据年龄、症状调整剂量。,其他治疗,,medical_kg
安比林,西药,,medical_kg
本药久服可使结核活动及溃疡病穿孔出血。肠吻合术后尽量不用。,其他治疗,,medical_kg
133xe肺动态显像的方法为在γ照相机下，自肘静脉以弹丸式注入133xe氯化钠注射液的灭菌溶液370mbq(10mci)，连续摄影。可见133xe迅速由上腔静脉进入右心，5～8s后右心排空，此为右心相。继之进入肺灌注相，早期肺影呈均匀分布，由淡变浓，直至两肺放射性分布均匀一致，肺影完整。本相在注射后30s钟内完成。31s以后进入通气相，此时133xe变成气体自毛细血管床逸出至肺泡内，并随呼吸排出体外，故随时间延长，肺影逐级变淡，一般在2min内消失，5min积累相，肺内局部应无放射性滞留。在病理状态下，不但各相的时间延长，而且放射性核素的分布也发生改变。,其他治疗,,medical_kg
用药前后及用药时应当检查或监测：(1)血气分析等酸碱平衡分析指标；(2)血氯、钾、钠浓度测定。,其他治疗,,medical_kg
安普西林,西药,,medical_kg
益多酯,西药,,medical_kg
羟乙茶碱安妥明,西药,,medical_kg
成人：常规剂量：肌内注射一次0.5～1g，一日3～4次。以灭菌注射用水2～4ml溶解后深部肌内注射。静脉滴注一日2～4g，分2～4次给药。肾功能不全时剂量严重肾功能减退患者应减量。儿童：静脉滴注一日20～40mg/kg，分次给药。,其他治疗,,medical_kg
本品不能预防由其他病原体引起的普通感冒。,其他治疗,,medical_kg
饮食宜忌：忌食辛辣、生冷、油腻食物。,其他治疗,,medical_kg
口服：每次0.15～0.75g，每天2～3次。直肠给药：每次0.5g，每天1～2次。,其他治疗,,medical_kg
舒巴坦/头孢哌酮,西药,,medical_kg
在二次给药后的任何时候qt间期超过500ms(室性传导异常的患者可达550ms)，就应停用本品，并严密监测直至qt间期恢复正常。,其他治疗,,medical_kg
双脱氧肌苷,西药,,medical_kg
本品不能静注。,其他治疗,,medical_kg
金钱胆通口服液,中成药,,medical_kg
复方金钱草口服液,中成药,,medical_kg
locorunal,西药,,medical_kg
干粉吸入剂：50μg/100μg；50μg/250μg；50μg/500μg(沙美特罗/丙酸氟替卡松)。,药物,,medical_kg
colimycine,西药,,medical_kg
药物对检验值或诊断的影响：本药可引起肺炎样症状、肺纤维化、肺功能损害，应与肺部感染作鉴别。,其他治疗,,medical_kg
头孢菌素5号,西药,,medical_kg
用药前后及用药时应当检查或监测：用药期间应定期复查肝功能，包括：氨基转移酶、胆红素、碱性磷酸酶等。,其他治疗,,medical_kg
cofrel,西药,,medical_kg
tacef,西药,,medical_kg
静脉用药：1次给药，300～400mg/m2，静脉注射或静脉滴注，儿童可提高到560mg/m2，4周重复1次；或50～70mg/m2(一般1次100mg)，每天1次，连用5天，4周重复。近年来多主张根据auc(血药浓度-时间曲线下面积)决定用药剂量。,其他治疗,,medical_kg
kangdise,西药,,medical_kg
biophylline,西药,,medical_kg
药物对妊娠的影响：动物生殖实验表明，糖皮质激素可诱发畸变(腭裂，骨髓畸形)，大剂量的沙美特罗昔萘酸盐具有胚胎毒性。但上述现象与人类使用推荐剂量的沙美特罗和丙酸氟替卡松的相关性尚未证实。孕妇用药应权衡利弊，并应将丙酸氟替卡松的剂量调整至可充分控制哮喘的最低有效剂量。,其他治疗,,medical_kg
凯宝川苧,西药,,medical_kg
片剂：每片重0.4g。,药物,,medical_kg
erythromycinpropionate launyl sulfate,西药,,medical_kg
交叉过敏：对一种青霉素类药过敏者可能对其他青霉素药过敏，也可能对青霉胺或头孢菌素类药过敏。,其他治疗,,medical_kg
药物对儿童的影响：儿童用药的安全性和有效性尚未确立。,其他治疗,,medical_kg
本品直接作用于呼吸中枢，也作用于控制呼吸频率的中枢而发生不规则性呼吸。,其他治疗,,medical_kg
lysine tneophvllinate tablets,西药,,medical_kg
磷酸组织胺,西药,,medical_kg
用药前后及用药时应当检查或监测(1)血气分析。(2)血压、心率和呼吸功能。,其他治疗,,medical_kg
欧车前亲水胶,西药,,medical_kg
成人：每天1～2g，分3～4次服用。,其他治疗,,medical_kg
出现皮疹等过敏症状时须停药。,其他治疗,,medical_kg
肾功能损害及轻度肝功能损害患者不需调整剂量，中度肝功能损害患者首日负荷剂量为70mg，继以维持剂量每日35mg。,其他治疗,,medical_kg
carbenicillin,药物,,medical_kg
smz,西药,,medical_kg
(1)交叉过敏反应。对一种磺胺类药物呈现过敏的患者对其他磺胺类药物也可能过敏。(2)对呋塞米、砜类、噻嗪类利尿药、磺脲类、碳酸酐酶抑制药呈现过敏的患者，对磺胺类药物亦可过敏。(3)用药期间须注意：血常规检查，对疗程长、服用剂量大、老年、营养不良及服用抗癫痫药的患者尤为重要。治疗中定期尿液检查(每2～3天查尿常规一次)以发现长疗程或高剂量治疗时可能发生的结晶尿。肝、肾功能检查。(4)一次服用本品时应饮用足量水分。服用期间也应保持充足进水量，使成人尿量每天至少维持在1200ml以上。如应用本品疗程长，剂量大时除多饮水外宜同服碳酸氢钠。(5)严重感染者应测定血药浓度，对大多数感染疾患者游离磺胺浓度达50～150μg/ml(严重感染120～15μg/ml)可有效。(6)不可任意加大剂量、增加用药次数或延长疗程，以防蓄积中毒。(7)由于本品能抑制大肠杆菌的生长，妨碍b族维生素在肠内的合成，故使用本品超过一周以上者，应同时给予维生素b以预防其缺乏。(8)如因服用本品引起叶酸缺乏时，可同时服用叶酸制剂，后者并不干扰tmp的抗菌活性，因细菌并不能利用已合成的叶酸，如有骨髓抑制征象发生，应即停用本品，并给予叶酸3～6mg肌注，一天1次，使用2天或根据需要用药至造血功能恢复正常，对长期、过量使用本品者可给予高剂量叶酸并延长疗程。,其他治疗,,medical_kg
儿童：抗结核病：每天20～30mg/kg，分3～4次服。,其他治疗,,medical_kg
脂肪乳注射液：l0ml:20mg。,药物,,medical_kg
metaproterenol,西药,,medical_kg
衰弱患者慎用。,其他治疗,,medical_kg
羧茚青霉素,西药,,medical_kg
羧茚苄青霉素,西药,,medical_kg
偶尔皮疹、荨麻疹、瘙痒、眼睑发红或浮肿、结膜充血等，一旦出现症状终止给药。,其他治疗,,medical_kg
卤美松,西药,,medical_kg
对有过敏反应史、哮喘史或对碘造影剂有不良反应史的患者需特别注意，可以考虑预先给予皮质激素或抗组胺药。,其他治疗,,medical_kg
头孢噻肟四唑,西药,,medical_kg
片剂：(1)200mg；(2)300mg；(3)400mg。胶囊：200mg。贮法：密闭干燥处贮存。注射液：10ml：100mg。大输液：100ml：300mg。散剂：200mg。氯化钠注射液：100ml(多索茶碱300mg与氯化钠900mg)。葡萄糖注射液：(1)100ml(多索茶碱300mg与葡萄糖5g)。(2)250ml(多索茶碱300mg与葡萄糖12.5g)。,药物,,medical_kg
科福乐,西药,,medical_kg
甲亢、糖尿病、高血压、心脏病患者慎用。,其他治疗,,medical_kg
肾功能不全时剂量：肾功能损害者肌酐清除率为每分钟16～30ml时，最大剂量为2g，间隔时间12h；肌酐清除率为每分钟小于15ml时，最大剂量为1g，间隔时间为12h。,其他治疗,,medical_kg
泼米考特得宝,西药,,medical_kg
羧苄青,西药,,medical_kg
用药前后及用药时应当检查或监测：(1)动脉血气分析或二氧化碳结合力；(2)测定血清碳酸氢根离子浓度及血清钠、钾、氯、钙浓度：(3)肾功能；(4)尿ph值。,其他治疗,,medical_kg
tubocurarine,药物,,medical_kg
喘舒,西药,,medical_kg
孕妇和哺乳期妇女慎用。,其他治疗,,medical_kg
必消痰,西药,,medical_kg
成人：静脉给药：(1)睾丸生殖细胞肿瘤：bep方案，即博莱霉素(blm)每周30mg，分3次静脉注射；本药每天100mg/m2，连用5天，或每天120mg/m2，连用3天；顺铂(ddp)每天20mg/m2，连用5天。(2)体积大、预后差的肿瘤：可用双倍顺铂的pvebv方案，即ddp每天40mg/m2，连用4天(溶于3%氯化钠溶液中静脉滴注)；长春碱(vlb)0.2mg/m2，连用5天。(3)小细胞肺癌：可用经典的cav方案，即环磷酰胺(ctx)、阿霉素(adm)及长春新碱(vcr)，与pv方案(ddp60～120mg/m2，只用1天；本药每天100mg/m2，连用5天)交替作用。(4)非小细胞肺癌：用pv方案(见小细胞肺癌)治疗。(5)胃癌：eap方案：第1、7天每天使用adm20mg/m2，第2、8天使用ddp每天40mg/m2，第4～6天本药每天120mg/m2，均静脉注射给药。elf方案，亚叶酸钙(lv)、氟尿嘧啶(5-fu)每天分别为300mg/m2、500mg/m2，连用3天，第3、5天静脉注射本药每天120mg/m2。这两种方案的疗效均优于过去常用的fam方案。(6)霍金奇淋巴瘤：采用eva方案，本药每天100mg/m2静脉注射，连用3天，vlb6mg/m2，adm50mg/m2。口服给药：每天70～100mg/m2，连用5天，或30mg/m2，连用10天。每3～4周为1个疗程。,其他治疗,,medical_kg
5倍、alp高于正常上限,其他治疗,,medical_kg
阿洛欣,西药,,medical_kg
氨氯铂,西药,,medical_kg
baloxin,西药,,medical_kg
肝肾功能不全；,其他治疗,,medical_kg
midecacine,西药,,medical_kg
脉血康胶囊,中成药,,medical_kg
脉血康肠溶胶囊,中成药,,medical_kg
上呼吸道感染：每12小时服100mg，共服10天。,其他治疗,,medical_kg
pivampicillin,药物,,medical_kg
注射剂(粉)：0.5g，1.0g，2.0g；,药物,,medical_kg
simpelate,西药,,medical_kg
持续静滴的给药速度维持存5～10μg/(kg·min)。,其他治疗,,medical_kg
葡萄球菌激酶,西药,,medical_kg
慎用：严重肝、肾功能损害者。,其他治疗,,medical_kg
氨西林,西药,,medical_kg
溴替喹嗪,西药,,medical_kg
口服，一次9～15g，一天2次。,其他治疗,,medical_kg
isoprophenamine,西药,,medical_kg
药物对老人的影响：老年患者对本药清除率可能不同，用药时应监测血药浓度，慎用。,其他治疗,,medical_kg
铝、镁、钙等阳离子的螯合作用可减少本品的吸收，口服本品前后2h内不宜服用该类药物。,其他治疗,,medical_kg
结核清,西药,,medical_kg
沃格孟汀,西药,,medical_kg
头孢噻乙胺唑,西药,,medical_kg
长期大剂量使用本药须定期检查肝、肾功能及血液学参数(全血计数等)。,其他治疗,,medical_kg
氟松甲龙,西药,,medical_kg
ultane,西药,,medical_kg
支气管哮喘、诊断不明的急腹症及腹泻、胆结石、颅脑外伤或颅内病变、本品可引起瞳孔变小、模糊临床体征、前列腺肥大等慎用。,其他治疗,,medical_kg
交叉过敏：对一种头孢菌素类药过敏者对其他头孢菌素或头霉素药可能过敏；对青霉素类、青霉素衍生物或青霉胺类药过敏者也可能对头孢菌素类药过敏。,其他治疗,,medical_kg
孕妇及哺乳期妇女慎用，肾功能不全时林可霉素的半衰期可自正常的4～5h延长至10～13h，血浆药物浓度可达正常肾功能者的3～4倍，药物也不能由血或腹膜透析清除，故肾功能严重不全者需减量应用，有主张给正常量的25%～30%。克林霉素应用于轻、中度肾功能损害者半衰期延长不明显，重度肾功能损害者应用本品后血药浓度可达正常者2倍左右，故亦需减量应用，可用正常量的1/2。肝功能损害者不宜应用此类药物，必需应用时减量。本品不能与红霉素合并应用。本品与林可霉素间有交叉耐药性。因不能透过血-脑脊液屏障，不能用于脑膜炎。,其他治疗,,medical_kg
isuprel,西药,,medical_kg
成人常规剂量：口服给药：一次138mg(按无水茶碱计)，一日3次，饭后服。直肠给药：一次800mg，一日2次。喷雾吸入：5%～10%的溶液，一次2ml，每4小时1次。静脉注射：一次400mg，缓慢注入，如能耐受，可逐渐增至一次800mg，一日3～4次。肾功能不全时剂量：在停用合用药物后，血清茶碱浓度的维持时间往往显著延长。应酌情调整用药剂量或延长用药间隔时间。肝功能不全时剂量：同肾功能不全时剂量。其他疾病时剂量：使用某些药物的患者及茶碱清除率降低者，用法用量同肾功能不全时剂量。,其他治疗,,medical_kg
α-细辛醚,中成药,,medical_kg
鱼金注射剂,中成药,,medical_kg
高血压、心脏病、甲状腺功能亢进及糖尿病患者慎用（糖浆剂糖尿病患者禁服）。,其他治疗,,medical_kg
氨羟苄头孢菌素,西药,,medical_kg
tm150：每片含利福平150mg，异烟肼100mg；,药物,,medical_kg
年龄＜6岁儿童尚未被列为用药对象。,其他治疗,,medical_kg
cefclidin,药物,,medical_kg
里杜霉素,西药,,medical_kg
口服液：每支30ml。,药物,,medical_kg
fr-17027,西药,,medical_kg
对于皮肤感染的剂量为每12小时口服400mg，对于其他感染一般的使用方法为口服600mg，或每12小时静脉滴注一次。在急性期应静脉滴注250～500mg/次，一日2次，连续3天后改为口服，维持1～2周。,其他治疗,,medical_kg
急诊患者用药前应备好人工机械通气装备。应用本药对抗箭毒过量引起的呼吸抑制时，应加用人工呼吸装置。,其他治疗,,medical_kg
mebropine,西药,,medical_kg
片剂：每片含本品0.4mg。,药物,,medical_kg
betnovate,西药,,medical_kg
sod aescine,西药,,medical_kg
口服给药：成人每次0.5g，每天2次。儿童每次15mg/kg，每天2次。,其他治疗,,medical_kg
儿童：(1)一般感染：每12小时15～20mg/kg。(2)a组溶血性链球菌咽炎及扁桃体炎：每12小时15mg/kg，共10天。,其他治疗,,medical_kg
用药前后及用药时应当检查或监测：(1)定期检查血清钾及血糖水平 (2)长期使用应进行肾上腺功能检查,其他治疗,,medical_kg
重组人粒细胞-巨噬细胞集落刺激因子,西药,,medical_kg
尚不清楚本品能否分泌人乳汁，哺乳期妇女的用药安全性尚未确定，用药前应停止哺乳。,其他治疗,,medical_kg
accolate,西药,,medical_kg
