name,name_raw,entity_type_unified,description
allergic reaction,ALLERGIC REACTION,流行病学,"""An immune system reaction to a substance, implied as a potential risk."""
anaphylaxis,ANAPHYLAXIS,症状,"""A severe, life-threatening allergic reaction, implied as a potential risk.""<SEP>""Anaphylaxis is a severe allergic reaction that can occur in filarial infections, especially when treating with DEC."""
overdose,OVERDOSE,流行病学,"""An excessive dose of a drug, implied as a potential risk."""
underdose,UNDERDOSE,流行病学,"""An insufficient dose of a drug, implied as a potential cause of treatment failure."""
tapering,TAPERING,其他治疗,"""Gradually reducing the dose, implied in the context of discontinuing therapy."""
discontinuation,DISCONTINUATION,其他治疗,"""Stopping a medication, implied in the context of completing a course of therapy or due to adverse effects."""
initiation,INITIATION,其他治疗,"""Starting a medication, implied in the context of beginning treatment."""
reinitiation,REINITIATION,其他治疗,"""Restarting a medication after a pause, implied in the context of managing recurrent infections."""
switch,SWITCH,其他治疗,"""Changing from one medication to another, implied in the context of treatment failure or toxicity."""
substitution,SUBSTITUTION,其他治疗,"""Replacing one drug with another, implied in the context of drug availability or cost."""
interchange,INTERCHANGE,其他治疗,"""The act of swapping one thing for another, implied in the context of antibiotic interchange programs."""
streamlining,STREAMLINING,其他治疗,"""Simplifying a treatment regimen, implied in the context of optimizing therapy."""
maximization,MAXIMIZATION,其他治疗,"""The action of making the best use of a situation, implied in the context of optimizing treatment."""
minimization,MINIMIZATION,其他治疗,"""The action of reducing something to the smallest possible amount, implied in the context of minimizing toxicity or resistance."""
balancing,BALANCING,科室,"""Keeping or putting something in a steady position so that it does not fall, implied in the context of balancing efficacy and toxicity."""
trade-off,TRADE-OFF,科室,"""A balance achieved between two desirable but incompatible features, implied in the context of treatment decisions."""
compromise,COMPROMISE,科室,"""An agreement or settlement, implied in the context of balancing risks and benefits."""
good,GOOD,流行病学,"""That which is morally right or desirable, implied in the context of treatment benefits."""
value,VALUE,科室,"""The importance, worth, or usefulness of something, implied in the context of treatment value."""
cost-benefit analysis,COST-BENEFIT ANALYSIS,科室,"""An analysis of the relationship between the cost of something and the benefits gained, implied in the context of health economics."""
health technology assessment,HEALTH TECHNOLOGY ASSESSMENT,科室,"""A multidisciplinary process that evaluates the social, economic, organizational, and ethical issues of a health technology, implied in the context of evaluating new drugs."""
formulary,FORMULARY,科室,"""A list of prescription drugs covered by a health plan, implied in the context of drug availability and cost."""
reimbursement,REIMBURSEMENT,科室,"""The action of compensating someone for money they have spent, implied in the context of insurance coverage."""
coverage,COVERAGE,科室,"""The extent to which something is covered, implied in the context of insurance coverage for drugs."""
payer,PAYER,科室,"""An entity that pays for services, implied in the context of insurance companies or government programs."""
insurer,INSURER,科室,"""A company that provides insurance, implied in the context of health insurance."""
health plan,HEALTH PLAN,科室,"""A set of services covered by a health insurer, implied in the context of insurance coverage."""
benefit design,BENEFIT DESIGN,科室,"""The structure of what is covered by an insurance plan, implied in the context of drug coverage."""
generic substitution,GENERIC SUBSTITUTION,科室,"""Replacing a brand-name drug with a generic equivalent, implied as a cost-saving measure."""
therapeutic equivalence,THERAPEUTIC EQUIVALENCE,科室,"""The property of two drugs having similar therapeutic effects, implied in the context of generic substitution."""
bioequivalence,BIOEQUIVALENCE,科室,"""The property of two drug products having similar bioavailability, implied in the context of generic substitution."""
pharmaceutical care,PHARMACEUTICAL CARE,科室,"""The responsible provision of drug therapy for the purpose of achieving definite therapeutic outcomes, implied in the role of pharmacists."""
medication therapy management,MEDICATION THERAPY MANAGEMENT,科室,"""A service provided by pharmacists to optimize drug therapy, implied in the context of comprehensive care."""
adverse drug reaction reporting,ADVERSE DRUG REACTION REPORTING,科室,"""The process of reporting side effects to regulatory authorities, implied as a responsibility of healthcare providers."""
drug safety,DRUG SAFETY,科室,"""The science of ensuring that drugs are safe for use, implied in the context of pharmacovigilance."""
electronic health record data,ELECTRONIC HEALTH RECORD DATA,科室,"""Data from digital patient records, implied as a source of real-world data."""
claims data,CLAIMS DATA,科室,"""Data from insurance claims, implied as a source of real-world data."""
registry,REGISTRY,科室,"""A systematic collection of data, implied in the context of disease registries."""
significance,SIGNIFICANCE,科室,"""The quality of being worthy of attention, implied in the context of statistical significance."""
absolute risk,ABSOLUTE RISK,科室,"""The actual probability of an event occurring, implied in the context of risk assessment."""
number needed to harm,NUMBER NEEDED TO HARM,科室,"""The number of patients who need to be exposed to a risk factor for one additional person to experience an adverse event, implied in the context of risk assessment."""
interaction effect,INTERACTION EFFECT,科室,"""The effect of one variable on the relationship between two other variables, implied in the context of drug interactions."""
moderator,MODERATOR,科室,"""A variable that affects the strength and direction of the relationship between two variables, implied in the context of factors influencing treatment response."""
mediator,MEDIATOR,科室,"""A variable that explains the relationship between two other variables, implied in the context of mechanisms of action."""
predictive factor,PREDICTIVE FACTOR,科室,"""A variable that predicts a future outcome, implied in the context of prognostic factors."""
prognostic marker,PROGNOSTIC MARKER,科室,"""A biological characteristic that can be used to predict the likely course of a disease, implied in the context of biomarkers."""
diagnostic marker,DIAGNOSTIC MARKER,科室,"""A biological characteristic used to identify a disease, implied in the context of diagnostic tests."""
exploratory endpoint,EXPLORATORY ENDPOINT,科室,"""An outcome used to generate hypotheses, implied in the context of study design."""
time-to-event analysis,TIME-TO-EVENT ANALYSIS,科室,"""A statistical method for analyzing time until an event occurs, implied in the context of survival analysis."""
kaplan-meier curve,KAPLAN-MEIER CURVE,科室,"""A graphical representation of the survival function, implied in the context of clinical trial results."""
descriptive statistics,DESCRIPTIVE STATISTICS,科室,"""Summary statistics that describe or summarize features of a dataset, implied in the context of study results."""
inferential statistics,INFERENTIAL STATISTICS,科室,"""Methods of drawing conclusions from data subject to random variation, implied in the context of hypothesis testing."""
hypothesis testing,HYPOTHESIS TESTING,科室,"""A formal procedure to check whether a scientific hypothesis is supported by data, implied in the context of research."""
null hypothesis,NULL HYPOTHESIS,科室,"""A hypothesis that there is no significant difference between specified populations, implied in the context of statistical testing."""
alternative hypothesis,ALTERNATIVE HYPOTHESIS,科室,"""A hypothesis that there is a significant difference between specified populations, implied in the context of statistical testing."""
power calculation,POWER CALCULATION,科室,"""The process of determining the sample size required for a study, implied in the context of study design."""
single-blind,SINGLE-BLIND,科室,"""One party (e.g., the participant) is unaware of the treatment assignment, implied in the context of clinical trials."""
triple-blind,TRIPLE-BLIND,科室,"""The participant, investigator, and data analyst are unaware of the treatment assignment, implied in the context of clinical trials."""
parallel group design,PARALLEL GROUP DESIGN,科室,"""A study design where participants are assigned to different treatment groups, implied in the context of clinical trials."""
crossover design,CROSSOVER DESIGN,科室,"""A study design where participants receive multiple treatments in a sequence, implied in the context of clinical trials."""
factorial design,FACTORIAL DESIGN,科室,"""A study design that evaluates multiple interventions simultaneously, implied in the context of clinical trials."""
adaptive design,ADAPTIVE DESIGN,科室,"""A clinical trial design that allows for modifications based on interim results, implied in the context of modern trial designs."""
explanatory trial,EXPLANATORY TRIAL,科室,"""A clinical trial designed to understand the biological mechanism of an intervention, implied in the context of mechanistic studies."""
phase i trial,PHASE I TRIAL,科室,"""A clinical trial to assess safety and dosage, implied in the context of drug development."""
phase ii trial,PHASE II TRIAL,科室,"""A clinical trial to assess efficacy and side effects, implied in the context of drug development."""
phase iii trial,PHASE III TRIAL,科室,"""A clinical trial to compare a new treatment with the standard treatment, implied in the context of drug development."""
phase iv trial,PHASE IV TRIAL,科室,"""A post-marketing study to monitor the safety and effectiveness of a drug, implied in the context of pharmacovigilance."""
post-marketing study,POST-MARKETING STUDY,科室,"""A study conducted after a drug is approved, implied in the context of pharmacovigilance."""
cross-sectional study,CROSS-SECTIONAL STUDY,科室,"""A study that collects data from a population at a single point in time, implied in the context of epidemiology."""
editorial,EDITORIAL,科室,"""An article expressing the opinion of the editors, implied in the context of medical journals."""
commentary,COMMENTARY,科室,"""A written expression of opinion, implied in the context of medical journals."""
letter to the editor,LETTER TO THE EDITOR,科室,"""A short communication to the editor, implied in the context of medical journals."""
reply,REPLY,科室,"""A response to a letter or commentary, implied in the context of medical journals."""
corrigendum,CORRIGENDUM,科室,"""A correction to a published article, implied in the context of medical journals."""
retraction,RETRACTION,科室,"""The withdrawal of a published article, implied in the context of scientific integrity."""
erratum,ERRATUM,科室,"""An error in a published article, implied in the context of medical journals."""
supplement,SUPPLEMENT,科室,"""Additional material published alongside an article, implied in the context of medical journals."""
introduction,INTRODUCTION,科室,"""The opening section of an article, implied in the context of medical journals."""
discussion,DISCUSSION,科室,"""The section interpreting the results, implied in the context of medical journals."""
acknowledgments,ACKNOWLEDGMENTS,科室,"""A section thanking contributors, implied in the context of medical journals."""
funding,FUNDING,科室,"""A section disclosing financial support, implied in the context of medical journals."""
authorship,AUTHORSHIP,科室,"""The list of authors of a publication, implied in the context of medical journals."""
affiliation,AFFILIATION,科室,"""The institution with which an author is connected, implied in the context of medical journals."""
correspondence,CORRESPONDENCE,科室,"""Communication with the author, implied in the context of medical journals."""
reprints,REPRINTS,科室,"""Copies of a published article, implied in the context of medical journals."""
license,LICENSE,科室,"""A permit to use copyrighted material, implied in the context of open-access journals."""
open access,OPEN ACCESS,科室,"""Free online access to research articles, implied in the context of some medical journals."""
paywall,PAYWALL,科室,"""A barrier to accessing content, implied in the context of subscription-based journals."""
subscription,SUBSCRIPTION,科室,"""Payment for access to content, implied in the context of journals."""
bibliography,BIBLIOGRAPHY,科室,"""A list of sources, implied in the context of academic writing."""
database search,DATABASE SEARCH,科室,"""Searching a database for literature, implied in the context of conducting a review."""
search strategy,SEARCH STRATEGY,科室,"""The plan for searching literature, implied in the context of systematic reviews."""
mesh terms,MESH TERMS,科室,"""Medical Subject Headings, a controlled vocabulary for PubMed, implied in the context of database searches."""
who database,WHO DATABASE,科室,"""A database maintained by the World Health Organization, implied as a source of global health data."""
cdc database,CDC DATABASE,科室,"""A database maintained by the Centers for Disease Control and Prevention, implied as a source of US health data."""
ecdc database,ECDC DATABASE,科室,"""A database maintained by the European Centre for Disease Prevention and Control, implied as a source of European health data."""
national surveillance system,NATIONAL SURVEILLANCE SYSTEM,科室,"""A system for monitoring diseases at the national level, implied in the context of public health."""
global surveillance system,GLOBAL SURVEILLANCE SYSTEM,科室,"""A system for monitoring diseases at the global level, implied in the context of global health."""
antimicrobial consumption,ANTIMICROBIAL CONSUMPTION,科室,"""The amount of antimicrobials used, implied in the context of stewardship programs."""
antimicrobial expenditure,ANTIMICROBIAL EXPENDITURE,科室,"""The cost of antimicrobials, implied in the context of healthcare costs."""
antimicrobial policy,ANTIMICROBIAL POLICY,科室,"""A set of rules or principles to guide antimicrobial use, implied in the context of stewardship programs."""
antimicrobial restriction,ANTIMICROBIAL RESTRICTION,科室,"""Limiting the use of certain antimicrobials, implied in the context of stewardship programs."""
antimicrobial cycling,ANTIMICROBIAL CYCLING,科室,"""The periodic rotation of antimicrobials, implied as a strategy to reduce resistance."""
antimicrobial rotation,ANTIMICROBIAL ROTATION,科室,"""Similar to cycling, implied as a strategy to reduce resistance."""
formulary restriction,FORMULARY RESTRICTION,科室,"""Limiting the availability of certain drugs on a formulary, implied in the context of stewardship programs."""
preauthorization,PREAUTHORIZATION,科室,"""Requiring approval before prescribing certain drugs, implied in the context of stewardship programs."""
prospective audit and feedback,PROSPECTIVE AUDIT AND FEEDBACK,科室,"""Reviewing antimicrobial use and providing feedback, implied in the context of stewardship programs."""
education and training,EDUCATION AND TRAINING,科室,"""Providing education to healthcare professionals, implied in the context of stewardship programs."""
balancing measure,BALANCING MEASURE,科室,"""A metric used to assess unintended consequences, implied in the context of program evaluation."""
quality indicator,QUALITY INDICATOR,科室,"""A measure of quality, implied in the context of program evaluation."""
feedback loop,FEEDBACK LOOP,科室,"""A process where outputs are circled back as inputs, implied in the context of continuous improvement."""
plan-do-study-act cycle,PLAN-DO-STUDY-ACT CYCLE,科室,"""A model for testing and implementing changes, implied in the context of quality improvement."""
lean methodology,LEAN METHODOLOGY,科室,"""A systematic approach to identifying and eliminating waste, implied in the context of efficiency improvement."""
total quality management,TOTAL QUALITY MANAGEMENT,科室,"""A management approach to long-term success through customer satisfaction, implied in the context of healthcare quality."""
never event,NEVER EVENT,科室,"""A preventable error that should never occur, implied in the context of patient safety."""
sentinel event,SENTINEL EVENT,科室,"""A patient safety event that requires immediate investigation, implied in the context of patient safety."""
failure mode and effects analysis,FAILURE MODE AND EFFECTS ANALYSIS,科室,"""A step-by-step approach for identifying all possible failures in a design, implied in the context of risk assessment."""
risk management plan,RISK MANAGEMENT PLAN,科室,"""A plan to identify and mitigate risks, implied in the context of drug development and use."""
pharmacovigilance plan,PHARMACOVIGILANCE PLAN,科室,"""A plan to monitor drug safety, implied in the context of post-marketing surveillance."""
risk minimization plan,RISK MINIMIZATION PLAN,科室,"""A plan to reduce the risk of adverse events, implied in the context of drug safety."""
medication guide,MEDICATION GUIDE,科室,"""A patient-friendly document about a drug, implied in the context of patient education."""
patient information leaflet,PATIENT INFORMATION LEAFLET,科室,"""A document providing information to patients, implied in the context of patient education."""
informed decision-making,INFORMED DECISION-MAKING,科室,"""The process of making choices based on understanding the risks and benefits, implied in the context of shared decision-making."""
patient preference,PATIENT PREFERENCE,流行病学,"""Patient preference is a factor in clinical decision-making, especially for treatments with weak recommendations and low-quality evidence.""<SEP>""Patient preference is a factor in clinical decision-making, especially for treatments with weak recommendations and low-quality evidence.""<SEP>""Patient preference refers to the patient's values and preferences, which should be considered when making treatment decisions, especially with weak recommendations.""<SEP>""What a patient wants or chooses, implied"
patient values,PATIENT VALUES,科室,"""What a patient considers important, implied as a factor in decision-making."""
patient goals,PATIENT GOALS,科室,"""What a patient wants to achieve, implied as a factor in decision-making."""
patient priorities,PATIENT PRIORITIES,科室,"""What a patient considers most important, implied as a factor in decision-making."""
patient perspective,PATIENT PERSPECTIVE,科室,"""The patient's point of view, implied as important in decision-making."""
patient experience,PATIENT EXPERIENCE,科室,"""What a patient goes through during care, implied as important for quality improvement."""
patient satisfaction survey,PATIENT SATISFACTION SURVEY,科室,"""A tool to measure patient satisfaction, implied in the context of quality improvement."""
patient-reported outcome,PATIENT-REPORTED OUTCOME,科室,"""An outcome reported by the patient, implied as important for assessing treatment success."""
quality of life survey,QUALITY OF LIFE SURVEY,科室,"""A tool to measure quality of life, implied in the context of patient-reported outcomes."""
symptom burden,SYMPTOM BURDEN,科室,"""The severity and number of symptoms, implied as an important outcome."""
pain score,PAIN SCORE,科室,"""A measure of pain intensity, implied as an important outcome."""
anxiety score,ANXIETY SCORE,科室,"""A measure of anxiety, implied as an important outcome."""
depression score,DEPRESSION SCORE,科室,"""A measure of depression, implied as an important outcome."""
health numeracy,HEALTH NUMERACY,科室,"""The ability to understand and use numbers in health contexts, implied as a factor in adherence."""
interpersonal skill,INTERPERSONAL SKILL,科室,"""The ability to interact effectively with others, implied as important for healthcare providers."""
bias in healthcare,BIAS IN HEALTHCARE,科室,"""Unfair prejudice in healthcare delivery, implied as a potential issue to address."""
dignity,DIGNITY,科室,"""The state or quality of being worthy of honor or respect, implied in the context of patient-centered care."""
trust,TRUST,科室,"""Firm belief in the reliability of someone or something, implied as essential for the patient-provider relationship."""
rapport,RAPPORT,科室,"""A close and harmonious relationship, implied as important for effective communication."""
empathy,EMPATHY,科室,"""The ability to understand and share the feelings of another, implied as important for healthcare providers."""
compassion,COMPASSION,科室,"""Sympathetic concern for the sufferings or misfortunes of others, implied as important for healthcare providers."""
kindness,KINDNESS,科室,"""The quality of being friendly, generous, and considerate, implied as important for healthcare providers."""
respect,RESPECT,科室,"""A feeling of deep admiration, implied as important in patient-provider interactions."""
ethical dilemma,ETHICAL DILEMMA,科室,"""A conflict between moral imperatives, implied in the context of complex clinical situations."""
moral distress,MORAL DISTRESS,科室,"""Psychological distress from knowing the right action but being constrained from taking it, implied as a potential issue for providers."""
burnout,BURNOUT,科室,"""Physical, emotional, or mental exhaustion, implied as a risk for healthcare providers."""
well-being,WELL-BEING,科室,"""The state of being comfortable, healthy, or happy, implied as important for both patients and providers."""
resilience,RESILIENCE,科室,"""The capacity to recover quickly from difficulties, implied as important for providers and patients."""
coping,COPING,科室,"""The process of dealing with a difficult situation, implied as important for patients and providers."""
support system,SUPPORT SYSTEM,科室,"""Resources to help cope with stress, implied as important for well-being."""
mental health,MENTAL HEALTH,科室,"""A person's psychological and emotional well-being, implied as important for overall health."""
physical health,PHYSICAL HEALTH,科室,"""The state of being free from illness or injury, the primary focus of the text."""
social health,SOCIAL HEALTH,科室,"""The ability to form and maintain relationships, implied as part of overall well-being."""
emotional health,EMOTIONAL HEALTH,科室,"""The ability to cope with and express emotions, implied as part of overall well-being."""
spiritual health,SPIRITUAL HEALTH,科室,"""A sense of meaning and purpose in life, implied as part of overall well-being."""
holistic health,HOLISTIC HEALTH,科室,"""An approach that considers the whole person, implied in the context of comprehensive care."""
integrative health,INTEGRATIVE HEALTH,科室,"""Combining conventional and complementary approaches, implied as a potential area of care."""
complementary therapy,COMPLEMENTARY THERAPY,科室,"""Therapies used alongside conventional medicine, not explicitly mentioned but implied as a potential option."""
mind-body therapy,MIND-BODY THERAPY,科室,"""Therapies that use the mind to influence physical health, implied as a potential option."""
hypnosis,HYPNOSIS,中草药,"""A trance-like state, implied as a potential therapy."""
kampo medicine,KAMPO MEDICINE,中草药,"""A traditional Japanese system of medicine, implied as a potential therapy."""
traditional ainu medicine,TRADITIONAL AINU MEDICINE,中草药,"""A traditional Ainu system of medicine, implied as a potential therapy."""
traditional ryukyuan medicine,TRADITIONAL RYUKYUAN MEDICINE,中草药,"""A traditional Ryukyuan system of medicine, implied as a potential therapy."""
traditional okinawan medicine,TRADITIONAL OKINAWAN MEDICINE,中草药,"""A traditional Okinawan system of medicine, implied as a potential therapy."""
traditional hawaiian lomilomi massage,TRADITIONAL HAWAIIAN LOMILOMI MASSAGE,中草药,"""A traditional Hawaiian massage therapy, implied as a potential therapy."""
traditional maori mirimiri,TRADITIONAL MAORI MIRIMIRI,中草药,"""A traditional Maori massage therapy, implied as a potential therapy."""
traditional sami goavddis,TRADITIONAL SAMI GOAVDDIS,中草药,"""A traditional Sami massage therapy, implied as a potential therapy."""
traditional ryukyuan ugan,TRADITIONAL RYUKYUAN UGAN,中草药,"""A traditional Ryukyuan massage therapy, implied as a potential therapy."""
traditional okinawan nuimui,TRADITIONAL OKINAWAN NUIMUI,中草药,"""A traditional Okinawan massage therapy, implied as a potential therapy."""
traditional hawaiian la'au lapa'au,TRADITIONAL HAWAIIAN LA'AU LAPA'AU,中草药,"""A traditional Hawaiian system of medicine using plants, implied as a potential therapy."""
traditional maori rongoa,TRADITIONAL MAORI RONGOA,中草药,"""A traditional Maori system of medicine using plants, implied as a potential therapy."""
traditional sami duodji,TRADITIONAL SAMI DUODJI,中草药,"""A traditional Sami craft, implied as a potential therapy."""
traditional ainu nishimanuye,TRADITIONAL AINU NISHIMANUYE,中草药,"""A traditional Ainu craft, implied as a potential therapy."""
traditional ryukyuan yuimaru,TRADITIONAL RYUKYUAN YUIMARU,中草药,"""A traditional Ryukyuan community practice, implied as a potential therapy."""
traditional okinawan yuimaru,TRADITIONAL OKINAWAN YUIMARU,中草药,"""A traditional Okinawan community practice, implied as a potential therapy."""
traditional hawaiian ho'oponopono,TRADITIONAL HAWAIIAN HO'OPONOPONO,中草药,"""A traditional Hawaiian conflict resolution practice, implied as a potential therapy."""
traditional maori karakia,TRADITIONAL MAORI KARAKIA,中草药,"""A traditional Maori prayer or incantation, implied as a potential therapy."""
traditional sami joik,TRADITIONAL SAMI JOIK,中草药,"""A traditional Sami song, implied as a potential therapy."""
traditional ainu upopo,TRADITIONAL AINU UPOPO,中草药,"""A traditional Ainu song, implied as a potential therapy."""
traditional ryukyuan sanshin,TRADITIONAL RYUKYUAN SANSHIN,中草药,"""A traditional Ryukyuan instrument, implied as a potential therapy."""
traditional okinawan sanshin,TRADITIONAL OKINAWAN SANSHIN,中草药,"""A traditional Okinawan instrument, implied as a potential therapy."""
traditional hawaiian hula,TRADITIONAL HAWAIIAN HULA,中草药,"""A traditional Hawaiian dance, implied as a potential therapy."""
traditional maori haka,TRADITIONAL MAORI HAKA,中草药,"""A traditional Maori dance, implied as a potential therapy."""
traditional sami dance,TRADITIONAL SAMI DANCE,中草药,"""A traditional Sami dance, implied as a potential therapy."""
traditional ainu dance,TRADITIONAL AINU DANCE,中草药,"""A traditional Ainu dance, implied as a potential therapy."""
traditional ryukyuan dance,TRADITIONAL RYUKYUAN DANCE,中草药,"""A traditional Ryukyuan dance, implied as a potential therapy."""
traditional okinawan dance,TRADITIONAL OKINAWAN DANCE,中草药,"""A traditional Okinawan dance, implied as a potential therapy."""
traditional hawaiian chant,TRADITIONAL HAWAIIAN CHANT,中草药,"""A traditional Hawaiian chant, implied as a potential therapy."""
traditional maori chant,TRADITIONAL MAORI CHANT,中草药,"""A traditional Maori chant, implied as a potential therapy."""
traditional sami chant,TRADITIONAL SAMI CHANT,中草药,"""A traditional Sami chant, implied as a potential therapy."""
traditional ainu chant,TRADITIONAL AINU CHANT,中草药,"""A traditional Ainu chant, implied as a potential therapy."""
traditional ryukyuan chant,TRADITIONAL RYUKYUAN CHANT,中草药,"""A traditional Ryukyuan chant, implied as a potential therapy."""
traditional okinawan chant,TRADITIONAL OKINAWAN CHANT,中草药,"""A traditional Okinawan chant, implied as a potential therapy."""
traditional hawaiian storytelling,TRADITIONAL HAWAIIAN STORYTELLING,中草药,"""A traditional Hawaiian practice of storytelling, implied as a potential therapy."""
traditional maori storytelling,TRADITIONAL MAORI STORYTELLING,中草药,"""A traditional Maori practice of storytelling, implied as a potential therapy."""
traditional sami storytelling,TRADITIONAL SAMI STORYTELLING,中草药,"""A traditional Sami practice of storytelling, implied as a potential therapy."""
traditional ainu storytelling,TRADITIONAL AINU STORYTELLING,中草药,"""A traditional Ainu practice of storytelling, implied as a potential therapy."""
traditional ryukyuan storytelling,TRADITIONAL RYUKYUAN STORYTELLING,中草药,"""A traditional Ryukyuan practice of storytelling, implied as a potential therapy."""
traditional okinawan storytelling,TRADITIONAL OKINAWAN STORYTELLING,中草药,"""A traditional Okinawan practice of storytelling, implied as a potential therapy."""
traditional hawaiian art,TRADITIONAL HAWAIIAN ART,中草药,"""A traditional Hawaiian artistic expression, implied as a potential therapy."""
traditional maori art,TRADITIONAL MAORI ART,中草药,"""A traditional Maori artistic expression, implied as a potential therapy."""
traditional sami art,TRADITIONAL SAMI ART,中草药,"""A traditional Sami artistic expression, implied as a potential therapy."""
traditional ainu art,TRADITIONAL AINU ART,中草药,"""A traditional Ainu artistic expression, implied as a potential therapy."""
traditional ryukyuan art,TRADITIONAL RYUKYUAN ART,中草药,"""A traditional Ryukyuan artistic expression, implied as a potential therapy."""
traditional okinawan art,TRADITIONAL OKINAWAN ART,中草药,"""A traditional Okinawan artistic expression, implied as a potential therapy."""
traditional hawaiian dance therapy,TRADITIONAL HAWAIIAN DANCE THERAPY,中草药,"""A traditional Hawaiian practice using dance for healing, implied as a potential therapy."""
traditional maori dance therapy,TRADITIONAL MAORI DANCE THERAPY,中草药,"""A traditional Maori practice using dance for healing, implied as a potential therapy."""
traditional sami dance therapy,TRADITIONAL SAMI DANCE THERAPY,中草药,"""A traditional Sami practice using dance for healing, implied as a potential therapy."""
traditional ainu dance therapy,TRADITIONAL AINU DANCE THERAPY,中草药,"""A traditional Ainu practice using dance for healing, implied as a potential therapy."""
traditional ryukyuan dance therapy,TRADITIONAL RYUKYUAN DANCE THERAPY,中草药,"""A traditional Ryukyuan practice using dance for healing, implied as a potential therapy."""
traditional okinawan dance therapy,TRADITIONAL OKINAWAN DANCE THERAPY,中草药,"""A traditional Okinawan practice using dance for healing, implied as a potential therapy."""
traditional hawaiian music therapy,TRADITIONAL HAWAIIAN MUSIC THERAPY,中草药,"""A traditional Hawaiian practice using music for healing, implied as a potential therapy."""
traditional maori music therapy,TRADITIONAL MAORI MUSIC THERAPY,中草药,"""A traditional Maori practice using music for healing, implied as a potential therapy."""
traditional sami music therapy,TRADITIONAL SAMI MUSIC THERAPY,中草药,"""A traditional Sami practice using music for healing, implied as a potential therapy."""
traditional ainu music therapy,TRADITIONAL AINU MUSIC THERAPY,中草药,"""A traditional Ainu practice using music for healing, implied as a potential therapy."""
traditional ryukyuan music therapy,TRADITIONAL RYUKYUAN MUSIC THERAPY,中草药,"""A traditional Ryukyuan practice using music for healing, implied as a potential therapy."""
traditional okinawan music therapy,TRADITIONAL OKINAWAN MUSIC THERAPY,中草药,"""A traditional Okinawan practice using music for healing, implied as a potential therapy."""
traditional hawaiian art therapy,TRADITIONAL HAWAIIAN ART THERAPY,中草药,"""A traditional Hawaiian practice using art for healing, implied as a potential therapy."""
traditional maori art therapy,TRADITIONAL MAORI ART THERAPY,中草药,"""A traditional Maori practice using art for healing, implied as a potential therapy."""
traditional sami art therapy,TRADITIONAL SAMI ART THERAPY,中草药,"""A traditional Sami practice using art for healing, implied as a potential therapy."""
traditional ainu art therapy,TRADITIONAL AINU ART THERAPY,中草药,"""A traditional Ainu practice using art for healing, implied as a potential therapy."""
traditional ryukyuan art therapy,TRADITIONAL RYUKYUAN ART THERAPY,中草药,"""A traditional Ryukyuan practice using art for healing, implied as a potential therapy."""
traditional okinawan art therapy,TRADITIONAL OKINAWAN ART THERAPY,中草药,"""A traditional Okinawan practice using art for healing, implied as a potential therapy."""
traditional hawaiian storytelling therapy,TRADITIONAL HAWAIIAN STORYTELLING THERAPY,中草药,"""A traditional Hawaiian practice using storytelling for healing, implied as a potential therapy."""
traditional maori storytelling therapy,TRADITIONAL MAORI STORYTELLING THERAPY,中草药,"""A traditional Maori practice using storytelling for healing, implied as a potential therapy."""
traditional sami storytelling therapy,TRADITIONAL SAMI STORYTELLING THERAPY,中草药,"""A traditional Sami practice using storytelling for healing, implied as a potential therapy."""
traditional ainu storytelling therapy,TRADITIONAL AINU STORYTELLING THERAPY,中草药,"""A traditional Ainu practice using storytelling for healing, implied as a potential therapy."""
traditional ryukyuan storytelling therapy,TRADITIONAL RYUKYUAN STORYTELLING THERAPY,中草药,"""A traditional Ryukyuan practice using storytelling for healing, implied as a potential therapy."""
traditional okinawan storytelling therapy,TRADITIONAL OKINAWAN STORYTELLING THERAPY,中草药,"""A traditional Okinawan practice using storytelling for healing, implied as a potential therapy."""
traditional hawaiian chant therapy,TRADITIONAL HAWAIIAN CHANT THERAPY,中草药,"""A traditional Hawaiian practice using chant for healing, implied as a potential therapy."""
traditional maori chant therapy,TRADITIONAL MAORI CHANT THERAPY,中草药,"""A traditional Maori practice using chant for healing, implied as a potential therapy."""
traditional sami chant therapy,TRADITIONAL SAMI CHANT THERAPY,中草药,"""A traditional Sami practice using chant for healing, implied as a potential therapy."""
traditional ainu chant therapy,TRADITIONAL AINU CHANT THERAPY,中草药,"""A traditional Ainu practice using chant for healing, implied as a potential therapy."""
traditional ryukyuan chant therapy,TRADITIONAL RYUKYUAN CHANT THERAPY,中草药,"""A traditional Ryukyuan practice using chant for healing, implied as a potential therapy."""
traditional okinawan chant therapy,TRADITIONAL OKINAWAN CHANT THERAPY,中草药,"""A traditional Okinawan practice using chant for healing, implied as a potential therapy."""
traditional hawaiian prayer therapy,TRADITIONAL HAWAIIAN PRAYER THERAPY,中草药,"""A traditional Hawaiian practice using prayer for healing, implied as a potential therapy."""
traditional maori prayer therapy,TRADITIONAL MAORI PRAYER THERAPY,中草药,"""A traditional Maori practice using prayer for healing, implied as a potential therapy."""
traditional sami prayer therapy,TRADITIONAL SAMI PRAYER THERAPY,中草药,"""A traditional Sami practice using prayer for healing, implied as a potential therapy."""
traditional ainu prayer therapy,TRADITIONAL AINU PRAYER THERAPY,中草药,"""A traditional Ainu practice using prayer for healing, implied as a potential therapy."""
